crop_id,image_uid,split,source,class_id,class_name,xmin,ymin,xmax,ymax,area_px,image_width,image_height,sensor,skipped_reason,object_window_px,upsample_factor,high_upsample,box_fill
bg_negative_image_nwpu_background_060_001,nwpu_background_060,train,negative_image,0,background,270,19,338,78,4012,920,582,rgb,,75,2.987,False,0.713
bg_negative_image_nwpu_background_060_002,nwpu_background_060,train,negative_image,0,background,394,119,482,173,4752,920,582,rgb,,97,2.309,False,0.505
bg_negative_image_nwpu_background_060_003,nwpu_background_060,train,negative_image,0,background,489,295,555,356,4026,920,582,rgb,,73,3.068,False,0.755
bg_negative_image_nwpu_background_061_000,nwpu_background_061,train,negative_image,0,background,565,303,627,373,4340,934,534,rgb,,77,2.909,False,0.732
bg_negative_image_nwpu_background_061_001,nwpu_background_061,train,negative_image,0,background,284,386,320,430,1584,934,534,rgb,,48,4.667,False,0.688
bg_negative_image_nwpu_background_061_002,nwpu_background_061,train,negative_image,0,background,346,291,479,360,9177,934,534,rgb,,146,1.534,False,0.431
bg_negative_image_nwpu_background_061_003,nwpu_background_061,train,negative_image,0,background,296,253,409,294,4633,934,534,rgb,,124,1.806,False,0.301
bg_negative_image_nwpu_background_062_000,nwpu_background_062,train,negative_image,0,background,760,485,823,514,1827,920,556,rgb,,69,3.246,False,0.384
bg_negative_image_nwpu_background_062_001,nwpu_background_062,train,negative_image,0,background,436,269,491,308,2145,920,556,rgb,,61,3.672,False,0.576
bg_negative_image_nwpu_background_062_002,nwpu_background_062,train,negative_image,0,background,269,415,333,476,3904,920,556,rgb,,70,3.2,False,0.797
bg_negative_image_nwpu_background_062_003,nwpu_background_062,train,negative_image,0,background,433,55,477,137,3608,920,556,rgb,,90,2.489,False,0.445
bg_negative_image_nwpu_background_063_000,nwpu_background_063,train,negative_image,0,background,812,28,895,85,4731,1047,562,rgb,,91,2.462,False,0.571
bg_negative_image_nwpu_background_063_001,nwpu_background_063,train,negative_image,0,background,277,166,338,230,3904,1047,562,rgb,,70,3.2,False,0.797
bg_negative_image_nwpu_background_063_002,nwpu_background_063,train,negative_image,0,background,309,368,373,434,4224,1047,562,rgb,,73,3.068,False,0.793
bg_negative_image_nwpu_background_063_003,nwpu_background_063,train,negative_image,0,background,14,414,75,475,3721,1047,562,rgb,,67,3.343,False,0.829
bg_negative_image_nwpu_background_064_000,nwpu_background_064,train,negative_image,0,background,310,82,359,103,1029,883,556,rgb,,54,4.148,False,0.353
bg_negative_image_nwpu_background_064_001,nwpu_background_064,train,negative_image,0,background,500,63,551,92,1479,883,556,rgb,,56,4.0,False,0.472
bg_negative_image_nwpu_background_064_002,nwpu_background_064,train,negative_image,0,background,798,504,848,554,2500,883,556,rgb,,55,4.073,False,0.826
bg_negative_image_nwpu_background_064_003,nwpu_background_064,train,negative_image,0,background,661,145,688,236,2457,883,556,rgb,,100,2.24,False,0.246
bg_negative_image_nwpu_background_065_000,nwpu_background_065,train,negative_image,0,background,643,190,701,240,2900,970,539,rgb,,64,3.5,False,0.708
bg_negative_image_nwpu_background_065_001,nwpu_background_065,train,negative_image,0,background,599,5,634,61,1960,970,539,rgb,,62,3.613,False,0.51
bg_negative_image_nwpu_background_065_002,nwpu_background_065,train,negative_image,0,background,495,81,522,127,1242,970,539,rgb,,51,4.392,False,0.478
bg_negative_image_nwpu_background_065_003,nwpu_background_065,train,negative_image,0,background,145,367,242,467,9700,970,539,rgb,,110,2.036,False,0.802
bg_negative_image_nwpu_background_066_000,nwpu_background_066,train,negative_image,0,background,473,451,510,519,2516,887,606,rgb,,75,2.987,False,0.447
bg_negative_image_nwpu_background_066_001,nwpu_background_066,train,negative_image,0,background,787,73,879,162,8188,887,606,rgb,,101,2.218,False,0.803
bg_negative_image_nwpu_background_066_002,nwpu_background_066,train,negative_image,0,background,337,46,366,78,928,887,606,rgb,,35,6.4,True,0.758
bg_negative_image_nwpu_background_066_003,nwpu_background_066,train,negative_image,0,background,623,235,685,300,4030,887,606,rgb,,72,3.111,False,0.777
bg_negative_image_nwpu_background_069_000,nwpu_background_069,train,negative_image,0,background,122,92,182,160,4080,870,579,rgb,,75,2.987,False,0.725
bg_negative_image_nwpu_background_069_001,nwpu_background_069,train,negative_image,0,background,703,22,798,106,7980,870,579,rgb,,105,2.133,False,0.724
bg_negative_image_nwpu_background_069_002,nwpu_background_069,train,negative_image,0,background,232,254,306,314,4440,870,579,rgb,,81,2.765,False,0.677
bg_negative_image_nwpu_background_069_003,nwpu_background_069,train,negative_image,0,background,394,188,593,386,39402,870,579,rgb,,219,1.023,False,0.822
bg_negative_image_nwpu_background_070_000,nwpu_background_070,train,negative_image,0,background,169,369,248,448,6241,772,516,rgb,,87,2.575,False,0.825
bg_negative_image_nwpu_background_070_001,nwpu_background_070,train,negative_image,0,background,448,281,517,364,5727,772,516,rgb,,91,2.462,False,0.692
bg_negative_image_nwpu_background_070_002,nwpu_background_070,train,negative_image,0,background,533,26,607,89,4662,772,516,rgb,,81,2.765,False,0.711
bg_negative_image_nwpu_background_070_003,nwpu_background_070,train,negative_image,0,background,274,249,298,303,1296,772,516,rgb,,59,3.797,False,0.372
bg_negative_image_nwpu_background_071_000,nwpu_background_071,train,negative_image,0,background,745,259,853,302,4644,990,580,rgb,,119,1.882,False,0.328
bg_negative_image_nwpu_background_071_001,nwpu_background_071,train,negative_image,0,background,667,432,789,505,8906,990,580,rgb,,134,1.672,False,0.496
bg_negative_image_nwpu_background_071_002,nwpu_background_071,train,negative_image,0,background,879,326,903,351,600,990,580,rgb,,28,8.0,True,0.765
bg_negative_image_nwpu_background_071_003,nwpu_background_071,train,negative_image,0,background,817,187,846,218,899,990,580,rgb,,34,6.588,True,0.778
bg_negative_image_nwpu_background_072_000,nwpu_background_072,train,negative_image,0,background,479,55,535,128,4088,958,595,rgb,,80,2.8,False,0.639
bg_negative_image_nwpu_background_072_001,nwpu_background_072,train,negative_image,0,background,370,518,400,548,900,958,595,rgb,,33,6.788,True,0.826
bg_negative_image_nwpu_background_072_002,nwpu_background_072,train,negative_image,0,background,153,175,247,255,7520,958,595,rgb,,103,2.175,False,0.709
bg_negative_image_nwpu_background_072_003,nwpu_background_072,train,negative_image,0,background,174,13,226,74,3172,958,595,rgb,,67,3.343,False,0.707
bg_negative_image_nwpu_background_073_000,nwpu_background_073,train,negative_image,0,background,377,157,433,250,5208,898,602,rgb,,102,2.196,False,0.501
bg_negative_image_nwpu_background_073_001,nwpu_background_073,train,negative_image,0,background,487,4,572,79,6375,898,602,rgb,,94,2.383,False,0.721
bg_negative_image_nwpu_background_073_002,nwpu_background_073,train,negative_image,0,background,586,347,651,401,3510,898,602,rgb,,72,3.111,False,0.677
bg_negative_image_nwpu_background_073_003,nwpu_background_073,train,negative_image,0,background,827,338,883,395,3192,898,602,rgb,,63,3.556,False,0.804
bg_negative_image_nwpu_background_074_000,nwpu_background_074,train,negative_image,0,background,431,425,694,477,13676,829,523,rgb,,289,0.775,False,0.164
bg_negative_image_nwpu_background_074_001,nwpu_background_074,train,negative_image,0,background,545,426,618,507,5913,829,523,rgb,,89,2.517,False,0.746
bg_negative_image_nwpu_background_074_002,nwpu_background_074,train,negative_image,0,background,674,53,725,109,2856,829,523,rgb,,62,3.613,False,0.743
bg_negative_image_nwpu_background_074_003,nwpu_background_074,train,negative_image,0,background,562,203,623,264,3721,829,523,rgb,,67,3.343,False,0.829
bg_negative_image_nwpu_background_075_000,nwpu_background_075,train,negative_image,0,background,653,508,682,556,1392,1027,572,rgb,,53,4.226,False,0.496
bg_negative_image_nwpu_background_075_001,nwpu_background_075,train,negative_image,0,background,957,149,1012,204,3025,1027,572,rgb,,61,3.672,False,0.813
bg_negative_image_nwpu_background_075_002,nwpu_background_075,train,negative_image,0,background,733,187,782,220,1617,1027,572,rgb,,54,4.148,False,0.555
bg_negative_image_nwpu_background_075_003,nwpu_background_075,train,negative_image,0,background,123,21,158,68,1645,1027,572,rgb,,52,4.308,False,0.608
bg_negative_image_nwpu_background_076_000,nwpu_background_076,train,negative_image,0,background,484,502,534,552,2500,1039,559,rgb,,55,4.073,False,0.826
bg_negative_image_nwpu_background_076_001,nwpu_background_076,train,negative_image,0,background,463,508,506,548,1720,1039,559,rgb,,47,4.766,False,0.779
bg_negative_image_nwpu_background_076_002,nwpu_background_076,train,negative_image,0,background,765,37,840,158,9075,1039,559,rgb,,133,1.684,False,0.513
bg_negative_image_nwpu_background_076_003,nwpu_background_076,train,negative_image,0,background,532,386,613,464,6318,1039,559,rgb,,89,2.517,False,0.798
bg_negative_image_nwpu_background_079_000,nwpu_background_079,train,negative_image,0,background,701,18,765,63,2880,916,537,rgb,,70,3.2,False,0.588
bg_negative_image_nwpu_background_079_001,nwpu_background_079,train,negative_image,0,background,320,24,378,75,2958,916,537,rgb,,64,3.5,False,0.722
bg_negative_image_nwpu_background_079_002,nwpu_background_079,train,negative_image,0,background,587,350,634,396,2162,916,537,rgb,,52,4.308,False,0.8
bg_negative_image_nwpu_background_079_003,nwpu_background_079,train,negative_image,0,background,634,397,730,475,7488,916,537,rgb,,106,2.113,False,0.666
bg_negative_image_nwpu_background_080_000,nwpu_background_080,train,negative_image,0,background,746,25,772,84,1534,958,567,rgb,,65,3.446,False,0.363
bg_negative_image_nwpu_background_080_001,nwpu_background_080,train,negative_image,0,background,217,318,249,374,1792,958,567,rgb,,62,3.613,False,0.466
bg_negative_image_nwpu_background_080_002,nwpu_background_080,train,negative_image,0,background,4,268,118,315,5358,958,567,rgb,,125,1.792,False,0.343
bg_negative_image_nwpu_background_080_003,nwpu_background_080,train,negative_image,0,background,549,14,696,119,15435,958,567,rgb,,162,1.383,False,0.588
bg_negative_image_nwpu_background_081_000,nwpu_background_081,train,negative_image,0,background,723,331,777,380,2646,861,542,rgb,,59,3.797,False,0.76
bg_negative_image_nwpu_background_081_001,nwpu_background_081,train,negative_image,0,background,197,434,230,467,1089,861,542,rgb,,36,6.222,True,0.84
bg_negative_image_nwpu_background_081_002,nwpu_background_081,train,negative_image,0,background,713,155,738,180,625,861,542,rgb,,28,8.0,True,0.797
bg_negative_image_nwpu_background_081_003,nwpu_background_081,train,negative_image,0,background,482,193,527,249,2520,861,542,rgb,,62,3.613,False,0.656
bg_negative_image_nwpu_background_082_000,nwpu_background_082,val,negative_image,0,background,722,91,818,166,7200,910,561,rgb,,106,2.113,False,0.641
bg_negative_image_nwpu_background_082_001,nwpu_background_082,val,negative_image,0,background,71,176,143,221,3240,910,561,rgb,,79,2.835,False,0.519
bg_negative_image_nwpu_background_082_002,nwpu_background_082,val,negative_image,0,background,680,496,748,560,4352,910,561,rgb,,75,2.987,False,0.774
bg_negative_image_nwpu_background_082_003,nwpu_background_082,val,negative_image,0,background,258,215,299,248,1353,910,561,rgb,,45,4.978,False,0.668
bg_negative_image_nwpu_background_084_000,nwpu_background_084,train,negative_image,0,background,506,506,554,557,2448,929,558,rgb,,56,4.0,False,0.781
bg_negative_image_nwpu_background_084_001,nwpu_background_084,train,negative_image,0,background,598,294,674,358,4864,929,558,rgb,,84,2.667,False,0.689
bg_negative_image_nwpu_background_084_002,nwpu_background_084,train,negative_image,0,background,789,241,856,315,4958,929,558,rgb,,81,2.765,False,0.756
bg_negative_image_nwpu_background_084_003,nwpu_background_084,train,negative_image,0,background,120,191,157,226,1295,929,558,rgb,,41,5.463,False,0.77
bg_negative_image_nwpu_background_085_000,nwpu_background_085,train,negative_image,0,background,161,8,237,99,6916,871,530,rgb,,100,2.24,False,0.692
bg_negative_image_nwpu_background_085_001,nwpu_background_085,train,negative_image,0,background,360,283,437,367,6468,871,530,rgb,,92,2.435,False,0.764
bg_negative_image_nwpu_background_085_002,nwpu_background_085,train,negative_image,0,background,324,475,425,510,3535,871,530,rgb,,111,2.018,False,0.287
bg_negative_image_nwpu_background_085_003,nwpu_background_085,train,negative_image,0,background,560,249,686,319,8820,871,530,rgb,,139,1.612,False,0.456
bg_negative_image_nwpu_background_086_000,nwpu_background_086,train,negative_image,0,background,778,108,857,212,8216,946,565,rgb,,114,1.965,False,0.632
bg_negative_image_nwpu_background_086_001,nwpu_background_086,train,negative_image,0,background,254,269,419,538,44385,946,565,rgb,,296,0.757,False,0.507
bg_negative_image_nwpu_background_086_002,nwpu_background_086,train,negative_image,0,background,668,301,714,357,2576,946,565,rgb,,62,3.613,False,0.67
bg_negative_image_nwpu_background_086_003,nwpu_background_086,train,negative_image,0,background,593,159,631,194,1330,946,565,rgb,,42,5.333,False,0.754
bg_negative_image_nwpu_background_087_000,nwpu_background_087,train,negative_image,0,background,317,80,344,118,1026,1011,552,rgb,,42,5.333,False,0.582
bg_negative_image_nwpu_background_087_001,nwpu_background_087,train,negative_image,0,background,817,123,893,242,9044,1011,552,rgb,,131,1.71,False,0.527
bg_negative_image_nwpu_background_087_002,nwpu_background_087,train,negative_image,0,background,744,375,816,449,5328,1011,552,rgb,,81,2.765,False,0.812
bg_negative_image_nwpu_background_087_003,nwpu_background_087,train,negative_image,0,background,281,72,651,472,148000,1011,552,rgb,,440,0.509,False,0.764
bg_negative_image_nwpu_background_088_000,nwpu_background_088,val,negative_image,0,background,537,354,646,471,12753,905,551,rgb,,129,1.736,False,0.766
bg_negative_image_nwpu_background_088_001,nwpu_background_088,val,negative_image,0,background,724,358,827,455,9991,905,551,rgb,,113,1.982,False,0.782
bg_negative_image_nwpu_background_088_002,nwpu_background_088,val,negative_image,0,background,453,47,552,133,8514,905,551,rgb,,109,2.055,False,0.717
bg_negative_image_nwpu_background_088_003,nwpu_background_088,val,negative_image,0,background,556,474,609,529,2915,905,551,rgb,,60,3.733,False,0.81
bg_negative_image_nwpu_background_089_000,nwpu_background_089,train,negative_image,0,background,377,19,434,61,2394,927,559,rgb,,63,3.556,False,0.603
bg_negative_image_nwpu_background_089_001,nwpu_background_089,train,negative_image,0,background,866,55,891,79,600,927,559,rgb,,28,8.0,True,0.765
bg_negative_image_nwpu_background_089_002,nwpu_background_089,train,negative_image,0,background,184,29,363,139,19690,927,559,rgb,,197,1.137,False,0.507
bg_negative_image_nwpu_background_089_003,nwpu_background_089,train,negative_image,0,background,402,266,446,310,1936,927,559,rgb,,48,4.667,False,0.84
bg_negative_image_nwpu_background_091_000,nwpu_background_091,val,negative_image,0,background,42,53,96,131,4212,873,552,rgb,,86,2.605,False,0.569
bg_negative_image_nwpu_background_091_001,nwpu_background_091,val,negative_image,0,background,234,23,499,203,47700,873,552,rgb,,292,0.767,False,0.559
bg_negative_image_nwpu_background_091_002,nwpu_background_091,val,negative_image,0,background,148,130,305,252,19154,873,552,rgb,,173,1.295,False,0.64
bg_negative_image_nwpu_background_091_003,nwpu_background_091,val,negative_image,0,background,327,214,370,253,1677,873,552,rgb,,47,4.766,False,0.759
bg_negative_image_nwpu_background_092_000,nwpu_background_092,train,negative_image,0,background,95,442,174,495,4187,926,565,rgb,,87,2.575,False,0.553
bg_negative_image_nwpu_background_092_001,nwpu_background_092,train,negative_image,0,background,1,235,80,337,8058,926,565,rgb,,112,2.0,False,0.642
bg_negative_image_nwpu_background_092_002,nwpu_background_092,train,negative_image,0,background,222,148,482,371,57980,926,565,rgb,,286,0.783,False,0.709
bg_negative_image_nwpu_background_092_003,nwpu_background_092,train,negative_image,0,background,697,447,730,481,1122,926,565,rgb,,37,6.054,True,0.82
bg_negative_image_nwpu_background_094_000,nwpu_background_094,train,negative_image,0,background,299,117,337,152,1330,965,518,rgb,,42,5.333,False,0.754
bg_negative_image_nwpu_background_094_001,nwpu_background_094,train,negative_image,0,background,376,188,558,431,44226,965,518,rgb,,267,0.839,False,0.62
bg_negative_image_nwpu_background_094_002,nwpu_background_094,train,negative_image,0,background,267,408,426,487,12561,965,518,rgb,,175,1.28,False,0.41
bg_negative_image_nwpu_background_094_003,nwpu_background_094,train,negative_image,0,background,43,205,114,279,5254,965,518,rgb,,81,2.765,False,0.801
bg_negative_image_nwpu_background_095_000,nwpu_background_095,train,negative_image,0,background,124,24,250,83,7434,951,574,rgb,,139,1.612,False,0.385
bg_negative_image_nwpu_background_095_001,nwpu_background_095,train,negative_image,0,background,124,492,175,530,1938,951,574,rgb,,56,4.0,False,0.618
bg_negative_image_nwpu_background_095_002,nwpu_background_095,train,negative_image,0,background,159,15,266,113,10486,951,574,rgb,,118,1.898,False,0.753
bg_negative_image_nwpu_background_095_003,nwpu_background_095,train,negative_image,0,background,95,296,191,392,9216,951,574,rgb,,106,2.113,False,0.82
bg_negative_image_nwpu_background_096_000,nwpu_background_096,val,negative_image,0,background,479,270,554,346,5700,916,534,rgb,,84,2.667,False,0.808
bg_negative_image_nwpu_background_096_001,nwpu_background_096,val,negative_image,0,background,714,2,789,123,9075,916,534,rgb,,133,1.684,False,0.513
bg_negative_image_nwpu_background_096_002,nwpu_background_096,val,negative_image,0,background,380,19,683,437,126654,916,534,rgb,,460,0.487,False,0.599
bg_negative_image_nwpu_background_096_003,nwpu_background_096,val,negative_image,0,background,648,438,726,460,1716,916,534,rgb,,86,2.605,False,0.232
bg_negative_image_nwpu_background_097_000,nwpu_background_097,train,negative_image,0,background,774,228,823,288,2940,891,562,rgb,,66,3.394,False,0.675
bg_negative_image_nwpu_background_097_001,nwpu_background_097,train,negative_image,0,background,445,479,599,555,11704,891,562,rgb,,169,1.325,False,0.41
bg_negative_image_nwpu_background_097_002,nwpu_background_097,train,negative_image,0,background,650,151,742,239,8096,891,562,rgb,,101,2.218,False,0.794
bg_negative_image_nwpu_background_097_003,nwpu_background_097,train,negative_image,0,background,662,297,725,365,4284,891,562,rgb,,75,2.987,False,0.762
bg_negative_image_nwpu_background_098_000,nwpu_background_098,train,negative_image,0,background,337,163,406,212,3381,882,561,rgb,,76,2.947,False,0.585
bg_negative_image_nwpu_background_098_001,nwpu_background_098,train,negative_image,0,background,60,14,169,121,11663,882,561,rgb,,120,1.867,False,0.81
bg_negative_image_nwpu_background_098_002,nwpu_background_098,train,negative_image,0,background,16,84,53,140,2072,882,561,rgb,,62,3.613,False,0.539
bg_negative_image_nwpu_background_098_003,nwpu_background_098,train,negative_image,0,background,606,360,652,413,2438,882,561,rgb,,58,3.862,False,0.725
bg_negative_image_nwpu_background_099_000,nwpu_background_099,train,negative_image,0,background,180,242,547,536,107898,935,566,rgb,,404,0.554,False,0.661
bg_negative_image_nwpu_background_099_001,nwpu_background_099,train,negative_image,0,background,524,67,577,103,1908,935,566,rgb,,58,3.862,False,0.567
bg_negative_image_nwpu_background_099_002,nwpu_background_099,train,negative_image,0,background,624,91,659,128,1295,935,566,rgb,,41,5.463,False,0.77
bg_negative_image_nwpu_background_099_003,nwpu_background_099,train,negative_image,0,background,447,502,500,562,3180,935,566,rgb,,66,3.394,False,0.73
bg_negative_image_nwpu_background_100_000,nwpu_background_100,train,negative_image,0,background,14,362,122,546,19872,944,549,rgb,,202,1.109,False,0.487
bg_negative_image_nwpu_background_100_001,nwpu_background_100,train,negative_image,0,background,521,62,573,121,3068,944,549,rgb,,65,3.446,False,0.726
bg_negative_image_nwpu_background_100_002,nwpu_background_100,train,negative_image,0,background,762,262,840,323,4758,944,549,rgb,,86,2.605,False,0.643
bg_negative_image_nwpu_background_100_003,nwpu_background_100,train,negative_image,0,background,470,111,658,254,26884,944,549,rgb,,207,1.082,False,0.627
bg_negative_image_nwpu_background_101_000,nwpu_background_101,train,negative_image,0,background,545,154,598,181,1431,969,550,rgb,,58,3.862,False,0.425
bg_negative_image_nwpu_background_101_001,nwpu_background_101,train,negative_image,0,background,607,414,661,469,2970,969,550,rgb,,61,3.672,False,0.798
bg_negative_image_nwpu_background_101_002,nwpu_background_101,train,negative_image,0,background,559,114,590,169,1705,969,550,rgb,,60,3.733,False,0.474
bg_negative_image_nwpu_background_101_003,nwpu_background_101,train,negative_image,0,background,776,122,857,192,5670,969,550,rgb,,89,2.517,False,0.716
bg_negative_image_nwpu_background_102_000,nwpu_background_102,train,negative_image,0,background,478,184,542,285,6464,927,565,rgb,,111,2.018,False,0.525
bg_negative_image_nwpu_background_102_001,nwpu_background_102,train,negative_image,0,background,581,374,651,424,3500,927,565,rgb,,77,2.909,False,0.59
bg_negative_image_nwpu_background_102_002,nwpu_background_102,train,negative_image,0,background,667,500,715,557,2736,927,565,rgb,,63,3.556,False,0.689
bg_negative_image_nwpu_background_102_003,nwpu_background_102,train,negative_image,0,background,368,252,417,328,3724,927,565,rgb,,84,2.667,False,0.528
bg_negative_image_nwpu_background_103_000,nwpu_background_103,train,negative_image,0,background,682,243,775,322,7347,950,546,rgb,,102,2.196,False,0.706
bg_negative_image_nwpu_background_103_001,nwpu_background_103,train,negative_image,0,background,367,46,417,106,3000,950,546,rgb,,66,3.394,False,0.689
bg_negative_image_nwpu_background_103_002,nwpu_background_103,train,negative_image,0,background,359,343,401,386,1806,950,546,rgb,,47,4.766,False,0.818
bg_negative_image_nwpu_background_103_003,nwpu_background_103,train,negative_image,0,background,131,383,202,531,10508,950,546,rgb,,163,1.374,False,0.395
bg_negative_image_nwpu_background_105_000,nwpu_background_105,train,negative_image,0,background,188,423,264,483,4560,1020,552,rgb,,84,2.667,False,0.646
bg_negative_image_nwpu_background_105_001,nwpu_background_105,train,negative_image,0,background,894,106,934,156,2000,1020,552,rgb,,55,4.073,False,0.661
bg_negative_image_nwpu_background_105_002,nwpu_background_105,train,negative_image,0,background,651,424,784,493,9177,1020,552,rgb,,146,1.534,False,0.431
bg_negative_image_nwpu_background_105_003,nwpu_background_105,train,negative_image,0,background,348,235,450,333,9996,1020,552,rgb,,112,2.0,False,0.797
bg_negative_image_nwpu_background_106_000,nwpu_background_106,train,negative_image,0,background,559,369,641,441,5904,847,543,rgb,,90,2.489,False,0.729
bg_negative_image_nwpu_background_106_001,nwpu_background_106,train,negative_image,0,background,454,54,505,83,1479,847,543,rgb,,56,4.0,False,0.472
bg_negative_image_nwpu_background_106_002,nwpu_background_106,train,negative_image,0,background,705,401,738,441,1320,847,543,rgb,,44,5.091,False,0.682
bg_negative_image_nwpu_background_106_003,nwpu_background_106,train,negative_image,0,background,62,82,285,224,31666,847,543,rgb,,245,0.914,False,0.528
bg_negative_image_nwpu_background_107_000,nwpu_background_107,val,negative_image,0,background,19,441,108,521,7120,890,530,rgb,,98,2.286,False,0.741
bg_negative_image_nwpu_background_107_001,nwpu_background_107,val,negative_image,0,background,318,334,364,400,3036,890,530,rgb,,73,3.068,False,0.57
bg_negative_image_nwpu_background_107_002,nwpu_background_107,val,negative_image,0,background,319,148,401,214,5412,890,530,rgb,,90,2.489,False,0.668
bg_negative_image_nwpu_background_107_003,nwpu_background_107,val,negative_image,0,background,511,219,561,372,7650,890,530,rgb,,168,1.333,False,0.271
bg_negative_image_nwpu_background_108_000,nwpu_background_108,train,negative_image,0,background,534,438,561,504,1782,914,534,rgb,,73,3.068,False,0.334
bg_negative_image_nwpu_background_108_001,nwpu_background_108,train,negative_image,0,background,396,93,464,156,4284,914,534,rgb,,75,2.987,False,0.762
bg_negative_image_nwpu_background_108_002,nwpu_background_108,train,negative_image,0,background,322,59,420,144,8330,914,534,rgb,,108,2.074,False,0.714
bg_negative_image_nwpu_background_108_003,nwpu_background_108,train,negative_image,0,background,137,303,207,394,6370,914,534,rgb,,100,2.24,False,0.637
bg_negative_image_nwpu_background_109_000,nwpu_background_109,train,negative_image,0,background,780,115,848,196,5508,885,552,rgb,,89,2.517,False,0.695
bg_negative_image_nwpu_background_109_001,nwpu_background_109,train,negative_image,0,background,75,347,204,439,11868,885,552,rgb,,142,1.577,False,0.589
bg_negative_image_nwpu_background_109_002,nwpu_background_109,train,negative_image,0,background,228,96,294,174,5148,885,552,rgb,,86,2.605,False,0.696
bg_negative_image_nwpu_background_109_003,nwpu_background_109,train,negative_image,0,background,146,267,247,307,4040,885,552,rgb,,111,2.018,False,0.328
bg_negative_image_nwpu_background_110_000,nwpu_background_110,train,negative_image,0,background,235,23,281,81,2668,953,563,rgb,,64,3.5,False,0.651
bg_negative_image_nwpu_background_110_001,nwpu_background_110,train,negative_image,0,background,425,469,495,543,5180,953,563,rgb,,81,2.765,False,0.79
bg_negative_image_nwpu_background_110_002,nwpu_background_110,train,negative_image,0,background,420,57,526,109,5512,953,563,rgb,,117,1.915,False,0.403
bg_negative_image_nwpu_background_110_003,nwpu_background_110,train,negative_image,0,background,225,155,285,192,2220,953,563,rgb,,66,3.394,False,0.51
bg_negative_image_nwpu_background_111_000,nwpu_background_111,train,negative_image,0,background,678,338,943,518,47700,1038,555,rgb,,292,0.767,False,0.559
bg_negative_image_nwpu_background_111_001,nwpu_background_111,train,negative_image,0,background,966,518,1023,546,1596,1038,555,rgb,,63,3.556,False,0.402
bg_negative_image_nwpu_background_111_002,nwpu_background_111,train,negative_image,0,background,71,68,126,128,3300,1038,555,rgb,,66,3.394,False,0.758
bg_negative_image_nwpu_background_111_003,nwpu_background_111,train,negative_image,0,background,297,258,361,346,5632,1038,555,rgb,,97,2.309,False,0.599
bg_negative_image_nwpu_background_112_000,nwpu_background_112,train,negative_image,0,background,668,271,751,354,6889,873,522,rgb,,91,2.462,False,0.832
bg_negative_image_nwpu_background_112_001,nwpu_background_112,train,negative_image,0,background,427,72,512,158,7310,873,522,rgb,,95,2.358,False,0.81
bg_negative_image_nwpu_background_112_002,nwpu_background_112,train,negative_image,0,background,133,405,176,452,2021,873,522,rgb,,52,4.308,False,0.747
bg_negative_image_nwpu_background_112_003,nwpu_background_112,train,negative_image,0,background,378,252,604,431,40454,873,522,rgb,,249,0.9,False,0.652
bg_negative_image_nwpu_background_113_000,nwpu_background_113,val,negative_image,0,background,366,203,392,262,1534,1012,561,rgb,,65,3.446,False,0.363
bg_negative_image_nwpu_background_113_001,nwpu_background_113,val,negative_image,0,background,730,372,781,452,4080,1012,561,rgb,,88,2.545,False,0.527
bg_negative_image_nwpu_background_113_002,nwpu_background_113,val,negative_image,0,background,889,59,957,129,4760,1012,561,rgb,,77,2.909,False,0.803
bg_negative_image_nwpu_background_113_003,nwpu_background_113,val,negative_image,0,background,838,48,915,130,6314,1012,561,rgb,,90,2.489,False,0.78
bg_negative_image_nwpu_background_114_000,nwpu_background_114,val,negative_image,0,background,815,92,860,140,2160,1008,559,rgb,,53,4.226,False,0.769
bg_negative_image_nwpu_background_114_001,nwpu_background_114,val,negative_image,0,background,351,152,510,374,35298,1008,559,rgb,,244,0.918,False,0.593
bg_negative_image_nwpu_background_114_002,nwpu_background_114,val,negative_image,0,background,678,429,731,484,2915,1008,559,rgb,,61,3.672,False,0.783
bg_negative_image_nwpu_background_114_003,nwpu_background_114,val,negative_image,0,background,819,154,890,259,7455,1008,559,rgb,,116,1.931,False,0.554
bg_negative_image_nwpu_background_115_000,nwpu_background_115,train,negative_image,0,background,237,122,295,174,3016,1013,551,rgb,,64,3.5,False,0.736
bg_negative_image_nwpu_background_115_001,nwpu_background_115,train,negative_image,0,background,152,455,222,522,4690,1013,551,rgb,,77,2.909,False,0.791
bg_negative_image_nwpu_background_115_002,nwpu_background_115,train,negative_image,0,background,722,238,806,329,7644,1013,551,rgb,,100,2.24,False,0.764
bg_negative_image_nwpu_background_115_003,nwpu_background_115,train,negative_image,0,background,424,219,573,356,20413,1013,551,rgb,,164,1.366,False,0.759
bg_negative_image_nwpu_background_116_000,nwpu_background_116,val,negative_image,0,background,425,64,453,137,2044,1005,555,rgb,,80,2.8,False,0.319
bg_negative_image_nwpu_background_116_001,nwpu_background_116,val,negative_image,0,background,122,496,158,530,1224,1005,555,rgb,,40,5.6,False,0.765
bg_negative_image_nwpu_background_116_002,nwpu_background_116,val,negative_image,0,background,888,79,961,148,5037,1005,555,rgb,,80,2.8,False,0.787
bg_negative_image_nwpu_background_116_003,nwpu_background_116,val,negative_image,0,background,529,105,580,154,2499,1005,555,rgb,,56,4.0,False,0.797
