crop_id,image_uid,split,class_id,class_name,xmin,ymin,xmax,ymax,area_px,image_width,image_height,sensor,skipped_reason,object_window_px,upsample_factor,high_upsample,box_fill
nwpu_positive_216_000,nwpu_positive_216,train,7,ground_track_field,67,60,291,309,55776,1192,617,rgb,,274,0.818,False,0.743
nwpu_positive_216_001,nwpu_positive_216,train,5,tennis_court,938,449,989,508,3009,1192,617,rgb,,65,3.446,False,0.712
nwpu_positive_216_002,nwpu_positive_216,train,5,tennis_court,969,440,1021,497,2964,1192,617,rgb,,63,3.556,False,0.747
nwpu_positive_216_003,nwpu_positive_216,train,5,tennis_court,995,431,1049,488,3078,1192,617,rgb,,63,3.556,False,0.776
nwpu_positive_216_004,nwpu_positive_216,train,5,tennis_court,1033,418,1089,475,3192,1192,617,rgb,,63,3.556,False,0.804
nwpu_positive_216_005,nwpu_positive_216,train,5,tennis_court,1048,497,1102,566,3726,1192,617,rgb,,76,2.947,False,0.645
nwpu_positive_216_006,nwpu_positive_216,train,5,tennis_court,1079,493,1134,551,3190,1192,617,rgb,,64,3.5,False,0.779
nwpu_positive_216_007,nwpu_positive_216,train,4,baseball_diamond,648,260,735,322,5394,1192,617,rgb,,96,2.333,False,0.585
nwpu_positive_216_008,nwpu_positive_216,train,6,basketball_court,1017,325,1085,366,2788,1192,617,rgb,,75,2.987,False,0.496
nwpu_positive_217_000,nwpu_positive_217,train,7,ground_track_field,365,110,582,400,62930,950,571,rgb,,319,0.702,False,0.618
nwpu_positive_219_000,nwpu_positive_219,train,7,ground_track_field,184,145,543,331,66774,895,582,rgb,,395,0.567,False,0.428
nwpu_positive_220_000,nwpu_positive_220,val,7,ground_track_field,276,138,575,437,89401,921,598,rgb,,329,0.681,False,0.826
nwpu_positive_221_000,nwpu_positive_221,train,7,ground_track_field,96,28,378,297,75858,847,501,rgb,,310,0.723,False,0.789
nwpu_positive_222_000,nwpu_positive_222,train,7,ground_track_field,335,34,638,452,126654,887,603,rgb,,460,0.487,False,0.599
nwpu_positive_222_001,nwpu_positive_222,train,5,tennis_court,383,476,422,556,3120,887,603,rgb,,88,2.545,False,0.403
nwpu_positive_222_002,nwpu_positive_222,train,5,tennis_court,427,482,468,561,3239,887,603,rgb,,87,2.575,False,0.428
nwpu_positive_222_003,nwpu_positive_222,train,5,tennis_court,484,485,524,565,3200,887,603,rgb,,88,2.545,False,0.413
nwpu_positive_222_004,nwpu_positive_222,train,5,tennis_court,530,490,571,568,3198,887,603,rgb,,86,2.605,False,0.432
nwpu_positive_224_000,nwpu_positive_224,train,7,ground_track_field,192,222,523,375,50643,889,535,rgb,,364,0.615,False,0.382
nwpu_positive_225_000,nwpu_positive_225,train,7,ground_track_field,170,157,434,420,69432,868,533,rgb,,290,0.772,False,0.826
nwpu_positive_227_000,nwpu_positive_227,train,7,ground_track_field,152,132,348,331,39004,878,555,rgb,,219,1.023,False,0.813
nwpu_positive_228_000,nwpu_positive_228,train,7,ground_track_field,220,105,617,410,121085,766,481,rgb,,437,0.513,False,0.634
nwpu_positive_228_001,nwpu_positive_228,train,5,tennis_court,134,210,168,271,2074,766,481,rgb,,67,3.343,False,0.462
nwpu_positive_228_002,nwpu_positive_228,train,5,tennis_court,176,210,215,272,2418,766,481,rgb,,68,3.294,False,0.523
nwpu_positive_229_000,nwpu_positive_229,train,7,ground_track_field,241,159,490,281,30378,732,507,rgb,,274,0.818,False,0.405
nwpu_positive_230_000,nwpu_positive_230,train,7,ground_track_field,192,85,393,324,48039,754,573,rgb,,263,0.852,False,0.695
nwpu_positive_231_000,nwpu_positive_231,train,7,ground_track_field,114,98,279,367,44385,778,516,rgb,,296,0.757,False,0.507
nwpu_positive_231_001,nwpu_positive_231,train,6,basketball_court,396,91,443,143,2444,778,516,rgb,,57,3.93,False,0.752
nwpu_positive_231_002,nwpu_positive_231,train,5,tennis_court,423,409,463,463,2160,778,516,rgb,,59,3.797,False,0.621
nwpu_positive_232_000,nwpu_positive_232,train,7,ground_track_field,180,148,524,418,92880,914,582,rgb,,378,0.593,False,0.65
nwpu_positive_233_000,nwpu_positive_233,train,7,ground_track_field,166,145,441,343,54450,836,592,rgb,,302,0.742,False,0.597
nwpu_positive_233_001,nwpu_positive_233,train,4,baseball_diamond,325,362,412,431,6003,836,592,rgb,,96,2.333,False,0.651
nwpu_positive_233_002,nwpu_positive_233,train,4,baseball_diamond,511,429,591,485,4480,836,592,rgb,,88,2.545,False,0.579
nwpu_positive_233_003,nwpu_positive_233,train,4,baseball_diamond,553,275,608,321,2530,836,592,rgb,,61,3.672,False,0.68
nwpu_positive_233_004,nwpu_positive_233,train,4,baseball_diamond,519,5,594,63,4350,836,592,rgb,,82,2.732,False,0.647
nwpu_positive_234_000,nwpu_positive_234,val,7,ground_track_field,105,60,354,331,67479,853,583,rgb,,298,0.752,False,0.76
nwpu_positive_234_001,nwpu_positive_234,val,4,baseball_diamond,255,259,347,326,6164,853,583,rgb,,101,2.218,False,0.604
nwpu_positive_234_002,nwpu_positive_234,val,4,baseball_diamond,405,241,499,310,6486,853,583,rgb,,103,2.175,False,0.611
nwpu_positive_234_003,nwpu_positive_234,val,4,baseball_diamond,370,76,461,135,5369,853,583,rgb,,100,2.24,False,0.537
nwpu_positive_235_000,nwpu_positive_235,train,7,ground_track_field,191,113,475,338,63900,789,456,rgb,,312,0.718,False,0.656
nwpu_positive_236_000,nwpu_positive_236,train,7,ground_track_field,256,28,612,207,63724,832,596,rgb,,392,0.571,False,0.415
nwpu_positive_236_001,nwpu_positive_236,train,4,baseball_diamond,399,230,505,295,6890,832,596,rgb,,117,1.915,False,0.503
nwpu_positive_236_002,nwpu_positive_236,train,4,baseball_diamond,226,466,326,534,6800,832,596,rgb,,110,2.036,False,0.562
nwpu_positive_237_000,nwpu_positive_237,val,7,ground_track_field,208,130,525,435,96685,768,565,rgb,,349,0.642,False,0.794
nwpu_positive_238_000,nwpu_positive_238,train,7,ground_track_field,137,160,430,423,77059,1063,598,rgb,,322,0.696,False,0.743
nwpu_positive_238_001,nwpu_positive_238,train,5,tennis_court,576,384,625,428,2156,1063,598,rgb,,54,4.148,False,0.739
nwpu_positive_238_002,nwpu_positive_238,train,5,tennis_court,605,401,652,450,2303,1063,598,rgb,,54,4.148,False,0.79
nwpu_positive_238_003,nwpu_positive_238,train,5,tennis_court,633,414,677,474,2640,1063,598,rgb,,66,3.394,False,0.606
nwpu_positive_238_004,nwpu_positive_238,train,5,tennis_court,662,436,711,496,2940,1063,598,rgb,,66,3.394,False,0.675
nwpu_positive_238_005,nwpu_positive_238,train,5,tennis_court,694,456,740,515,2714,1063,598,rgb,,65,3.446,False,0.642
nwpu_positive_238_006,nwpu_positive_238,train,5,tennis_court,721,474,764,531,2451,1063,598,rgb,,63,3.556,False,0.618
nwpu_positive_238_007,nwpu_positive_238,train,5,tennis_court,630,321,672,371,2100,1063,598,rgb,,55,4.073,False,0.694
nwpu_positive_238_008,nwpu_positive_238,train,5,tennis_court,659,335,695,387,1872,1063,598,rgb,,57,3.93,False,0.576
nwpu_positive_238_009,nwpu_positive_238,train,5,tennis_court,682,351,727,409,2610,1063,598,rgb,,64,3.5,False,0.637
nwpu_positive_238_010,nwpu_positive_238,train,5,tennis_court,709,368,756,427,2773,1063,598,rgb,,65,3.446,False,0.656
nwpu_positive_238_011,nwpu_positive_238,train,5,tennis_court,741,391,786,446,2475,1063,598,rgb,,61,3.672,False,0.665
nwpu_positive_238_012,nwpu_positive_238,train,5,tennis_court,770,409,811,463,2214,1063,598,rgb,,59,3.797,False,0.636
nwpu_positive_238_013,nwpu_positive_238,train,4,baseball_diamond,809,282,988,392,19690,1063,598,rgb,,197,1.137,False,0.507
nwpu_positive_240_000,nwpu_positive_240,train,7,ground_track_field,60,200,336,438,65688,846,542,rgb,,304,0.737,False,0.711
nwpu_positive_241_000,nwpu_positive_241,val,7,ground_track_field,263,83,501,338,60690,949,550,rgb,,280,0.8,False,0.774
nwpu_positive_243_000,nwpu_positive_243,train,7,ground_track_field,133,91,333,351,52000,787,521,rgb,,286,0.783,False,0.636
nwpu_positive_244_000,nwpu_positive_244,train,7,ground_track_field,449,27,621,254,39044,809,443,rgb,,250,0.896,False,0.625
nwpu_positive_245_000,nwpu_positive_245,train,7,ground_track_field,320,205,585,545,90100,1087,607,rgb,,374,0.599,False,0.644
nwpu_positive_245_001,nwpu_positive_245,train,5,tennis_court,280,430,335,509,4345,1087,607,rgb,,87,2.575,False,0.574
nwpu_positive_245_002,nwpu_positive_245,train,5,tennis_court,307,480,367,552,4320,1087,607,rgb,,79,2.835,False,0.692
nwpu_positive_245_003,nwpu_positive_245,train,5,tennis_court,341,519,392,599,4080,1087,607,rgb,,88,2.545,False,0.527
nwpu_positive_245_004,nwpu_positive_245,train,4,baseball_diamond,202,44,271,93,3381,1087,607,rgb,,76,2.947,False,0.585
nwpu_positive_245_005,nwpu_positive_245,train,4,baseball_diamond,304,113,378,165,3848,1087,607,rgb,,81,2.765,False,0.586
nwpu_positive_246_000,nwpu_positive_246,train,7,ground_track_field,299,85,682,426,130603,979,553,rgb,,421,0.532,False,0.737
nwpu_positive_246_001,nwpu_positive_246,train,5,tennis_court,100,288,153,351,3339,979,553,rgb,,69,3.246,False,0.701
nwpu_positive_246_002,nwpu_positive_246,train,5,tennis_court,135,305,183,362,2736,979,553,rgb,,63,3.556,False,0.689
nwpu_positive_246_003,nwpu_positive_246,train,5,tennis_court,144,225,200,279,3024,979,553,rgb,,62,3.613,False,0.787
nwpu_positive_246_004,nwpu_positive_246,train,5,tennis_court,182,239,233,291,2652,979,553,rgb,,57,3.93,False,0.816
nwpu_positive_246_005,nwpu_positive_246,train,6,basketball_court,184,179,262,234,4290,979,553,rgb,,86,2.605,False,0.58
nwpu_positive_246_006,nwpu_positive_246,train,6,basketball_court,196,150,284,204,4752,979,553,rgb,,97,2.309,False,0.505
nwpu_positive_247_000,nwpu_positive_247,val,7,ground_track_field,491,128,754,515,101781,927,587,rgb,,426,0.526,False,0.561
nwpu_positive_247_001,nwpu_positive_247,val,5,tennis_court,156,191,219,248,3591,927,587,rgb,,69,3.246,False,0.754
nwpu_positive_247_002,nwpu_positive_247,val,5,tennis_court,187,218,235,270,2496,927,587,rgb,,57,3.93,False,0.768
nwpu_positive_247_003,nwpu_positive_247,val,5,tennis_court,212,236,259,284,2256,927,587,rgb,,53,4.226,False,0.803
nwpu_positive_247_004,nwpu_positive_247,val,5,tennis_court,234,256,289,308,2860,927,587,rgb,,61,3.672,False,0.769
nwpu_positive_247_005,nwpu_positive_247,val,4,baseball_diamond,336,26,457,95,8349,927,587,rgb,,133,1.684,False,0.472
nwpu_positive_247_006,nwpu_positive_247,val,4,baseball_diamond,238,401,327,468,5963,927,587,rgb,,98,2.286,False,0.621
nwpu_positive_247_007,nwpu_positive_247,val,4,baseball_diamond,797,305,874,372,5159,927,587,rgb,,85,2.635,False,0.714
nwpu_positive_248_000,nwpu_positive_248,train,7,ground_track_field,339,144,706,438,107898,804,549,rgb,,404,0.554,False,0.661
nwpu_positive_249_000,nwpu_positive_249,train,7,ground_track_field,177,67,326,259,28608,766,504,rgb,,211,1.062,False,0.643
nwpu_positive_249_001,nwpu_positive_249,train,4,baseball_diamond,317,338,409,396,5336,766,504,rgb,,101,2.218,False,0.523
nwpu_positive_250_000,nwpu_positive_250,train,7,ground_track_field,133,46,360,410,82628,802,487,rgb,,400,0.56,False,0.516
nwpu_positive_250_001,nwpu_positive_250,train,5,tennis_court,542,357,580,431,2812,802,487,rgb,,81,2.765,False,0.429
nwpu_positive_250_002,nwpu_positive_250,train,5,tennis_court,579,362,616,434,2664,802,487,rgb,,79,2.835,False,0.427
nwpu_positive_250_003,nwpu_positive_250,train,5,tennis_court,616,365,653,436,2627,802,487,rgb,,78,2.872,False,0.432
nwpu_positive_250_004,nwpu_positive_250,train,5,tennis_court,650,367,689,439,2808,802,487,rgb,,79,2.835,False,0.45
nwpu_positive_250_005,nwpu_positive_250,train,4,baseball_diamond,385,100,478,178,7254,802,487,rgb,,102,2.196,False,0.697
nwpu_positive_250_006,nwpu_positive_250,train,4,baseball_diamond,329,349,407,421,5616,802,487,rgb,,86,2.605,False,0.759
nwpu_positive_250_007,nwpu_positive_250,train,4,baseball_diamond,646,232,729,302,5810,802,487,rgb,,91,2.462,False,0.702
nwpu_positive_251_000,nwpu_positive_251,train,7,ground_track_field,346,149,693,455,106182,965,581,rgb,,382,0.586,False,0.728
nwpu_positive_251_001,nwpu_positive_251,train,4,baseball_diamond,270,116,370,183,6700,965,581,rgb,,110,2.036,False,0.554
nwpu_positive_251_002,nwpu_positive_251,train,4,baseball_diamond,729,269,803,321,3848,965,581,rgb,,81,2.765,False,0.586
nwpu_positive_252_000,nwpu_positive_252,val,7,ground_track_field,170,145,548,362,82026,688,422,rgb,,416,0.538,False,0.474
nwpu_positive_252_001,nwpu_positive_252,val,5,tennis_court,556,186,600,242,2464,688,422,rgb,,62,3.613,False,0.641
nwpu_positive_252_002,nwpu_positive_252,val,5,tennis_court,587,184,633,240,2576,688,422,rgb,,62,3.613,False,0.67
nwpu_positive_252_003,nwpu_positive_252,val,5,tennis_court,488,129,529,184,2255,688,422,rgb,,61,3.672,False,0.606
nwpu_positive_252_004,nwpu_positive_252,val,5,tennis_court,517,127,556,182,2145,688,422,rgb,,61,3.672,False,0.576
nwpu_positive_252_005,nwpu_positive_252,val,5,tennis_court,546,127,584,178,1938,688,422,rgb,,56,4.0,False,0.618
nwpu_positive_252_006,nwpu_positive_252,val,5,tennis_court,571,125,611,175,2000,688,422,rgb,,55,4.073,False,0.661
nwpu_positive_252_007,nwpu_positive_252,val,5,tennis_court,507,74,548,124,2050,688,422,rgb,,55,4.073,False,0.678
nwpu_positive_252_008,nwpu_positive_252,val,5,tennis_court,536,72,577,120,1968,688,422,rgb,,53,4.226,False,0.701
nwpu_positive_252_009,nwpu_positive_252,val,4,baseball_diamond,354,23,439,84,5185,688,422,rgb,,94,2.383,False,0.587
nwpu_positive_253_000,nwpu_positive_253,train,7,ground_track_field,91,74,250,312,37842,766,542,rgb,,262,0.855,False,0.551
nwpu_positive_253_001,nwpu_positive_253,train,5,tennis_court,412,127,466,164,1998,766,542,rgb,,59,3.797,False,0.574
nwpu_positive_253_002,nwpu_positive_253,train,5,tennis_court,466,153,523,190,2109,766,542,rgb,,63,3.556,False,0.531
nwpu_positive_253_003,nwpu_positive_253,train,5,tennis_court,425,108,479,144,1944,766,542,rgb,,59,3.797,False,0.558
nwpu_positive_253_004,nwpu_positive_253,train,5,tennis_court,478,130,533,167,2035,766,542,rgb,,61,3.672,False,0.547
nwpu_positive_253_005,nwpu_positive_253,train,4,baseball_diamond,324,330,420,404,7104,766,542,rgb,,106,2.113,False,0.632
nwpu_positive_254_000,nwpu_positive_254,train,7,ground_track_field,417,111,578,367,41216,840,503,rgb,,282,0.794,False,0.518
nwpu_positive_254_001,nwpu_positive_254,train,4,baseball_diamond,383,54,460,118,4928,840,503,rgb,,85,2.635,False,0.682
nwpu_positive_254_002,nwpu_positive_254,train,4,baseball_diamond,566,349,649,426,6391,840,503,rgb,,91,2.462,False,0.772
nwpu_positive_254_003,nwpu_positive_254,train,4,baseball_diamond,595,165,651,213,2688,840,503,rgb,,62,3.613,False,0.699
nwpu_positive_254_004,nwpu_positive_254,train,4,baseball_diamond,113,134,171,180,2668,840,503,rgb,,64,3.5,False,0.651
nwpu_positive_254_005,nwpu_positive_254,train,4,baseball_diamond,194,37,250,81,2464,840,503,rgb,,62,3.613,False,0.641
nwpu_positive_255_000,nwpu_positive_255,train,7,ground_track_field,100,191,308,500,64272,764,560,rgb,,340,0.659,False,0.556
nwpu_positive_255_001,nwpu_positive_255,train,4,baseball_diamond,162,111,242,176,5200,764,560,rgb,,88,2.545,False,0.671
nwpu_positive_256_000,nwpu_positive_256,val,7,ground_track_field,426,145,691,325,47700,810,568,rgb,,292,0.767,False,0.559
nwpu_positive_256_001,nwpu_positive_256,val,4,baseball_diamond,336,271,421,338,5695,810,568,rgb,,94,2.383,False,0.645
nwpu_positive_256_002,nwpu_positive_256,val,4,baseball_diamond,194,347,266,401,3888,810,568,rgb,,79,2.835,False,0.623
nwpu_positive_257_000,nwpu_positive_257,train,7,ground_track_field,110,36,419,320,87756,902,582,rgb,,340,0.659,False,0.759
nwpu_positive_257_001,nwpu_positive_257,train,5,tennis_court,104,247,159,301,2970,902,582,rgb,,61,3.672,False,0.798
nwpu_positive_257_002,nwpu_positive_257,train,5,tennis_court,127,262,176,316,2646,902,582,rgb,,59,3.797,False,0.76
nwpu_positive_257_003,nwpu_positive_257,train,5,tennis_court,143,280,197,336,3024,902,582,rgb,,62,3.613,False,0.787
nwpu_positive_257_004,nwpu_positive_257,train,5,tennis_court,167,298,219,346,2496,902,582,rgb,,57,3.93,False,0.768
nwpu_positive_257_005,nwpu_positive_257,train,5,tennis_court,186,313,243,365,2964,902,582,rgb,,63,3.556,False,0.747
nwpu_positive_257_006,nwpu_positive_257,train,6,basketball_court,69,216,136,286,4690,902,582,rgb,,77,2.909,False,0.791
nwpu_positive_258_000,nwpu_positive_258,train,7,ground_track_field,100,196,390,345,43210,883,572,rgb,,319,0.702,False,0.425
nwpu_positive_258_001,nwpu_positive_258,train,4,baseball_diamond,33,195,99,245,3300,883,572,rgb,,73,3.068,False,0.619
nwpu_positive_258_002,nwpu_positive_258,train,4,baseball_diamond,493,189,585,255,6072,883,572,rgb,,101,2.218,False,0.595
nwpu_positive_259_000,nwpu_positive_259,val,7,ground_track_field,45,165,324,453,80352,694,502,rgb,,317,0.707,False,0.8
nwpu_positive_259_001,nwpu_positive_259,val,4,baseball_diamond,213,79,300,137,5046,694,502,rgb,,96,2.333,False,0.548
nwpu_positive_260_000,nwpu_positive_260,train,7,ground_track_field,270,128,644,400,101728,869,558,rgb,,411,0.545,False,0.602
nwpu_positive_261_000,nwpu_positive_261,train,7,ground_track_field,367,92,593,443,79326,789,521,rgb,,386,0.58,False,0.532
nwpu_positive_261_001,nwpu_positive_261,train,4,baseball_diamond,588,68,690,131,6426,789,521,rgb,,112,2.0,False,0.512
nwpu_positive_261_002,nwpu_positive_261,train,4,baseball_diamond,595,246,673,302,4368,789,521,rgb,,86,2.605,False,0.591
nwpu_positive_262_000,nwpu_positive_262,train,7,ground_track_field,39,166,457,413,103246,1119,602,rgb,,460,0.487,False,0.488
nwpu_positive_262_001,nwpu_positive_262,train,5,tennis_court,492,275,569,322,3619,1119,602,rgb,,85,2.635,False,0.501
nwpu_positive_262_002,nwpu_positive_262,train,5,tennis_court,485,308,555,351,3010,1119,602,rgb,,77,2.909,False,0.508
nwpu_positive_262_003,nwpu_positive_262,train,5,tennis_court,475,338,546,382,3124,1119,602,rgb,,78,2.872,False,0.513
nwpu_positive_262_004,nwpu_positive_262,train,5,tennis_court,462,369,536,414,3330,1119,602,rgb,,81,2.765,False,0.508
nwpu_positive_262_005,nwpu_positive_262,train,5,tennis_court,449,400,524,445,3375,1119,602,rgb,,82,2.732,False,0.502
nwpu_positive_262_006,nwpu_positive_262,train,4,baseball_diamond,609,6,708,88,8118,1119,602,rgb,,109,2.055,False,0.683
nwpu_positive_262_007,nwpu_positive_262,train,4,baseball_diamond,598,468,694,549,7776,1119,602,rgb,,106,2.113,False,0.692
nwpu_positive_262_008,nwpu_positive_262,train,4,baseball_diamond,920,47,1001,106,4779,1119,602,rgb,,89,2.517,False,0.603
nwpu_positive_262_009,nwpu_positive_262,train,4,baseball_diamond,953,433,1076,539,13038,1119,602,rgb,,135,1.659,False,0.715
nwpu_positive_263_000,nwpu_positive_263,train,7,ground_track_field,395,77,537,341,37488,835,531,rgb,,290,0.772,False,0.446
nwpu_positive_263_001,nwpu_positive_263,train,4,baseball_diamond,363,363,431,425,4216,835,531,rgb,,75,2.987,False,0.75
nwpu_positive_265_000,nwpu_positive_265,train,7,ground_track_field,46,94,345,395,89999,801,432,rgb,,331,0.677,False,0.821
nwpu_positive_266_000,nwpu_positive_266,train,8,harbor,301,128,424,244,14268,1003,585,rgb,,135,1.659,False,0.783
nwpu_positive_266_001,nwpu_positive_266,train,8,harbor,451,145,616,242,16005,1003,585,rgb,,182,1.231,False,0.483
nwpu_positive_266_002,nwpu_positive_266,train,8,harbor,416,223,561,309,12470,1003,585,rgb,,160,1.4,False,0.487
nwpu_positive_266_003,nwpu_positive_266,train,8,harbor,394,299,529,382,11205,1003,585,rgb,,148,1.514,False,0.512
nwpu_positive_266_004,nwpu_positive_266,train,8,harbor,647,236,828,343,19367,1003,585,rgb,,199,1.126,False,0.489
nwpu_positive_266_005,nwpu_positive_266,train,8,harbor,593,303,778,411,19980,1003,585,rgb,,204,1.098,False,0.48
nwpu_positive_267_000,nwpu_positive_267,train,8,harbor,335,31,438,75,4532,1102,583,rgb,,113,1.982,False,0.355
nwpu_positive_267_001,nwpu_positive_267,train,8,harbor,438,37,567,79,5418,1102,583,rgb,,142,1.577,False,0.269
nwpu_positive_267_002,nwpu_positive_267,train,8,harbor,319,94,442,138,5412,1102,583,rgb,,135,1.659,False,0.297
nwpu_positive_267_003,nwpu_positive_267,train,8,harbor,438,75,595,128,8321,1102,583,rgb,,173,1.295,False,0.278
nwpu_positive_267_004,nwpu_positive_267,train,8,harbor,306,169,437,212,5633,1102,583,rgb,,144,1.556,False,0.272
nwpu_positive_267_005,nwpu_positive_267,train,8,harbor,450,154,644,199,8730,1102,583,rgb,,213,1.052,False,0.192
nwpu_positive_267_006,nwpu_positive_267,train,8,harbor,307,238,462,280,6510,1102,583,rgb,,170,1.318,False,0.225
nwpu_positive_267_007,nwpu_positive_267,train,8,harbor,510,232,634,281,6076,1102,583,rgb,,136,1.647,False,0.329
nwpu_positive_267_008,nwpu_positive_267,train,8,harbor,333,317,555,347,6660,1102,583,rgb,,244,0.918,False,0.112
nwpu_positive_267_009,nwpu_positive_267,train,8,harbor,415,372,565,408,5400,1102,583,rgb,,165,1.358,False,0.198
nwpu_positive_267_010,nwpu_positive_267,train,8,harbor,661,233,730,303,4830,1102,583,rgb,,77,2.909,False,0.815
nwpu_positive_267_011,nwpu_positive_267,train,8,harbor,566,370,627,452,5002,1102,583,rgb,,90,2.489,False,0.618
nwpu_positive_268_000,nwpu_positive_268,val,8,harbor,254,70,334,226,12480,783,467,rgb,,172,1.302,False,0.422
nwpu_positive_268_001,nwpu_positive_268,val,8,harbor,331,95,416,245,12750,783,467,rgb,,165,1.358,False,0.468
nwpu_positive_268_002,nwpu_positive_268,val,8,harbor,420,130,492,260,9360,783,467,rgb,,143,1.566,False,0.458
nwpu_positive_270_000,nwpu_positive_270,val,8,harbor,544,30,650,117,9222,807,559,rgb,,117,1.915,False,0.674
nwpu_positive_270_001,nwpu_positive_270,val,8,harbor,462,73,577,157,9660,807,559,rgb,,127,1.764,False,0.599
nwpu_positive_270_002,nwpu_positive_270,val,8,harbor,371,106,483,202,10752,807,559,rgb,,123,1.821,False,0.711
nwpu_positive_270_003,nwpu_positive_270,val,8,harbor,280,149,387,249,10700,807,559,rgb,,118,1.898,False,0.768
nwpu_positive_270_004,nwpu_positive_270,val,8,harbor,235,170,313,265,7410,807,559,rgb,,105,2.133,False,0.672
nwpu_positive_271_000,nwpu_positive_271,train,8,harbor,119,12,246,143,16637,734,618,rgb,,144,1.556,False,0.802
nwpu_positive_271_001,nwpu_positive_271,train,8,harbor,217,38,331,172,15276,734,618,rgb,,147,1.524,False,0.707
nwpu_positive_271_002,nwpu_positive_271,train,8,harbor,287,82,396,213,14279,734,618,rgb,,144,1.556,False,0.689
nwpu_positive_271_003,nwpu_positive_271,train,8,harbor,363,124,483,271,17640,734,618,rgb,,162,1.383,False,0.672
nwpu_positive_271_004,nwpu_positive_271,train,8,harbor,466,181,549,307,10458,734,618,rgb,,139,1.612,False,0.541
nwpu_positive_271_005,nwpu_positive_271,train,8,harbor,532,218,613,344,10206,734,618,rgb,,139,1.612,False,0.528
nwpu_positive_271_006,nwpu_positive_271,train,8,harbor,601,253,698,393,13580,734,618,rgb,,154,1.455,False,0.573
nwpu_positive_272_000,nwpu_positive_272,train,8,harbor,31,44,126,164,11400,831,540,rgb,,132,1.697,False,0.654
nwpu_positive_272_001,nwpu_positive_272,train,8,harbor,90,74,197,203,13803,831,540,rgb,,142,1.577,False,0.685
nwpu_positive_272_002,nwpu_positive_272,train,8,harbor,157,110,274,247,16029,831,540,rgb,,151,1.483,False,0.703
nwpu_positive_272_003,nwpu_positive_272,train,8,harbor,257,158,355,288,12740,831,540,rgb,,143,1.566,False,0.623
nwpu_positive_272_004,nwpu_positive_272,train,8,harbor,303,215,398,343,12160,831,540,rgb,,141,1.589,False,0.612
nwpu_positive_273_000,nwpu_positive_273,train,8,harbor,231,17,390,96,12561,850,602,rgb,,175,1.28,False,0.41
nwpu_positive_273_001,nwpu_positive_273,train,8,harbor,260,70,415,166,14880,850,602,rgb,,170,1.318,False,0.515
nwpu_positive_273_002,nwpu_positive_273,train,8,harbor,297,122,450,218,14688,850,602,rgb,,168,1.333,False,0.52
nwpu_positive_273_003,nwpu_positive_273,train,8,harbor,333,178,491,265,13746,850,602,rgb,,174,1.287,False,0.454
nwpu_positive_273_004,nwpu_positive_273,train,8,harbor,362,232,522,323,14560,850,602,rgb,,176,1.273,False,0.47
nwpu_positive_273_005,nwpu_positive_273,train,8,harbor,396,284,551,387,15965,850,602,rgb,,170,1.318,False,0.552
nwpu_positive_273_006,nwpu_positive_273,train,8,harbor,435,344,585,438,14100,850,602,rgb,,165,1.358,False,0.518
nwpu_positive_273_007,nwpu_positive_273,train,8,harbor,465,389,633,505,19488,850,602,rgb,,185,1.211,False,0.569
nwpu_positive_274_000,nwpu_positive_274,train,8,harbor,147,27,281,92,8710,747,593,rgb,,147,1.524,False,0.403
nwpu_positive_274_001,nwpu_positive_274,train,8,harbor,133,325,292,393,10812,747,593,rgb,,175,1.28,False,0.353
nwpu_positive_274_002,nwpu_positive_274,train,8,harbor,147,424,290,472,6864,747,593,rgb,,157,1.427,False,0.278
nwpu_positive_274_003,nwpu_positive_274,train,8,harbor,182,481,296,536,6270,747,593,rgb,,125,1.792,False,0.401
nwpu_positive_275_000,nwpu_positive_275,train,8,harbor,710,23,818,106,8964,940,623,rgb,,119,1.882,False,0.633
nwpu_positive_275_001,nwpu_positive_275,train,8,harbor,631,70,748,146,8892,940,623,rgb,,129,1.736,False,0.534
nwpu_positive_275_002,nwpu_positive_275,train,8,harbor,367,270,499,356,11352,940,623,rgb,,145,1.545,False,0.54
nwpu_positive_275_003,nwpu_positive_275,train,8,harbor,296,331,419,430,12177,940,623,rgb,,135,1.659,False,0.668
nwpu_positive_275_004,nwpu_positive_275,train,8,harbor,235,389,333,474,8330,940,623,rgb,,108,2.074,False,0.714
nwpu_positive_275_005,nwpu_positive_275,train,8,harbor,147,429,269,502,8906,940,623,rgb,,134,1.672,False,0.496
nwpu_positive_275_006,nwpu_positive_275,train,8,harbor,154,505,281,607,12954,940,623,rgb,,140,1.6,False,0.661
nwpu_positive_275_007,nwpu_positive_275,train,8,harbor,54,511,156,586,7650,940,623,rgb,,112,2.0,False,0.61
nwpu_positive_276_000,nwpu_positive_276,train,8,harbor,229,165,371,265,14200,817,608,rgb,,156,1.436,False,0.583
nwpu_positive_276_001,nwpu_positive_276,train,8,harbor,163,246,292,338,11868,817,608,rgb,,142,1.577,False,0.589
nwpu_positive_276_002,nwpu_positive_276,train,8,harbor,68,338,184,428,10440,817,608,rgb,,128,1.75,False,0.637
nwpu_positive_278_000,nwpu_positive_278,train,8,harbor,291,156,387,287,12576,686,550,rgb,,144,1.556,False,0.606
nwpu_positive_278_001,nwpu_positive_278,train,8,harbor,409,163,481,268,7560,686,550,rgb,,116,1.931,False,0.562
