image_uid,mean_r,mean_g,mean_b,mean_r_minus_g,p99_r_minus_g,frac_r_minus_g_gt30,sensor
nwpu_positive_134,79.80399322509766,81.91243743896484,71.53595733642578,-2.108440637588501,30.0,0.009536082474226805,rgb
nwpu_positive_136,83.355224609375,84.55429077148438,74.8136215209961,-1.1990671157836914,33.0,0.01669776119402985,rgb
nwpu_positive_137,65.1214370727539,71.39112091064453,58.23037338256836,-6.269684791564941,21.0,0.0029789719626168226,rgb
nwpu_positive_138,62.17487335205078,68.94623565673828,54.413330078125,-6.771364688873291,24.0,0.0033801020408163267,rgb
nwpu_positive_140,76.74585723876953,76.41573333740234,65.91670989990234,0.33012640476226807,45.0,0.03314606741573034,rgb
nwpu_positive_141,69.36666870117188,72.32882690429688,60.04616928100586,-2.9621639251708984,13.0,0.0,rgb
nwpu_positive_142,76.28716278076172,77.50382995605469,65.4366226196289,-1.2166666984558105,41.0,0.021841397849462367,rgb
nwpu_positive_143,69.07839965820312,73.43173217773438,59.84035110473633,-4.353337287902832,8.0,0.00024271844660194174,rgb
nwpu_positive_144,73.23323822021484,76.77671813964844,64.2491683959961,-3.543473482131958,11.0,0.000165929203539823,rgb
nwpu_positive_145,75.34980773925781,78.2673110961914,69.11148834228516,-2.9175000190734863,14.0,0.0008653846153846154,rgb
nwpu_positive_146,68.37557220458984,75.85808563232422,63.7116813659668,-7.482516288757324,18.0,0.0,rgb
nwpu_positive_148,72.82356262207031,81.03755950927734,65.21624755859375,-8.21399974822998,14.0,6.25e-05,rgb
nwpu_positive_149,64.8934555053711,73.87642669677734,62.876426696777344,-8.982975959777832,11.0,5.9523809523809524e-05,rgb
nwpu_positive_150,68.74258422851562,75.24828338623047,60.641483306884766,-6.5056986808776855,9.0,0.00024509803921568627,rgb
nwpu_positive_151,73.74220275878906,79.11656951904297,65.22942352294922,-5.374368190765381,10.0,0.0018258426966292136,rgb
nwpu_positive_153,86.4281997680664,89.68806457519531,76.81456756591797,-3.2598657608032227,24.0,0.0010330578512396695,rgb
nwpu_positive_154,90.4266357421875,91.72607421875,82.18795776367188,-1.2994364500045776,17.0,0.0020491803278688526,rgb
nwpu_positive_155,59.8248176574707,63.85588073730469,52.43970489501953,-4.031065940856934,16.0,0.00012254901960784314,rgb
nwpu_positive_156,75.69437408447266,77.9199447631836,64.90062713623047,-2.2255682945251465,44.0,0.02772727272727273,rgb
nwpu_positive_157,65.7409896850586,70.28620147705078,61.14854049682617,-4.545210838317871,15.0,0.0016233766233766235,rgb
nwpu_positive_159,64.40595245361328,74.42560577392578,59.53493881225586,-10.0196533203125,5.0,0.00022590361445783133,rgb
nwpu_positive_160,79.81438446044922,82.81427001953125,74.10265350341797,-2.9998819828033447,17.0,0.0016509433962264152,rgb
nwpu_positive_161,90.05415344238281,92.87830352783203,83.74054718017578,-2.8241500854492188,14.0,0.0005,rgb
nwpu_positive_162,87.88249969482422,89.17279815673828,76.5038070678711,-1.2902976274490356,25.0,0.0066071428571428574,rgb
nwpu_positive_163,91.52701568603516,92.42375946044922,80.06172180175781,-0.8967447876930237,33.0,0.012630208333333334,rgb
nwpu_positive_164,86.53838348388672,87.400390625,76.2693862915039,-0.8620078563690186,39.0,0.022440944881889763,rgb
nwpu_positive_165,85.85521697998047,91.62019348144531,80.4279556274414,-5.764972686767578,10.0,0.0006181318681318681,rgb
nwpu_positive_166,80.87997436523438,82.48779296875,65.58096313476562,-1.607812523841858,16.0,0.0008101851851851852,rgb
nwpu_positive_167,87.16699981689453,87.95557403564453,69.9809341430664,-0.7885791659355164,29.0,0.009397482014388489,rgb
nwpu_positive_168,51.00603103637695,55.71535110473633,46.55910110473633,-4.709320068359375,6.0,5.482456140350877e-05,rgb
nwpu_positive_169,46.146629333496094,52.48805236816406,42.95716857910156,-6.341421604156494,9.0,0.0,rgb
nwpu_positive_170,91.34236907958984,92.20375061035156,83.8288803100586,-0.8613815903663635,10.0,0.0,rgb
nwpu_positive_171,79.20856475830078,80.39881134033203,87.17005920410156,-1.190250039100647,19.0,0.0019375,rgb
nwpu_positive_172,80.39205169677734,83.39920806884766,89.0591049194336,-3.007160186767578,19.0,0.0020024271844660195,rgb
nwpu_positive_173,124.21650695800781,122.10100555419922,117.73249053955078,2.1155056953430176,17.0,0.0007633587786259542,rgb
nwpu_positive_174,110.75437927246094,109.51953887939453,98.60574340820312,1.2348419427871704,19.0,0.001293103448275862,rgb
nwpu_positive_175,100.50882720947266,100.16194915771484,96.26954650878906,0.34687501192092896,19.0,0.0014705882352941176,rgb
nwpu_positive_176,89.10624694824219,92.4923095703125,76.7601547241211,-3.3860576152801514,17.0,0.002223557692307692,rgb
nwpu_positive_177,92.20931243896484,94.09693908691406,84.5392837524414,-1.8876276016235352,19.0,0.001211734693877551,rgb
nwpu_positive_178,90.74424743652344,92.01780700683594,84.05841064453125,-1.273561954498291,16.0,5.5309734513274336e-05,rgb
nwpu_positive_179,61.268924713134766,65.15116882324219,60.329322814941406,-3.8822429180145264,17.0,0.00011682242990654206,rgb
nwpu_positive_180,67.06707000732422,69.25787353515625,63.812679290771484,-2.190805196762085,28.0,0.001201923076923077,rgb
nwpu_positive_182,62.02293395996094,67.68699645996094,55.683536529541016,-5.6640625,8.0,0.001953125,rgb
nwpu_positive_183,67.3711166381836,70.2544937133789,57.3145637512207,-2.883373737335205,17.0,0.0007888349514563106,rgb
nwpu_positive_186,90.65480041503906,89.90612030029297,86.9422378540039,0.7486842274665833,15.0,0.00039473684210526315,rgb
nwpu_positive_187,78.64369201660156,81.70450592041016,73.50647735595703,-3.0608108043670654,29.0,0.008558558558558558,rgb
nwpu_positive_188,50.56556701660156,49.81511306762695,44.31647872924805,0.7504545450210571,10.0,0.0,rgb
nwpu_positive_189,63.290000915527344,61.927879333496094,54.84032440185547,1.3621195554733276,11.0,0.0,rgb
nwpu_positive_190,56.91741180419922,56.78242111206055,48.14536666870117,0.13498884439468384,12.0,0.0,rgb
nwpu_positive_191,81.31474304199219,83.6872329711914,70.43792724609375,-2.3724892139434814,20.0,0.005128205128205128,rgb
nwpu_positive_192,101.237060546875,106.72080993652344,93.53462982177734,-5.483749866485596,11.0,0.0008823529411764706,rgb
nwpu_positive_193,94.86483001708984,100.2303466796875,86.09427642822266,-5.365519046783447,18.0,0.004184322033898305,rgb
nwpu_positive_194,110.5076904296875,114.25678253173828,98.46458435058594,-3.749091863632202,13.0,0.0019764957264957264,rgb
nwpu_positive_196,100.17253112792969,101.59297943115234,82.86946105957031,-1.4204496145248413,12.0,0.001151315789473684,rgb
nwpu_positive_197,70.83893585205078,77.38612365722656,64.1445541381836,-6.547190189361572,12.0,0.0007454128440366973,rgb
nwpu_positive_198,90.27456665039062,90.82722473144531,83.79424285888672,-0.5526608824729919,12.0,0.0,rgb
nwpu_positive_199,69.08049011230469,73.8738784790039,62.63643264770508,-4.793394088745117,7.0,0.0,rgb
nwpu_positive_200,89.829833984375,90.2780990600586,78.46967315673828,-0.4482608735561371,15.0,5.4347826086956524e-05,rgb
nwpu_positive_201,83.95681762695312,87.16974639892578,76.04360961914062,-3.212926149368286,14.0,0.0032670454545454543,rgb
nwpu_positive_202,89.13150787353516,92.31452178955078,80.82740783691406,-3.1830077171325684,24.0,0.0021484375,rgb
nwpu_positive_204,74.10047912597656,76.46469116210938,66.19481658935547,-2.3642094135284424,15.8100004196167,0.003151709401709402,rgb
nwpu_positive_205,89.64595031738281,91.48851013183594,81.61463928222656,-1.842559576034546,36.0,0.01619047619047619,rgb
nwpu_positive_206,68.70266723632812,72.05309295654297,60.86945343017578,-3.35042142868042,32.0,0.011587078651685394,rgb
nwpu_positive_208,73.24004364013672,76.7820053100586,67.16654968261719,-3.541964292526245,45.0,0.021565934065934066,rgb
nwpu_positive_209,79.33702850341797,82.31975555419922,72.55349731445312,-2.9827284812927246,45.0,0.022983870967741935,rgb
nwpu_positive_210,87.60122680664062,90.69696807861328,80.55502319335938,-3.095747470855713,34.0,0.012242268041237113,rgb
nwpu_positive_211,90.17298889160156,92.63409423828125,82.96233367919922,-2.4611048698425293,35.0,0.014229910714285714,rgb
nwpu_positive_212,86.80000305175781,90.20701599121094,79.49202728271484,-3.407015323638916,37.0,0.014987244897959183,rgb
nwpu_positive_213,85.97868347167969,88.57749938964844,79.53423309326172,-2.5988194942474365,38.0,0.016458333333333332,rgb
nwpu_positive_214,87.37342071533203,89.85418701171875,76.59623718261719,-2.480764627456665,42.0,0.01674757281553398,rgb
nwpu_positive_215,86.2780990600586,88.47718048095703,76.04667663574219,-2.199082612991333,46.0,0.020011467889908256,rgb
nwpu_positive_216,88.21920013427734,88.47371673583984,77.45948791503906,-0.254518061876297,35.0,0.01716867469879518,rgb
nwpu_positive_217,88.88684844970703,89.8212890625,82.43932342529297,-0.9344400763511658,37.0,0.014583333333333334,rgb
nwpu_positive_219,86.57061004638672,87.6640625,80.10276794433594,-1.0934494733810425,39.0,0.01706730769230769,rgb
nwpu_positive_220,87.46935272216797,88.70684814453125,80.71334075927734,-1.2374999523162842,38.0,0.016646634615384615,rgb
nwpu_positive_221,82.71480560302734,82.86302947998047,72.198486328125,-0.14822368323802948,68.0,0.02914473684210526,rgb
nwpu_positive_222,83.16210174560547,81.95275115966797,67.75458526611328,1.2093462944030762,47.0,0.04908256880733945,rgb
nwpu_positive_224,77.55618286132812,82.0869140625,68.21797180175781,-4.530729293823242,49.40999984741211,0.0265625,rgb
nwpu_positive_225,79.48731231689453,83.38883972167969,71.0355224609375,-3.9015305042266846,50.0,0.029017857142857144,rgb
nwpu_positive_227,75.70451354980469,78.49659729003906,67.8543930053711,-2.792079210281372,38.0,0.01287128712871287,rgb
nwpu_positive_228,89.9723129272461,91.76419067382812,78.57462310791016,-1.7918750047683716,48.0,0.05025,rgb
nwpu_positive_229,97.1180191040039,97.52257537841797,90.96858215332031,-0.40456080436706543,22.0,0.004954954954954955,rgb
nwpu_positive_230,74.07279968261719,75.32786560058594,64.67525482177734,-1.255071759223938,32.0,0.010963114754098361,rgb
nwpu_positive_231,67.71585845947266,70.22022247314453,58.78007125854492,-2.5043632984161377,44.0,0.020459905660377357,rgb
nwpu_positive_232,87.84540557861328,90.4622573852539,82.03958129882812,-2.6168503761291504,32.810001373291016,0.011764705882352941,rgb
nwpu_positive_233,119.6470718383789,123.33733367919922,108.91786193847656,-3.690265417098999,33.0,0.012831858407079646,rgb
nwpu_positive_234,77.92539978027344,89.09001922607422,66.09014129638672,-11.164621353149414,27.0,0.005676605504587156,rgb
nwpu_positive_235,62.39850616455078,69.24748992919922,57.51847839355469,-6.848980903625488,15.0,6.793478260869565e-05,rgb
nwpu_positive_236,68.18048858642578,76.24630737304688,58.05451202392578,-8.065814971923828,54.0,0.02016304347826087,rgb
nwpu_positive_237,59.79851531982422,64.40826416015625,54.311546325683594,-4.609745979309082,37.0,0.025423728813559324,rgb
nwpu_positive_238,107.85437774658203,106.32221984863281,97.86382293701172,1.532152771949768,84.0,0.0475,rgb
nwpu_positive_240,47.113956451416016,55.71559524536133,42.82857894897461,-8.601638793945312,31.0,0.010436893203883494,rgb
nwpu_positive_241,63.76445007324219,67.78514862060547,58.598724365234375,-4.0206990242004395,25.209999084472656,0.005981182795698925,rgb
nwpu_positive_243,67.7916259765625,74.64546203613281,60.398643493652344,-6.853832721710205,34.0,0.013384433962264151,rgb
nwpu_positive_244,90.52684783935547,96.14446258544922,81.58906555175781,-5.617613792419434,30.0,0.009872159090909091,rgb
nwpu_positive_245,78.61186981201172,82.83265686035156,77.2352523803711,-4.2207865715026855,77.0,0.03061797752808989,rgb
nwpu_positive_246,77.69833374023438,79.83090209960938,67.77194213867188,-2.1325695514678955,46.0,0.03333333333333333,rgb
nwpu_positive_247,57.89597702026367,69.69251251220703,52.26683044433594,-11.796534538269043,40.0,0.022524752475247524,rgb
nwpu_positive_248,44.14885330200195,52.74541473388672,38.98904800415039,-8.596559524536133,36.0,0.015137614678899083,rgb
nwpu_positive_249,72.6827392578125,75.93565368652344,65.5514907836914,-3.2529165744781494,36.0,0.01386904761904762,rgb
nwpu_positive_250,53.56894302368164,60.64993667602539,45.31333923339844,-7.080992221832275,37.0,0.021198453608247424,rgb
nwpu_positive_251,50.20097732543945,55.773372650146484,45.229881286621094,-5.5723958015441895,36.0,0.021158854166666668,rgb
nwpu_positive_252,60.593048095703125,63.67219543457031,50.84292221069336,-3.0791454315185547,42.0,0.038392857142857145,rgb
nwpu_positive_253,78.10370635986328,74.10226440429688,59.24485778808594,4.001438140869141,21.0,0.0022123893805309734,rgb
nwpu_positive_254,93.11601257324219,96.60078430175781,80.6558609008789,-3.4847655296325684,63.0,0.0271484375,rgb
nwpu_positive_255,46.061058044433594,53.004966735839844,39.402244567871094,-6.943910121917725,40.0,0.022435897435897436,rgb
nwpu_positive_256,90.99609375,92.44581604003906,81.69430541992188,-1.4497209787368774,28.0,0.009375,rgb
nwpu_positive_257,70.99253845214844,75.37566375732422,62.895145416259766,-4.38313102722168,40.0,0.01608009708737864,rgb
nwpu_positive_258,88.71701049804688,89.69207000732422,79.90727233886719,-0.9750601053237915,52.0,0.017127403846153848,rgb
nwpu_positive_259,64.17688751220703,69.15225982666016,55.70140075683594,-4.975377082824707,43.0,0.03997844827586207,rgb
nwpu_positive_260,73.79053497314453,75.51984405517578,65.35515594482422,-1.7293082475662231,49.0,0.042050970873786404,rgb
nwpu_positive_261,75.5457534790039,77.76161193847656,62.376590728759766,-2.2158608436584473,53.0,0.05536556603773585,rgb
nwpu_positive_262,64.20588684082031,69.70712280273438,52.5826301574707,-5.501235485076904,52.0,0.04236918604651163,rgb
nwpu_positive_263,84.17205810546875,85.79080963134766,75.10147094726562,-1.618749976158142,57.0,0.026225490196078432,rgb
nwpu_positive_265,72.15007019042969,74.77536010742188,64.33023071289062,-2.625290632247925,39.0,0.020930232558139535,rgb
nwpu_positive_266,87.3486557006836,96.2537612915039,85.0059814453125,-8.905107498168945,9.0,0.0006720430107526882,rgb
nwpu_positive_267,60.2281608581543,81.23536682128906,66.19448852539062,-21.007205963134766,9.0,7.352941176470588e-05,rgb
nwpu_positive_268,69.19348907470703,73.46157836914062,63.32414627075195,-4.268092155456543,8.0,0.0,rgb
nwpu_positive_270,49.74284744262695,51.770381927490234,49.52100372314453,-2.027533769607544,11.40999984741211,0.0020833333333333333,rgb
nwpu_positive_271,58.472084045410156,63.729122161865234,56.46342468261719,-5.257037162780762,6.0,0.0006481481481481481,rgb
nwpu_positive_272,68.6148452758789,73.07614135742188,65.30859375,-4.461297988891602,7.0,0.0,rgb
nwpu_positive_273,66.33119201660156,72.97140502929688,61.9582405090332,-6.640210151672363,5.210000038146973,5.5309734513274336e-05,rgb
nwpu_positive_274,57.01053237915039,65.6028060913086,56.1391716003418,-8.592273712158203,9.0,0.0001968503937007874,rgb
nwpu_positive_275,68.79940795898438,74.93413543701172,60.49628448486328,-6.134728908538818,13.0,0.0002358490566037736,rgb
nwpu_positive_276,66.17085266113281,72.1395492553711,57.69758224487305,-5.968697547912598,5.0,5.252100840336135e-05,rgb
nwpu_positive_278,70.8123550415039,85.4612808227539,71.99604797363281,-14.64892578125,11.0,0.000244140625,rgb
nwpu_positive_279,49.92142868041992,73.7121810913086,65.75273132324219,-23.790756225585938,16.0,0.004359243697478992,rgb
nwpu_positive_280,43.43315124511719,71.70985412597656,54.436614990234375,-28.27669906616211,6.0,0.0,rgb
nwpu_positive_282,86.60689544677734,101.75824737548828,90.59272003173828,-15.151352882385254,50.0,0.017268041237113403,rgb
nwpu_positive_283,81.8165512084961,86.2271957397461,65.97100830078125,-4.410648345947266,11.210000038146973,0.00028935185185185184,rgb
nwpu_positive_285,47.50360107421875,58.450401306152344,59.71839904785156,-10.946800231933594,3.0,0.0014,rgb
nwpu_positive_286,94.96829223632812,106.12860870361328,86.74781799316406,-11.16031551361084,9.0,0.0,rgb
nwpu_positive_287,97.00296020507812,107.99529266357422,97.29792022705078,-10.992339134216309,20.0,0.007661290322580645,rgb
nwpu_positive_288,25.637939453125,43.936424255371094,50.170509338378906,-18.298486709594727,-10.0,0.0,rgb
nwpu_positive_289,102.45189666748047,111.7437973022461,103.77870178222656,-9.291899681091309,13.0,0.00015,rgb
nwpu_positive_290,32.946773529052734,47.77711868286133,59.04248809814453,-14.830342292785645,8.0,5.040322580645161e-05,rgb
nwpu_positive_291,34.30345153808594,48.349151611328125,57.22959899902344,-14.045700073242188,9.0,5e-05,rgb
nwpu_positive_292,89.79608917236328,104.7086410522461,101.89461517333984,-14.912550926208496,8.0,0.0,rgb
nwpu_positive_293,46.052181243896484,52.04925537109375,47.39315414428711,-5.997073650360107,15.0,0.0,rgb
nwpu_positive_295,80.36648559570312,101.52523803710938,97.76404571533203,-21.158750534057617,3.0,0.0,rgb
nwpu_positive_297,26.078319549560547,44.367286682128906,50.590919494628906,-18.288965225219727,-10.0,0.0,rgb
nwpu_positive_298,76.48411560058594,99.4827880859375,102.46490478515625,-22.998668670654297,3.0,0.0,rgb
nwpu_positive_299,81.79105377197266,105.32195281982422,106.70889282226562,-23.530895233154297,3.0,0.0004065040650406504,rgb
nwpu_positive_300,35.87248992919922,40.05728530883789,45.47987365722656,-4.184793472290039,-1.0,0.00034448818897637795,rgb
nwpu_positive_301,62.159786224365234,76.57051849365234,71.66509246826172,-14.410731315612793,5.0,0.0,rgb
nwpu_positive_302,27.041748046875,34.69010925292969,37.985435485839844,-7.648361682891846,11.0,0.0009101941747572816,rgb
nwpu_positive_303,46.34994888305664,52.37981033325195,47.68035888671875,-6.029860973358154,15.0,0.0,rgb
nwpu_positive_306,85.77812194824219,95.1761703491211,103.46723937988281,-9.398046493530273,22.0,0.00361328125,rgb
nwpu_positive_307,81.52794647216797,105.17057800292969,106.51006317138672,-23.64263153076172,3.0,5.08130081300813e-05,rgb
nwpu_positive_308,73.3652572631836,93.6632308959961,96.07815551757812,-20.2979736328125,38.0,0.015202702702702704,rgb
nwpu_positive_309,69.67142486572266,78.16497802734375,72.58512115478516,-8.493551254272461,20.0,0.0028273809523809523,rgb
nwpu_positive_310,56.99205780029297,70.99431610107422,66.54338836669922,-14.002254486083984,3.0,0.0,rgb
nwpu_positive_311,97.86236572265625,108.37901306152344,101.80960845947266,-10.516644477844238,10.0,0.00125,rgb
nwpu_positive_312,113.64583587646484,120.93812561035156,112.24736022949219,-7.292291641235352,16.0,0.00034722222222222224,rgb
nwpu_positive_313,127.0765609741211,129.58352661132812,117.73635864257812,-2.5069711208343506,12.0,0.0,rgb
nwpu_positive_314,117.68151092529297,120.85026550292969,102.48697662353516,-3.168750047683716,11.0,0.0,rgb
nwpu_positive_315,49.28614807128906,57.33930587768555,58.86662292480469,-8.053156852722168,10.0,6.443298969072165e-05,rgb
nwpu_positive_316,86.01470947265625,92.41581726074219,76.8097915649414,-6.401106357574463,6.0,0.0,rgb
nwpu_positive_317,84.43965148925781,120.67804718017578,106.75444793701172,-36.238399505615234,0.0,0.0,rgb
nwpu_positive_318,88.88603210449219,91.50778198242188,76.57034301757812,-2.6217525005340576,26.0,0.003860294117647059,rgb
nwpu_positive_319,77.21309661865234,114.24474334716797,101.37276458740234,-37.031646728515625,-4.0,0.0,rgb
nwpu_positive_320,60.86225509643555,71.34133911132812,74.71023559570312,-10.479084968566895,5.0,4.921259842519685e-05,rgb
nwpu_positive_322,92.95845031738281,92.72517395019531,78.66175079345703,0.23327545821666718,21.0,0.001099537037037037,rgb
nwpu_positive_324,105.85883331298828,116.39575958251953,113.29676818847656,-10.536925315856934,11.0,0.0015086206896551724,rgb
nwpu_positive_325,94.3162612915039,105.78514862060547,99.5448226928711,-11.468884468078613,14.0,0.002150537634408602,rgb
nwpu_positive_326,118.13648986816406,127.89388275146484,108.41162872314453,-9.757392883300781,14.210000038146973,0.00228494623655914,rgb
nwpu_positive_327,114.94131469726562,115.19664764404297,113.44519805908203,-0.2553289532661438,20.0,0.001644736842105263,rgb
nwpu_positive_328,111.27843475341797,114.43893432617188,97.02050018310547,-3.1605000495910645,27.0,0.0038125,rgb
nwpu_positive_329,105.44793701171875,109.41847229003906,100.09883117675781,-3.9705357551574707,18.0,0.005288461538461539,rgb
nwpu_positive_330,99.52815246582031,102.70614624023438,91.31002044677734,-3.1779959201812744,55.40999984741211,0.03290289256198347,rgb
nwpu_positive_331,52.952064514160156,58.16933822631836,47.518394470214844,-5.217276096343994,13.0,0.003891509433962264,rgb
nwpu_positive_332,88.553466796875,91.5,79.48348999023438,-2.946535348892212,27.0,0.005095108695652174,rgb
nwpu_positive_333,76.28353118896484,77.66471862792969,65.58090209960938,-1.381191611289978,19.0,0.0014018691588785046,rgb
nwpu_positive_334,81.36630249023438,84.59707641601562,77.0374984741211,-3.230774402618408,9.0,0.0009510869565217392,rgb
nwpu_positive_335,79.12751007080078,83.47615814208984,69.88556671142578,-4.348647117614746,16.0,0.0,rgb
nwpu_positive_336,51.853065490722656,56.96391677856445,47.23579025268555,-5.110848903656006,4.0,0.0,rgb
nwpu_positive_337,93.95474243164062,95.22025299072266,85.76333618164062,-1.2655134201049805,41.0,0.01484375,rgb
nwpu_positive_338,81.3392562866211,84.4253921508789,73.57024383544922,-3.086132764816284,14.0,0.0,rgb
nwpu_positive_339,75.70410919189453,79.30892944335938,67.52725982666016,-3.6048214435577393,29.0,0.008392857142857143,rgb
nwpu_positive_340,64.02730560302734,68.68025970458984,55.182498931884766,-4.652960300445557,16.0,0.0,rgb
nwpu_positive_341,74.7566909790039,77.23578643798828,64.82466888427734,-2.479092836380005,25.0,0.0051991150442477875,rgb
nwpu_positive_343,74.44194030761719,78.42213439941406,67.13720703125,-3.980198621749878,25.0,0.008002336448598131,rgb
nwpu_positive_345,81.85255432128906,86.87716674804688,76.44298553466797,-5.0246171951293945,12.0,0.0010841836734693877,rgb
nwpu_positive_346,83.46109771728516,84.39630126953125,74.55644226074219,-0.9352040886878967,39.0,0.014349489795918368,rgb
nwpu_positive_347,60.51795959472656,68.61506652832031,50.808815002441406,-8.097105026245117,10.0,0.00013157894736842105,rgb
nwpu_positive_349,75.52233123779297,80.9935531616211,71.19759368896484,-5.471223831176758,9.0,0.0004557291666666667,rgb
nwpu_positive_350,74.00090026855469,79.81880950927734,69.90618896484375,-5.817908763885498,25.0,0.0037259615384615387,rgb
nwpu_positive_351,72.08808898925781,75.03131103515625,66.13166046142578,-2.9432194232940674,14.0,0.0004127358490566038,rgb
nwpu_positive_352,74.2466049194336,78.32408142089844,65.78286743164062,-4.077478408813477,26.0,0.0019935344827586208,rgb
nwpu_positive_353,74.73104858398438,78.08444213867188,68.34654235839844,-3.35339093208313,10.0,0.00039893617021276594,rgb
nwpu_positive_355,63.45755386352539,70.18372344970703,60.09272003173828,-6.726167678833008,8.0,0.00013736263736263736,rgb
nwpu_positive_356,63.13998794555664,65.89764404296875,55.44094467163086,-2.757652997970581,25.0,0.003826530612244898,rgb
nwpu_positive_357,91.62159729003906,94.54862976074219,79.88607788085938,-2.9270284175872803,22.0,0.0021381578947368422,rgb
nwpu_positive_358,54.95496368408203,66.46600341796875,48.12710189819336,-11.511039733886719,6.0,0.0,rgb
nwpu_positive_359,96.43383026123047,98.90644073486328,89.116943359375,-2.472615957260132,31.809999465942383,0.012371134020618556,rgb
nwpu_positive_360,88.14025115966797,92.272705078125,81.94696044921875,-4.132453918457031,15.0,5.733944954128441e-05,rgb
nwpu_positive_361,81.9072265625,85.70189666748047,73.30281829833984,-3.7946720123291016,22.0,0.0003073770491803279,rgb
nwpu_positive_362,88.31221771240234,87.98699188232422,77.05760192871094,0.32522523403167725,41.0,0.029504504504504505,rgb
nwpu_positive_364,90.55947875976562,94.32943725585938,81.61532592773438,-3.7699596881866455,18.0,0.0008064516129032258,rgb
nwpu_positive_365,78.99333953857422,84.61092376708984,74.13873291015625,-5.617582321166992,11.0,0.0002747252747252747,rgb
nwpu_positive_366,103.16226959228516,109.04837799072266,89.60931396484375,-5.886111259460449,40.209999084472656,0.014409722222222223,rgb
nwpu_positive_368,111.5562515258789,115.70244598388672,100.8284683227539,-4.146193027496338,17.0,0.00125,rgb
nwpu_positive_369,50.601810455322266,95.06559753417969,56.01571273803711,-44.463783264160156,2.0,0.0,rgb
nwpu_positive_371,95.69369506835938,111.20793914794922,94.50411224365234,-15.51424503326416,26.0,0.0036036036036036037,rgb
nwpu_positive_373,42.08877944946289,126.2740249633789,52.03652572631836,-84.18524932861328,-4.0,0.0,rgb
nwpu_positive_374,45.076412200927734,120.54244232177734,51.620216369628906,-75.46603393554688,-6.0,0.0,rgb
nwpu_positive_375,119.02735137939453,162.14599609375,112.97015380859375,-43.118648529052734,5.0,5e-05,rgb
nwpu_positive_376,59.643646240234375,86.3129653930664,57.77031326293945,-26.669322967529297,11.0,0.0,rgb
nwpu_positive_377,67.49357604980469,99.67617797851562,69.9034194946289,-32.1826057434082,10.0,5.89622641509434e-05,rgb
nwpu_positive_378,59.94804000854492,135.13516235351562,62.050743103027344,-75.18712615966797,8.0,5.296610169491525e-05,rgb
nwpu_positive_379,68.46026611328125,88.51890563964844,64.52808380126953,-20.05864143371582,22.0,0.0016975308641975309,rgb
nwpu_positive_380,70.1890640258789,101.18977355957031,71.6610107421875,-31.000709533691406,17.0,0.0002840909090909091,rgb
nwpu_positive_381,56.912757873535156,90.80371856689453,62.161312103271484,-33.890960693359375,13.0,0.0,rgb
nwpu_positive_382,138.91273498535156,130.2635498046875,133.08924865722656,8.649182319641113,24.0,0.0,rgb
nwpu_positive_383,93.50691223144531,84.36825561523438,85.77925872802734,9.13866138458252,27.0,0.0004424778761061947,rgb
nwpu_positive_384,87.4734115600586,77.09146881103516,73.22764587402344,10.381938934326172,28.0,0.004184322033898305,rgb
nwpu_positive_385,87.18313598632812,77.3449935913086,77.92987823486328,9.838142395019531,24.0,0.0007705479452054794,rgb
nwpu_positive_386,107.11068725585938,94.59593963623047,92.90731811523438,12.51474380493164,28.0,0.005021367521367522,rgb
nwpu_positive_387,57.8876953125,47.9365234375,52.20820236206055,9.951171875,34.0,0.0263671875,rgb
nwpu_positive_389,124.81999206542969,120.85287475585938,119.0325927734375,3.9671130180358887,17.0,0.002380952380952381,rgb
nwpu_positive_390,99.00860595703125,99.9982681274414,98.49043273925781,-0.9896634817123413,13.0,0.0,rgb
nwpu_positive_391,126.31470489501953,123.1474380493164,126.34089660644531,3.167261838912964,18.0,0.0002380952380952381,rgb
nwpu_positive_392,128.57635498046875,123.82549285888672,121.1324462890625,4.7508697509765625,15.0,0.0026086956521739132,rgb
nwpu_positive_394,72.9811019897461,63.070030212402344,66.00738525390625,9.911072731018066,27.0,0.0028051181102362204,rgb
nwpu_positive_395,69.0009994506836,58.099952697753906,56.287357330322266,10.901049613952637,35.0,0.016507633587786258,rgb
nwpu_positive_396,75.16942596435547,65.6463851928711,65.96195220947266,9.523038864135742,23.0,0.0027573529411764708,rgb
nwpu_positive_397,81.96458435058594,72.6256103515625,73.62144470214844,9.338970184326172,30.0,0.009865196078431372,rgb
nwpu_positive_398,105.89264678955078,92.6973876953125,92.69525909423828,13.195261001586914,34.0,0.023856209150326796,rgb
nwpu_positive_399,77.34004974365234,68.66053009033203,67.88935089111328,8.679513931274414,33.0,0.016840277777777777,rgb
nwpu_positive_400,51.86527633666992,123.09171295166016,54.800045013427734,-71.22643280029297,-2.0,0.0,rgb
nwpu_positive_401,45.305335998535156,99.5611801147461,48.02240753173828,-54.25584411621094,22.0,0.0,rgb
nwpu_positive_402,57.000362396240234,94.33495330810547,59.78392028808594,-37.33458709716797,6.0,0.0,rgb
nwpu_positive_403,67.28166961669922,74.99463653564453,58.91697692871094,-7.712966442108154,17.0,4.664179104477612e-05,rgb
nwpu_positive_404,54.70981979370117,127.78382110595703,61.31617736816406,-73.07400512695312,2.0,0.0,rgb
