crop_id,image_uid,split,class_id,class_name,xmin,ymin,xmax,ymax,area_px,image_width,image_height,sensor,iou,iou_band,skipped_reason,object_window_px,upsample_factor,high_upsample,box_fill
nwpu_positive_123_001,nwpu_positive_123,train,4,baseball_diamond,380,196,472,291,8739,774,523,rgb,0.4478,0.4-0.5,,105,2.133,False,0.793
nwpu_positive_125_000,nwpu_positive_125,train,4,baseball_diamond,233,169,371,316,20245,1058,702,rgb,0.4224,0.4-0.5,,161,1.391,False,0.781
nwpu_positive_125_001,nwpu_positive_125,train,4,baseball_diamond,493,325,586,444,11045,1058,702,rgb,0.5552,0.5-0.6,,130,1.723,False,0.654
nwpu_positive_126_000,nwpu_positive_126,train,4,baseball_diamond,453,144,544,270,11474,1029,689,rgb,0.4958,0.4-0.5,,139,1.612,False,0.594
nwpu_positive_128_000,nwpu_positive_128,train,4,baseball_diamond,319,245,379,379,7969,1069,706,rgb,0.4693,0.4-0.5,,148,1.514,False,0.364
nwpu_positive_129_000,nwpu_positive_129,train,4,baseball_diamond,538,104,653,187,9496,1061,705,rgb,0.4389,0.4-0.5,,127,1.764,False,0.589
nwpu_positive_129_001,nwpu_positive_129,train,4,baseball_diamond,794,190,873,299,8600,1061,705,rgb,0.549,0.5-0.6,,120,1.867,False,0.597
nwpu_positive_130_000,nwpu_positive_130,train,4,baseball_diamond,726,325,783,422,5534,1056,697,rgb,0.4547,0.4-0.5,,107,2.093,False,0.483
nwpu_positive_131_000,nwpu_positive_131,train,4,baseball_diamond,374,520,511,656,18606,1064,711,rgb,0.5415,0.5-0.6,,151,1.483,False,0.816
nwpu_positive_132_000,nwpu_positive_132,train,4,baseball_diamond,217,523,332,616,10607,1070,707,rgb,0.5071,0.5-0.6,,126,1.778,False,0.668
nwpu_positive_132_001,nwpu_positive_132,train,4,baseball_diamond,504,550,592,644,8234,1070,707,rgb,0.4475,0.4-0.5,,103,2.175,False,0.776
nwpu_positive_132_002,nwpu_positive_132,train,4,baseball_diamond,732,91,827,210,11321,1070,707,rgb,0.6049,0.6-0.7,,131,1.71,False,0.66
nwpu_positive_132_003,nwpu_positive_132,train,7,ground_track_field,192,253,488,437,54558,1070,707,rgb,0.6756,0.6-0.7,,326,0.687,False,0.513
nwpu_positive_133_000,nwpu_positive_133,train,6,basketball_court,231,237,446,326,18987,885,596,rgb,0.5536,0.5-0.6,,236,0.949,False,0.341
nwpu_positive_133_001,nwpu_positive_133,train,6,basketball_court,439,221,550,358,15183,885,596,rgb,0.6607,0.6-0.7,,150,1.493,False,0.675
nwpu_positive_133_002,nwpu_positive_133,train,10,vehicle,565,514,618,551,1963,885,596,rgb,0.6083,0.6-0.7,,58,3.862,False,0.584
nwpu_positive_133_003,nwpu_positive_133,train,10,vehicle,696,496,743,515,884,885,596,rgb,0.563,0.5-0.6,,52,4.308,False,0.327
nwpu_positive_134_000,nwpu_positive_134,train,6,basketball_court,31,180,112,277,7834,819,498,rgb,0.6528,0.6-0.7,,107,2.093,False,0.684
nwpu_positive_134_001,nwpu_positive_134,train,6,basketball_court,128,132,211,277,12042,819,498,rgb,0.5077,0.5-0.6,,160,1.4,False,0.47
nwpu_positive_136_000,nwpu_positive_136,train,6,basketball_court,430,189,658,246,13007,921,383,rgb,0.4598,0.4-0.5,,251,0.892,False,0.206
nwpu_positive_136_001,nwpu_positive_136,train,6,basketball_court,467,281,611,383,14764,921,383,rgb,0.4603,0.4-0.5,,159,1.409,False,0.584
nwpu_positive_137_000,nwpu_positive_137,train,6,basketball_court,0,211,149,391,26900,898,599,rgb,0.6861,0.6-0.7,,199,1.126,False,0.679
nwpu_positive_137_001,nwpu_positive_137,train,6,basketball_court,143,182,249,362,19228,898,599,rgb,0.6893,0.6-0.7,,198,1.131,False,0.49
nwpu_positive_138_000,nwpu_positive_138,train,6,basketball_court,261,96,437,379,49949,933,569,rgb,0.4988,0.4-0.5,,312,0.718,False,0.513
nwpu_positive_138_001,nwpu_positive_138,train,6,basketball_court,227,177,510,397,62445,933,569,rgb,0.4079,0.4-0.5,,312,0.718,False,0.641
nwpu_positive_140_000,nwpu_positive_140,train,5,tennis_court,300,77,397,118,4006,680,380,rgb,0.6273,0.6-0.7,,107,2.093,False,0.35
nwpu_positive_140_001,nwpu_positive_140,train,5,tennis_court,296,138,420,186,5874,680,380,rgb,0.6463,0.6-0.7,,136,1.647,False,0.318
nwpu_positive_140_002,nwpu_positive_140,train,6,basketball_court,101,108,173,216,7845,680,380,rgb,0.5303,0.5-0.6,,119,1.882,False,0.554
nwpu_positive_140_003,nwpu_positive_140,train,6,basketball_court,170,58,280,180,13369,680,380,rgb,0.5392,0.5-0.6,,134,1.672,False,0.745
nwpu_positive_141_000,nwpu_positive_141,train,6,basketball_court,561,224,654,358,12332,1013,590,rgb,0.6584,0.6-0.7,,147,1.524,False,0.571
nwpu_positive_142_000,nwpu_positive_142,val,6,basketball_court,117,235,289,351,19955,793,461,rgb,0.5162,0.5-0.6,,189,1.185,False,0.559
nwpu_positive_142_001,nwpu_positive_142,val,6,basketball_court,28,278,191,387,17909,793,461,rgb,0.5022,0.5-0.6,,180,1.244,False,0.553
nwpu_positive_142_002,nwpu_positive_142,val,5,tennis_court,148,147,194,251,4740,793,461,rgb,0.4013,0.4-0.5,,115,1.948,False,0.358
nwpu_positive_142_003,nwpu_positive_142,val,5,tennis_court,227,145,268,217,2943,793,461,rgb,0.5801,0.5-0.6,,80,2.8,False,0.46
nwpu_positive_143_000,nwpu_positive_143,train,6,basketball_court,268,396,363,437,3857,795,510,rgb,0.6456,0.6-0.7,,105,2.133,False,0.35
nwpu_positive_144_000,nwpu_positive_144,train,6,basketball_court,340,213,437,278,6292,708,498,rgb,0.6543,0.6-0.7,,107,2.093,False,0.55
nwpu_positive_145_000,nwpu_positive_145,val,6,basketball_court,577,199,722,262,9112,726,590,rgb,0.4486,0.4-0.5,,159,1.409,False,0.36
nwpu_positive_145_001,nwpu_positive_145,val,6,basketball_court,515,273,625,338,7169,726,590,rgb,0.4167,0.4-0.5,,121,1.851,False,0.49
nwpu_positive_145_002,nwpu_positive_145,val,5,tennis_court,488,306,546,434,7391,726,590,rgb,0.6166,0.6-0.7,,140,1.6,False,0.377
nwpu_positive_145_003,nwpu_positive_145,val,5,tennis_court,520,318,611,391,6695,726,590,rgb,0.4832,0.4-0.5,,100,2.24,False,0.669
nwpu_positive_145_004,nwpu_positive_145,val,5,tennis_court,432,433,507,541,8149,726,590,rgb,0.6055,0.6-0.7,,119,1.882,False,0.575
nwpu_positive_145_005,nwpu_positive_145,val,5,tennis_court,486,413,575,526,10107,726,590,rgb,0.6149,0.6-0.7,,125,1.792,False,0.647
nwpu_positive_146_000,nwpu_positive_146,train,6,basketball_court,218,398,298,547,11854,657,627,rgb,0.5527,0.5-0.6,,164,1.366,False,0.441
nwpu_positive_146_001,nwpu_positive_146,train,6,basketball_court,307,388,354,524,6370,657,627,rgb,0.4008,0.4-0.5,,149,1.503,False,0.287
nwpu_positive_146_002,nwpu_positive_146,train,5,tennis_court,106,252,194,286,3004,657,627,rgb,0.6373,0.6-0.7,,97,2.309,False,0.319
nwpu_positive_146_003,nwpu_positive_146,train,5,tennis_court,118,210,233,247,4230,657,627,rgb,0.5312,0.5-0.6,,127,1.764,False,0.262
nwpu_positive_146_004,nwpu_positive_146,train,5,tennis_court,93,184,208,214,3525,657,627,rgb,0.5792,0.5-0.6,,126,1.778,False,0.222
nwpu_positive_146_005,nwpu_positive_146,train,5,tennis_court,57,142,177,172,3723,657,627,rgb,0.6601,0.6-0.7,,133,1.684,False,0.21
nwpu_positive_146_006,nwpu_positive_146,train,5,tennis_court,60,108,170,138,3319,657,627,rgb,0.6696,0.6-0.7,,121,1.851,False,0.227
nwpu_positive_146_007,nwpu_positive_146,train,5,tennis_court,98,69,165,104,2338,657,627,rgb,0.5271,0.5-0.6,,73,3.068,False,0.439
nwpu_positive_146_008,nwpu_positive_146,train,4,baseball_diamond,376,0,529,86,13162,657,627,rgb,0.6803,0.6-0.7,,168,1.333,False,0.466
nwpu_positive_148_000,nwpu_positive_148,train,6,basketball_court,388,346,527,440,12963,981,613,rgb,0.6043,0.6-0.7,,152,1.474,False,0.561
nwpu_positive_148_001,nwpu_positive_148,train,5,tennis_court,201,349,308,453,11131,981,613,rgb,0.6129,0.6-0.7,,117,1.915,False,0.813
nwpu_positive_148_002,nwpu_positive_148,train,5,tennis_court,280,309,347,456,9812,981,613,rgb,0.5109,0.5-0.6,,162,1.383,False,0.374
nwpu_positive_149_000,nwpu_positive_149,train,6,basketball_court,142,133,258,250,13523,835,549,rgb,0.4004,0.4-0.5,,129,1.736,False,0.813
nwpu_positive_149_001,nwpu_positive_149,train,5,tennis_court,544,322,646,472,15270,835,549,rgb,0.5429,0.5-0.6,,165,1.358,False,0.561
nwpu_positive_149_002,nwpu_positive_149,train,5,tennis_court,617,286,717,442,15657,835,549,rgb,0.6801,0.6-0.7,,171,1.31,False,0.535
nwpu_positive_150_000,nwpu_positive_150,train,6,basketball_court,141,409,224,516,8787,853,546,rgb,0.6063,0.6-0.7,,118,1.898,False,0.631
nwpu_positive_150_001,nwpu_positive_150,train,6,basketball_court,193,400,305,492,10329,853,546,rgb,0.6333,0.6-0.7,,123,1.821,False,0.683
nwpu_positive_151_000,nwpu_positive_151,train,6,basketball_court,129,197,278,318,18125,945,528,rgb,0.6017,0.6-0.7,,164,1.366,False,0.674
nwpu_positive_151_001,nwpu_positive_151,train,6,basketball_court,202,266,300,397,12847,945,528,rgb,0.5223,0.5-0.6,,144,1.556,False,0.62
nwpu_positive_153_000,nwpu_positive_153,train,6,basketball_court,98,207,235,291,11568,690,522,rgb,0.4288,0.4-0.5,,151,1.483,False,0.507
nwpu_positive_153_001,nwpu_positive_153,train,6,basketball_court,188,251,259,327,5322,690,522,rgb,0.4886,0.4-0.5,,83,2.699,False,0.772
nwpu_positive_154_000,nwpu_positive_154,train,6,basketball_court,77,102,204,160,7286,659,502,rgb,0.4002,0.4-0.5,,139,1.612,False,0.377
nwpu_positive_154_001,nwpu_positive_154,train,6,basketball_court,165,122,264,182,5940,659,502,rgb,0.6174,0.6-0.7,,109,2.055,False,0.5
nwpu_positive_155_000,nwpu_positive_155,train,6,basketball_court,226,115,285,240,7438,890,567,rgb,0.433,0.4-0.5,,138,1.623,False,0.391
nwpu_positive_156_000,nwpu_positive_156,train,6,basketball_court,300,138,378,194,4425,663,454,rgb,0.4765,0.4-0.5,,86,2.605,False,0.598
nwpu_positive_156_001,nwpu_positive_156,train,6,basketball_court,284,199,377,262,5841,663,454,rgb,0.5131,0.5-0.6,,102,2.196,False,0.561
nwpu_positive_156_002,nwpu_positive_156,train,5,tennis_court,241,312,325,403,7740,663,454,rgb,0.4259,0.4-0.5,,100,2.24,False,0.774
nwpu_positive_156_003,nwpu_positive_156,train,5,tennis_court,313,258,393,367,8663,663,454,rgb,0.5208,0.5-0.6,,119,1.882,False,0.612
nwpu_positive_157_000,nwpu_positive_157,train,6,basketball_court,124,166,323,384,43345,894,429,rgb,0.4652,0.4-0.5,,240,0.933,False,0.753
nwpu_positive_159_000,nwpu_positive_159,train,6,basketball_court,577,334,673,414,7687,828,431,rgb,0.4753,0.4-0.5,,105,2.133,False,0.697
nwpu_positive_159_001,nwpu_positive_159,train,6,basketball_court,714,303,828,364,7072,828,431,rgb,0.4389,0.4-0.5,,126,1.778,False,0.445
nwpu_positive_160_000,nwpu_positive_160,val,6,basketball_court,345,393,470,507,14238,833,552,rgb,0.6974,0.6-0.7,,138,1.623,False,0.748
nwpu_positive_161_000,nwpu_positive_161,val,6,basketball_court,19,410,148,485,9666,759,594,rgb,0.5151,0.5-0.6,,142,1.577,False,0.479
nwpu_positive_162_000,nwpu_positive_162,val,6,basketball_court,347,219,434,283,5688,865,566,rgb,0.5053,0.5-0.6,,96,2.333,False,0.617
nwpu_positive_162_001,nwpu_positive_162,val,6,basketball_court,422,227,503,332,8383,865,566,rgb,0.5238,0.5-0.6,,115,1.948,False,0.634
nwpu_positive_163_000,nwpu_positive_163,val,6,basketball_court,262,137,416,201,9797,916,547,rgb,0.6136,0.6-0.7,,169,1.325,False,0.343
nwpu_positive_163_001,nwpu_positive_163,val,6,basketball_court,331,209,418,303,8199,916,547,rgb,0.6352,0.6-0.7,,104,2.154,False,0.758
nwpu_positive_164_000,nwpu_positive_164,train,6,basketball_court,225,115,304,216,7974,543,430,rgb,0.5961,0.5-0.6,,111,2.018,False,0.647
nwpu_positive_164_001,nwpu_positive_164,train,6,basketball_court,132,203,261,278,9617,543,430,rgb,0.5037,0.5-0.6,,141,1.589,False,0.484
nwpu_positive_165_000,nwpu_positive_165,train,9,bridge,113,303,282,548,41518,1038,588,rgb,0.4149,0.4-0.5,,269,0.833,False,0.574
nwpu_positive_165_001,nwpu_positive_165,train,9,bridge,438,172,618,353,32589,1038,588,rgb,0.6104,0.6-0.7,,199,1.126,False,0.823
nwpu_positive_165_002,nwpu_positive_165,train,9,bridge,801,55,948,230,25704,1038,588,rgb,0.4115,0.4-0.5,,193,1.161,False,0.69
nwpu_positive_166_000,nwpu_positive_166,train,9,bridge,144,274,291,390,17088,847,572,rgb,0.5438,0.5-0.6,,162,1.383,False,0.651
nwpu_positive_166_001,nwpu_positive_166,train,9,bridge,230,202,306,293,6919,847,572,rgb,0.602,0.6-0.7,,101,2.218,False,0.678
nwpu_positive_166_002,nwpu_positive_166,train,9,bridge,263,26,419,172,22884,847,572,rgb,0.6052,0.6-0.7,,172,1.302,False,0.774
nwpu_positive_167_000,nwpu_positive_167,val,9,bridge,251,190,455,279,18174,663,576,rgb,0.6309,0.6-0.7,,224,1.0,False,0.362
nwpu_positive_168_000,nwpu_positive_168,train,9,bridge,206,122,522,270,46986,781,555,rgb,0.5459,0.5-0.6,,348,0.644,False,0.388
nwpu_positive_169_000,nwpu_positive_169,train,9,bridge,385,178,487,365,19025,797,510,rgb,0.4659,0.4-0.5,,206,1.087,False,0.448
nwpu_positive_170_000,nwpu_positive_170,val,9,bridge,295,218,548,322,26364,830,494,rgb,0.4932,0.4-0.5,,278,0.806,False,0.341
nwpu_positive_171_000,nwpu_positive_171,val,9,bridge,381,129,611,440,71269,971,609,rgb,0.4553,0.4-0.5,,342,0.655,False,0.609
nwpu_positive_172_000,nwpu_positive_172,train,9,bridge,116,266,299,486,40295,909,585,rgb,0.6564,0.6-0.7,,242,0.926,False,0.688
nwpu_positive_172_001,nwpu_positive_172,train,9,bridge,240,187,418,386,35339,909,585,rgb,0.5159,0.5-0.6,,219,1.023,False,0.737
nwpu_positive_172_002,nwpu_positive_172,train,9,bridge,709,150,905,193,8439,909,585,rgb,0.5205,0.5-0.6,,216,1.037,False,0.181
nwpu_positive_173_000,nwpu_positive_173,train,9,bridge,135,468,303,538,11797,716,586,rgb,0.4006,0.4-0.5,,186,1.204,False,0.341
nwpu_positive_173_001,nwpu_positive_173,train,9,bridge,123,304,304,357,9562,716,586,rgb,0.4862,0.4-0.5,,199,1.126,False,0.241
nwpu_positive_173_002,nwpu_positive_173,train,9,bridge,215,153,375,247,14942,716,586,rgb,0.5595,0.5-0.6,,176,1.273,False,0.482
nwpu_positive_173_003,nwpu_positive_173,train,9,bridge,201,101,362,184,13451,716,586,rgb,0.5299,0.5-0.6,,177,1.266,False,0.429
nwpu_positive_173_004,nwpu_positive_173,train,9,bridge,229,22,387,125,16353,716,586,rgb,0.5731,0.5-0.6,,174,1.287,False,0.54
nwpu_positive_174_000,nwpu_positive_174,train,9,bridge,262,160,447,292,24442,933,507,rgb,0.5582,0.5-0.6,,204,1.098,False,0.587
nwpu_positive_175_000,nwpu_positive_175,train,9,bridge,116,63,498,244,68983,840,537,rgb,0.4257,0.4-0.5,,420,0.533,False,0.391
nwpu_positive_176_000,nwpu_positive_176,train,9,bridge,262,123,340,366,18966,874,569,rgb,0.6071,0.6-0.7,,267,0.839,False,0.266
nwpu_positive_177_000,nwpu_positive_177,train,9,bridge,83,213,356,448,63970,966,593,rgb,0.6979,0.6-0.7,,301,0.744,False,0.706
nwpu_positive_177_001,nwpu_positive_177,train,9,bridge,404,269,763,467,71239,966,593,rgb,0.5662,0.5-0.6,,394,0.569,False,0.459
nwpu_positive_177_002,nwpu_positive_177,train,9,bridge,642,119,849,289,35305,966,593,rgb,0.4415,0.4-0.5,,228,0.982,False,0.679
nwpu_positive_178_000,nwpu_positive_178,train,9,bridge,265,182,453,314,24878,814,575,rgb,0.4643,0.4-0.5,,207,1.082,False,0.581
nwpu_positive_179_000,nwpu_positive_179,train,9,bridge,262,211,559,431,65348,852,571,rgb,0.6537,0.6-0.7,,326,0.687,False,0.615
nwpu_positive_180_000,nwpu_positive_180,val,9,bridge,154,222,286,399,23482,844,550,rgb,0.4712,0.4-0.5,,194,1.155,False,0.624
nwpu_positive_180_001,nwpu_positive_180,val,9,bridge,249,153,509,411,67238,844,550,rgb,0.6667,0.6-0.7,,286,0.783,False,0.822
nwpu_positive_182_000,nwpu_positive_182,train,9,bridge,95,105,252,362,40188,769,538,rgb,0.536,0.5-0.6,,283,0.792,False,0.502
nwpu_positive_183_000,nwpu_positive_183,train,9,bridge,196,60,653,320,119151,897,580,rgb,0.5255,0.5-0.6,,503,0.445,False,0.471
nwpu_positive_186_000,nwpu_positive_186,train,9,bridge,108,44,397,245,58442,962,571,rgb,0.4111,0.4-0.5,,319,0.702,False,0.574
nwpu_positive_186_001,nwpu_positive_186,train,9,bridge,381,277,499,419,16835,962,571,rgb,0.5777,0.5-0.6,,156,1.436,False,0.692
nwpu_positive_187_000,nwpu_positive_187,train,9,bridge,348,222,487,400,24838,853,593,rgb,0.5073,0.5-0.6,,196,1.143,False,0.647
nwpu_positive_188_000,nwpu_positive_188,val,9,bridge,381,253,515,504,33817,836,576,rgb,0.4417,0.4-0.5,,276,0.812,False,0.444
nwpu_positive_189_000,nwpu_positive_189,train,9,bridge,234,113,396,341,36954,780,560,rgb,0.6824,0.6-0.7,,251,0.892,False,0.587
nwpu_positive_189_001,nwpu_positive_189,train,9,bridge,223,216,455,479,60963,780,560,rgb,0.4651,0.4-0.5,,289,0.775,False,0.73
nwpu_positive_190_000,nwpu_positive_190,train,9,bridge,292,170,440,304,19759,733,512,rgb,0.6462,0.6-0.7,,162,1.383,False,0.753
nwpu_positive_191_000,nwpu_positive_191,train,9,bridge,217,0,374,224,35143,826,602,rgb,0.4117,0.4-0.5,,246,0.911,False,0.581
nwpu_positive_191_001,nwpu_positive_191,train,9,bridge,579,295,674,486,18107,826,602,rgb,0.4459,0.4-0.5,,210,1.067,False,0.411
nwpu_positive_192_000,nwpu_positive_192,train,9,bridge,0,237,209,448,44286,1135,604,rgb,0.6264,0.6-0.7,,233,0.961,False,0.816
nwpu_positive_192_001,nwpu_positive_192,train,9,bridge,539,239,682,407,24104,1135,604,rgb,0.5487,0.5-0.6,,185,1.211,False,0.704
nwpu_positive_192_002,nwpu_positive_192,train,9,bridge,865,140,1110,249,26688,1135,604,rgb,0.4508,0.4-0.5,,269,0.833,False,0.369
nwpu_positive_193_000,nwpu_positive_193,train,9,bridge,238,400,454,608,44887,825,608,rgb,0.5958,0.5-0.6,,237,0.945,False,0.799
nwpu_positive_193_001,nwpu_positive_193,train,9,bridge,328,54,461,161,14110,825,608,rgb,0.4169,0.4-0.5,,146,1.534,False,0.662
nwpu_positive_194_000,nwpu_positive_194,train,9,bridge,312,212,535,313,22669,847,619,rgb,0.5448,0.5-0.6,,246,0.911,False,0.375
nwpu_positive_196_000,nwpu_positive_196,train,9,bridge,23,238,143,363,14861,792,563,rgb,0.6577,0.6-0.7,,137,1.635,False,0.792
nwpu_positive_196_001,nwpu_positive_196,train,9,bridge,128,175,327,250,14777,792,563,rgb,0.6228,0.6-0.7,,218,1.028,False,0.311
nwpu_positive_196_002,nwpu_positive_196,train,9,bridge,140,96,264,250,19175,792,563,rgb,0.4183,0.4-0.5,,170,1.318,False,0.663
nwpu_positive_197_000,nwpu_positive_197,train,7,ground_track_field,169,200,364,398,38813,796,540,rgb,0.5718,0.5-0.6,,219,1.023,False,0.809
nwpu_positive_198_000,nwpu_positive_198,train,7,ground_track_field,458,125,580,265,17152,601,381,rgb,0.433,0.4-0.5,,154,1.455,False,0.723
nwpu_positive_199_000,nwpu_positive_199,train,7,ground_track_field,500,147,587,339,16830,711,545,rgb,0.5358,0.5-0.6,,211,1.062,False,0.378
nwpu_positive_200_000,nwpu_positive_200,train,4,baseball_diamond,466,310,550,391,6828,665,476,rgb,0.6678,0.6-0.7,,93,2.409,False,0.789
nwpu_positive_200_001,nwpu_positive_200,train,7,ground_track_field,413,81,644,226,33503,665,476,rgb,0.5779,0.5-0.6,,254,0.882,False,0.519
nwpu_positive_201_000,nwpu_positive_201,train,4,baseball_diamond,295,25,357,59,2101,1093,604,rgb,0.6457,0.6-0.7,,69,3.246,False,0.441
nwpu_positive_201_001,nwpu_positive_201,train,4,baseball_diamond,592,480,667,535,4106,1093,604,rgb,0.6177,0.6-0.7,,83,2.699,False,0.596
nwpu_positive_201_002,nwpu_positive_201,train,5,tennis_court,121,513,188,555,2814,1093,604,rgb,0.698,0.6-0.7,,74,3.027,False,0.514
nwpu_positive_201_003,nwpu_positive_201,train,5,tennis_court,159,480,199,540,2420,1093,604,rgb,0.6303,0.6-0.7,,66,3.394,False,0.556
nwpu_positive_201_004,nwpu_positive_201,train,5,tennis_court,185,476,221,523,1691,1093,604,rgb,0.6397,0.6-0.7,,52,4.308,False,0.625
nwpu_positive_201_005,nwpu_positive_201,train,7,ground_track_field,410,86,644,295,49119,1093,604,rgb,0.628,0.6-0.7,,258,0.868,False,0.738
nwpu_positive_202_000,nwpu_positive_202,train,5,tennis_court,234,334,320,392,5035,994,596,rgb,0.6631,0.6-0.7,,94,2.383,False,0.57
nwpu_positive_202_001,nwpu_positive_202,train,5,tennis_court,276,347,365,395,4262,994,596,rgb,0.4591,0.4-0.5,,98,2.286,False,0.444
nwpu_positive_202_002,nwpu_positive_202,train,5,tennis_court,318,370,379,432,3862,994,596,rgb,0.6636,0.6-0.7,,69,3.246,False,0.811
nwpu_positive_202_003,nwpu_positive_202,train,5,tennis_court,334,356,417,442,7059,994,596,rgb,0.4708,0.4-0.5,,94,2.383,False,0.799
nwpu_positive_202_004,nwpu_positive_202,train,5,tennis_court,395,424,473,508,6592,994,596,rgb,0.4355,0.4-0.5,,93,2.409,False,0.762
nwpu_positive_202_005,nwpu_positive_202,train,5,tennis_court,403,447,497,514,6230,994,596,rgb,0.4353,0.4-0.5,,103,2.175,False,0.587
nwpu_positive_202_006,nwpu_positive_202,train,7,ground_track_field,454,30,767,514,151844,994,596,rgb,0.5093,0.5-0.6,,533,0.42,False,0.534
nwpu_positive_204_000,nwpu_positive_204,train,4,baseball_diamond,157,45,222,128,5401,862,632,rgb,0.6372,0.6-0.7,,92,2.435,False,0.638
nwpu_positive_204_001,nwpu_positive_204,train,5,tennis_court,231,456,277,546,4202,862,632,rgb,0.551,0.5-0.6,,99,2.263,False,0.429
nwpu_positive_204_002,nwpu_positive_204,train,5,tennis_court,254,488,310,570,4613,862,632,rgb,0.5996,0.5-0.6,,90,2.489,False,0.57
nwpu_positive_204_003,nwpu_positive_204,train,7,ground_track_field,247,0,555,362,111445,862,632,rgb,0.5548,0.5-0.6,,398,0.563,False,0.704
nwpu_positive_205_000,nwpu_positive_205,train,7,ground_track_field,342,115,661,489,118977,927,606,rgb,0.6166,0.6-0.7,,411,0.545,False,0.704
nwpu_positive_205_001,nwpu_positive_205,train,5,tennis_court,501,470,566,544,4826,927,606,rgb,0.6357,0.6-0.7,,82,2.732,False,0.718
nwpu_positive_205_002,nwpu_positive_205,train,5,tennis_court,542,445,600,530,4868,927,606,rgb,0.6201,0.6-0.7,,93,2.409,False,0.563
nwpu_positive_205_003,nwpu_positive_205,train,5,tennis_court,566,413,660,485,6772,927,606,rgb,0.5746,0.5-0.6,,103,2.175,False,0.638
nwpu_positive_205_004,nwpu_positive_205,train,5,tennis_court,600,411,673,458,3398,927,606,rgb,0.5986,0.5-0.6,,81,2.765,False,0.518
nwpu_positive_205_005,nwpu_positive_205,train,5,tennis_court,620,360,687,447,5781,927,606,rgb,0.6201,0.6-0.7,,95,2.358,False,0.641
nwpu_positive_205_006,nwpu_positive_205,train,5,tennis_court,650,364,719,413,3384,927,606,rgb,0.6209,0.6-0.7,,77,2.909,False,0.571
nwpu_positive_205_007,nwpu_positive_205,train,5,tennis_court,658,345,752,426,7616,927,606,rgb,0.5564,0.5-0.6,,103,2.175,False,0.718
nwpu_positive_206_000,nwpu_positive_206,train,7,ground_track_field,106,215,628,390,91228,1032,574,rgb,0.4159,0.4-0.5,,574,0.39,False,0.277
nwpu_positive_208_000,nwpu_positive_208,val,7,ground_track_field,176,62,558,191,49392,954,542,rgb,0.5087,0.5-0.6,,420,0.533,False,0.28
nwpu_positive_208_001,nwpu_positive_208,val,5,tennis_court,419,342,478,398,3270,954,542,rgb,0.4262,0.4-0.5,,65,3.446,False,0.774
nwpu_positive_209_000,nwpu_positive_209,train,7,ground_track_field,291,20,627,362,114754,992,577,rgb,0.63,0.6-0.7,,376,0.596,False,0.812
nwpu_positive_209_001,nwpu_positive_209,train,5,tennis_court,552,349,617,395,3019,992,577,rgb,0.6976,0.6-0.7,,72,3.111,False,0.582
nwpu_positive_210_000,nwpu_positive_210,train,7,ground_track_field,255,163,555,486,96888,858,518,rgb,0.5738,0.5-0.6,,355,0.631,False,0.769
nwpu_positive_211_000,nwpu_positive_211,train,7,ground_track_field,251,142,497,325,44910,761,533,rgb,0.5294,0.5-0.6,,271,0.827,False,0.612
nwpu_positive_212_000,nwpu_positive_212,train,7,ground_track_field,259,230,523,411,47569,894,545,rgb,0.4338,0.4-0.5,,291,0.77,False,0.562
nwpu_positive_213_000,nwpu_positive_213,train,7,ground_track_field,656,108,769,507,45258,912,515,rgb,0.5295,0.5-0.6,,439,0.51,False,0.235
nwpu_positive_214_000,nwpu_positive_214,train,7,ground_track_field,233,96,448,389,62914,869,562,rgb,0.6643,0.6-0.7,,322,0.696,False,0.607
nwpu_positive_215_000,nwpu_positive_215,train,7,ground_track_field,207,115,406,459,68554,809,552,rgb,0.6738,0.6-0.7,,378,0.593,False,0.48
nwpu_positive_216_000,nwpu_positive_216,train,7,ground_track_field,24,54,301,264,57995,1192,617,rgb,0.6688,0.6-0.7,,305,0.734,False,0.623
nwpu_positive_216_001,nwpu_positive_216,train,5,tennis_court,948,430,991,504,3207,1192,617,rgb,0.5686,0.5-0.6,,82,2.732,False,0.477
nwpu_positive_216_002,nwpu_positive_216,train,5,tennis_court,989,438,1033,490,2262,1192,617,rgb,0.4332,0.4-0.5,,57,3.93,False,0.696
nwpu_positive_216_003,nwpu_positive_216,train,5,tennis_court,996,427,1074,493,5123,1192,617,rgb,0.5795,0.5-0.6,,85,2.635,False,0.709
nwpu_positive_216_004,nwpu_positive_216,train,5,tennis_court,1047,410,1094,488,3696,1192,617,rgb,0.5328,0.5-0.6,,87,2.575,False,0.488
nwpu_positive_216_005,nwpu_positive_216,train,5,tennis_court,1051,498,1118,596,6565,1192,617,rgb,0.5113,0.5-0.6,,108,2.074,False,0.563
nwpu_positive_216_006,nwpu_positive_216,train,5,tennis_court,1088,492,1128,561,2786,1192,617,rgb,0.6378,0.6-0.7,,76,2.947,False,0.482
nwpu_positive_216_007,nwpu_positive_216,train,4,baseball_diamond,628,263,754,304,5178,1192,617,rgb,0.5105,0.5-0.6,,139,1.612,False,0.268
nwpu_positive_216_008,nwpu_positive_216,train,6,basketball_court,1014,335,1092,364,2324,1192,617,rgb,0.65,0.6-0.7,,86,2.605,False,0.314
