proposal_id,split,verdict,corpus,image_uid,predicted_class,verified_class,iou,sensor,box_fill
clean:nwpu_positive_144_000,train,accept,clean,nwpu_positive_144,basketball_court,basketball_court,1.0,rgb,0.398
clean:nwpu_positive_145_000,val,accept,clean,nwpu_positive_145,basketball_court,basketball_court,1.0,rgb,0.562
clean:nwpu_positive_145_001,val,accept,clean,nwpu_positive_145,basketball_court,basketball_court,1.0,rgb,0.569
clean:nwpu_positive_145_002,val,accept,clean,nwpu_positive_145,tennis_court,tennis_court,1.0,rgb,0.564
clean:nwpu_positive_145_003,val,accept,clean,nwpu_positive_145,tennis_court,tennis_court,1.0,rgb,0.573
clean:nwpu_positive_145_004,val,accept,clean,nwpu_positive_145,tennis_court,tennis_court,1.0,rgb,0.685
clean:nwpu_positive_145_005,val,accept,clean,nwpu_positive_145,tennis_court,tennis_court,1.0,rgb,0.646
clean:nwpu_positive_146_000,train,accept,clean,nwpu_positive_146,basketball_court,basketball_court,1.0,rgb,0.496
clean:nwpu_positive_146_001,train,accept,clean,nwpu_positive_146,basketball_court,basketball_court,1.0,rgb,0.511
clean:nwpu_positive_146_002,train,accept,clean,nwpu_positive_146,tennis_court,tennis_court,1.0,rgb,0.292
clean:nwpu_positive_146_003,train,accept,clean,nwpu_positive_146,tennis_court,tennis_court,1.0,rgb,0.264
clean:nwpu_positive_146_004,train,accept,clean,nwpu_positive_146,tennis_court,tennis_court,1.0,rgb,0.275
clean:nwpu_positive_146_005,train,accept,clean,nwpu_positive_146,tennis_court,tennis_court,1.0,rgb,0.276
clean:nwpu_positive_146_006,train,accept,clean,nwpu_positive_146,tennis_court,tennis_court,1.0,rgb,0.274
clean:nwpu_positive_146_007,train,accept,clean,nwpu_positive_146,tennis_court,tennis_court,1.0,rgb,0.3
clean:nwpu_positive_146_008,train,accept,clean,nwpu_positive_146,baseball_diamond,baseball_diamond,1.0,rgb,0.508
clean:nwpu_positive_148_000,train,accept,clean,nwpu_positive_148,basketball_court,basketball_court,1.0,rgb,0.706
clean:nwpu_positive_148_001,train,accept,clean,nwpu_positive_148,tennis_court,tennis_court,1.0,rgb,0.527
clean:nwpu_positive_148_002,train,accept,clean,nwpu_positive_148,tennis_court,tennis_court,1.0,rgb,0.513
clean:nwpu_positive_149_000,train,accept,clean,nwpu_positive_149,basketball_court,basketball_court,1.0,rgb,0.72
clean:nwpu_positive_149_001,train,accept,clean,nwpu_positive_149,tennis_court,tennis_court,1.0,rgb,0.56
clean:nwpu_positive_149_002,train,accept,clean,nwpu_positive_149,tennis_court,tennis_court,1.0,rgb,0.602
clean:nwpu_positive_150_000,train,accept,clean,nwpu_positive_150,basketball_court,basketball_court,1.0,rgb,0.618
clean:nwpu_positive_150_001,train,accept,clean,nwpu_positive_150,basketball_court,basketball_court,1.0,rgb,0.629
clean:nwpu_positive_151_000,train,accept,clean,nwpu_positive_151,basketball_court,basketball_court,1.0,rgb,0.673
clean:nwpu_positive_151_001,train,accept,clean,nwpu_positive_151,basketball_court,basketball_court,1.0,rgb,0.687
clean:nwpu_positive_153_000,train,accept,clean,nwpu_positive_153,basketball_court,basketball_court,1.0,rgb,0.821
clean:nwpu_positive_153_001,train,accept,clean,nwpu_positive_153,basketball_court,basketball_court,1.0,rgb,0.741
clean:nwpu_positive_154_000,train,accept,clean,nwpu_positive_154,basketball_court,basketball_court,1.0,rgb,0.403
clean:nwpu_positive_154_001,train,accept,clean,nwpu_positive_154,basketball_court,basketball_court,1.0,rgb,0.431
clean:nwpu_positive_155_000,train,accept,clean,nwpu_positive_155,basketball_court,basketball_court,1.0,rgb,0.554
clean:nwpu_positive_156_000,train,accept,clean,nwpu_positive_156,basketball_court,basketball_court,1.0,rgb,0.445
clean:nwpu_positive_156_001,train,accept,clean,nwpu_positive_156,basketball_court,basketball_court,1.0,rgb,0.414
clean:nwpu_positive_156_002,train,accept,clean,nwpu_positive_156,tennis_court,tennis_court,1.0,rgb,0.484
clean:nwpu_positive_156_003,train,accept,clean,nwpu_positive_156,tennis_court,tennis_court,1.0,rgb,0.455
clean:nwpu_positive_157_000,train,accept,clean,nwpu_positive_157,basketball_court,basketball_court,1.0,rgb,0.72
clean:nwpu_positive_159_000,train,accept,clean,nwpu_positive_159,basketball_court,basketball_court,1.0,rgb,0.508
clean:nwpu_positive_159_001,train,accept,clean,nwpu_positive_159,basketball_court,basketball_court,1.0,rgb,0.521
clean:nwpu_positive_160_000,val,accept,clean,nwpu_positive_160,basketball_court,basketball_court,1.0,rgb,0.542
clean:nwpu_positive_161_000,val,accept,clean,nwpu_positive_161,basketball_court,basketball_court,1.0,rgb,0.555
clean:nwpu_positive_162_000,val,accept,clean,nwpu_positive_162,basketball_court,basketball_court,1.0,rgb,0.75
clean:nwpu_positive_162_001,val,accept,clean,nwpu_positive_162,basketball_court,basketball_court,1.0,rgb,0.624
clean:nwpu_positive_163_000,val,accept,clean,nwpu_positive_163,basketball_court,basketball_court,1.0,rgb,0.437
clean:nwpu_positive_163_001,val,accept,clean,nwpu_positive_163,basketball_court,basketball_court,1.0,rgb,0.667
clean:nwpu_positive_164_000,train,accept,clean,nwpu_positive_164,basketball_court,basketball_court,1.0,rgb,0.654
clean:nwpu_positive_164_001,train,accept,clean,nwpu_positive_164,basketball_court,basketball_court,1.0,rgb,0.623
clean:nwpu_positive_165_000,train,accept,clean,nwpu_positive_165,bridge,bridge,1.0,rgb,0.689
clean:nwpu_positive_165_001,train,accept,clean,nwpu_positive_165,bridge,bridge,1.0,rgb,0.58
clean:nwpu_positive_165_002,train,accept,clean,nwpu_positive_165,bridge,bridge,1.0,rgb,0.73
clean:nwpu_positive_166_000,train,accept,clean,nwpu_positive_166,bridge,bridge,1.0,rgb,0.499
clean:nwpu_positive_166_001,train,accept,clean,nwpu_positive_166,bridge,bridge,1.0,rgb,0.748
clean:nwpu_positive_166_002,train,accept,clean,nwpu_positive_166,bridge,bridge,1.0,rgb,0.749
clean:nwpu_positive_167_000,val,accept,clean,nwpu_positive_167,bridge,bridge,1.0,rgb,0.415
clean:nwpu_positive_168_000,train,accept,clean,nwpu_positive_168,bridge,bridge,1.0,rgb,0.41
clean:nwpu_positive_169_000,train,accept,clean,nwpu_positive_169,bridge,bridge,1.0,rgb,0.614
clean:nwpu_positive_170_000,val,accept,clean,nwpu_positive_170,bridge,bridge,1.0,rgb,0.401
clean:nwpu_positive_171_000,val,accept,clean,nwpu_positive_171,bridge,bridge,1.0,rgb,0.59
clean:nwpu_positive_172_000,train,accept,clean,nwpu_positive_172,bridge,bridge,1.0,rgb,0.652
clean:nwpu_positive_172_001,train,accept,clean,nwpu_positive_172,bridge,bridge,1.0,rgb,0.81
clean:nwpu_positive_172_002,train,accept,clean,nwpu_positive_172,bridge,bridge,1.0,rgb,0.303
clean:nwpu_positive_173_000,train,accept,clean,nwpu_positive_173,bridge,bridge,1.0,rgb,0.41
clean:nwpu_positive_173_001,train,accept,clean,nwpu_positive_173,bridge,bridge,1.0,rgb,0.312
clean:nwpu_positive_173_002,train,accept,clean,nwpu_positive_173,bridge,bridge,1.0,rgb,0.405
clean:nwpu_positive_173_003,train,accept,clean,nwpu_positive_173,bridge,bridge,1.0,rgb,0.421
clean:nwpu_positive_173_004,train,accept,clean,nwpu_positive_173,bridge,bridge,1.0,rgb,0.53
clean:nwpu_positive_174_000,train,accept,clean,nwpu_positive_174,bridge,bridge,1.0,rgb,0.384
clean:nwpu_positive_175_000,train,accept,clean,nwpu_positive_175,bridge,bridge,1.0,rgb,0.437
clean:nwpu_positive_176_000,train,accept,clean,nwpu_positive_176,bridge,bridge,1.0,rgb,0.463
clean:nwpu_positive_177_000,train,accept,clean,nwpu_positive_177,bridge,bridge,1.0,rgb,0.756
clean:nwpu_positive_177_001,train,accept,clean,nwpu_positive_177,bridge,bridge,1.0,rgb,0.668
clean:nwpu_positive_177_002,train,accept,clean,nwpu_positive_177,bridge,bridge,1.0,rgb,0.562
clean:nwpu_positive_178_000,train,accept,clean,nwpu_positive_178,bridge,bridge,1.0,rgb,0.419
clean:nwpu_positive_179_000,train,accept,clean,nwpu_positive_179,bridge,bridge,1.0,rgb,0.647
clean:nwpu_positive_180_000,val,accept,clean,nwpu_positive_180,bridge,bridge,1.0,rgb,0.507
clean:nwpu_positive_180_001,val,accept,clean,nwpu_positive_180,bridge,bridge,1.0,rgb,0.632
clean:nwpu_positive_182_000,train,accept,clean,nwpu_positive_182,bridge,bridge,1.0,rgb,0.488
clean:nwpu_positive_183_000,train,accept,clean,nwpu_positive_183,bridge,bridge,1.0,rgb,0.556
clean:nwpu_positive_186_000,train,accept,clean,nwpu_positive_186,bridge,bridge,1.0,rgb,0.569
clean:nwpu_positive_186_001,train,accept,clean,nwpu_positive_186,bridge,bridge,1.0,rgb,0.683
clean:nwpu_positive_187_000,train,accept,clean,nwpu_positive_187,bridge,bridge,1.0,rgb,0.735
clean:nwpu_positive_188_000,val,accept,clean,nwpu_positive_188,bridge,bridge,1.0,rgb,0.376
clean:nwpu_positive_189_000,train,accept,clean,nwpu_positive_189,bridge,bridge,1.0,rgb,0.62
clean:nwpu_positive_189_001,train,accept,clean,nwpu_positive_189,bridge,bridge,1.0,rgb,0.67
clean:nwpu_positive_190_000,train,accept,clean,nwpu_positive_190,bridge,bridge,1.0,rgb,0.599
clean:nwpu_positive_191_000,train,accept,clean,nwpu_positive_191,bridge,bridge,1.0,rgb,0.658
clean:nwpu_positive_191_001,train,accept,clean,nwpu_positive_191,bridge,bridge,1.0,rgb,0.548
clean:nwpu_positive_192_000,train,accept,clean,nwpu_positive_192,bridge,bridge,1.0,rgb,0.764
clean:nwpu_positive_192_001,train,accept,clean,nwpu_positive_192,bridge,bridge,1.0,rgb,0.786
clean:nwpu_positive_192_002,train,accept,clean,nwpu_positive_192,bridge,bridge,1.0,rgb,0.558
clean:nwpu_positive_193_000,train,accept,clean,nwpu_positive_193,bridge,bridge,1.0,rgb,0.695
clean:nwpu_positive_193_001,train,accept,clean,nwpu_positive_193,bridge,bridge,1.0,rgb,0.523
clean:nwpu_positive_194_000,train,accept,clean,nwpu_positive_194,bridge,bridge,1.0,rgb,0.442
clean:nwpu_positive_196_000,train,accept,clean,nwpu_positive_196,bridge,bridge,1.0,rgb,0.746
clean:nwpu_positive_196_001,train,accept,clean,nwpu_positive_196,bridge,bridge,1.0,rgb,0.433
clean:nwpu_positive_196_002,train,accept,clean,nwpu_positive_196,bridge,bridge,1.0,rgb,0.696
clean:nwpu_positive_197_000,train,accept,clean,nwpu_positive_197,ground_track_field,ground_track_field,1.0,rgb,0.593
clean:nwpu_positive_198_000,train,accept,clean,nwpu_positive_198,ground_track_field,ground_track_field,1.0,rgb,0.487
clean:nwpu_positive_199_000,train,accept,clean,nwpu_positive_199,ground_track_field,ground_track_field,1.0,rgb,0.587
clean:nwpu_positive_200_000,train,accept,clean,nwpu_positive_200,baseball_diamond,baseball_diamond,1.0,rgb,0.646
clean:nwpu_positive_200_001,train,accept,clean,nwpu_positive_200,ground_track_field,ground_track_field,1.0,rgb,0.707
clean:nwpu_positive_201_000,train,accept,clean,nwpu_positive_201,baseball_diamond,baseball_diamond,1.0,rgb,0.588
clean:nwpu_positive_201_001,train,accept,clean,nwpu_positive_201,baseball_diamond,baseball_diamond,1.0,rgb,0.664
clean:nwpu_positive_201_002,train,accept,clean,nwpu_positive_201,tennis_court,tennis_court,1.0,rgb,0.772
clean:nwpu_positive_201_003,train,accept,clean,nwpu_positive_201,tennis_court,tennis_court,1.0,rgb,0.816
clean:nwpu_positive_201_004,train,accept,clean,nwpu_positive_201,tennis_court,tennis_court,1.0,rgb,0.778
clean:nwpu_positive_201_005,train,accept,clean,nwpu_positive_201,ground_track_field,ground_track_field,1.0,rgb,0.771
clean:nwpu_positive_202_000,train,accept,clean,nwpu_positive_202,tennis_court,tennis_court,1.0,rgb,0.701
clean:nwpu_positive_202_001,train,accept,clean,nwpu_positive_202,tennis_court,tennis_court,1.0,rgb,0.693
clean:nwpu_positive_202_002,train,accept,clean,nwpu_positive_202,tennis_court,tennis_court,1.0,rgb,0.734
clean:nwpu_positive_202_003,train,accept,clean,nwpu_positive_202,tennis_court,tennis_court,1.0,rgb,0.797
clean:nwpu_positive_202_004,train,accept,clean,nwpu_positive_202,tennis_court,tennis_court,1.0,rgb,0.759
clean:nwpu_positive_202_005,train,accept,clean,nwpu_positive_202,tennis_court,tennis_court,1.0,rgb,0.74
clean:nwpu_positive_202_006,train,accept,clean,nwpu_positive_202,ground_track_field,ground_track_field,1.0,rgb,0.782
clean:nwpu_positive_204_000,train,accept,clean,nwpu_positive_204,baseball_diamond,baseball_diamond,1.0,rgb,0.673
clean:nwpu_positive_204_001,train,accept,clean,nwpu_positive_204,tennis_court,tennis_court,1.0,rgb,0.519
clean:nwpu_positive_204_002,train,accept,clean,nwpu_positive_204,tennis_court,tennis_court,1.0,rgb,0.508
clean:nwpu_positive_204_003,train,accept,clean,nwpu_positive_204,ground_track_field,ground_track_field,1.0,rgb,0.662
clean:nwpu_positive_205_000,train,accept,clean,nwpu_positive_205,ground_track_field,ground_track_field,1.0,rgb,0.758
clean:nwpu_positive_205_001,train,accept,clean,nwpu_positive_205,tennis_court,tennis_court,1.0,rgb,0.788
clean:nwpu_positive_205_002,train,accept,clean,nwpu_positive_205,tennis_court,tennis_court,1.0,rgb,0.75
clean:nwpu_positive_205_003,train,accept,clean,nwpu_positive_205,tennis_court,tennis_court,1.0,rgb,0.729
clean:nwpu_positive_205_004,train,accept,clean,nwpu_positive_205,tennis_court,tennis_court,1.0,rgb,0.765
clean:nwpu_positive_205_005,train,accept,clean,nwpu_positive_205,tennis_court,tennis_court,1.0,rgb,0.774
clean:nwpu_positive_205_006,train,accept,clean,nwpu_positive_205,tennis_court,tennis_court,1.0,rgb,0.707
clean:nwpu_positive_205_007,train,accept,clean,nwpu_positive_205,tennis_court,tennis_court,1.0,rgb,0.677
clean:nwpu_positive_206_000,train,accept,clean,nwpu_positive_206,ground_track_field,ground_track_field,1.0,rgb,0.369
clean:nwpu_positive_208_000,val,accept,clean,nwpu_positive_208,ground_track_field,ground_track_field,1.0,rgb,0.278
clean:nwpu_positive_208_001,val,accept,clean,nwpu_positive_208,tennis_court,tennis_court,1.0,rgb,0.624
clean:nwpu_positive_209_000,train,accept,clean,nwpu_positive_209,ground_track_field,ground_track_field,1.0,rgb,0.682
clean:nwpu_positive_209_001,train,accept,clean,nwpu_positive_209,tennis_court,tennis_court,1.0,rgb,0.519
clean:nwpu_positive_210_000,train,accept,clean,nwpu_positive_210,ground_track_field,ground_track_field,1.0,rgb,0.709
clean:nwpu_positive_211_000,train,accept,clean,nwpu_positive_211,ground_track_field,ground_track_field,1.0,rgb,0.368
clean:nwpu_positive_212_000,train,accept,clean,nwpu_positive_212,ground_track_field,ground_track_field,1.0,rgb,0.796
clean:nwpu_positive_213_000,train,accept,clean,nwpu_positive_213,ground_track_field,ground_track_field,1.0,rgb,0.407
clean:nwpu_positive_214_000,train,accept,clean,nwpu_positive_214,ground_track_field,ground_track_field,1.0,rgb,0.718
clean:nwpu_positive_215_000,train,accept,clean,nwpu_positive_215,ground_track_field,ground_track_field,1.0,rgb,0.557
clean:nwpu_positive_216_000,train,accept,clean,nwpu_positive_216,ground_track_field,ground_track_field,1.0,rgb,0.743
clean:nwpu_positive_216_001,train,accept,clean,nwpu_positive_216,tennis_court,tennis_court,1.0,rgb,0.712
clean:nwpu_positive_216_002,train,accept,clean,nwpu_positive_216,tennis_court,tennis_court,1.0,rgb,0.747
clean:nwpu_positive_216_003,train,accept,clean,nwpu_positive_216,tennis_court,tennis_court,1.0,rgb,0.776
clean:nwpu_positive_216_004,train,accept,clean,nwpu_positive_216,tennis_court,tennis_court,1.0,rgb,0.804
clean:nwpu_positive_216_005,train,accept,clean,nwpu_positive_216,tennis_court,tennis_court,1.0,rgb,0.645
clean:nwpu_positive_216_006,train,accept,clean,nwpu_positive_216,tennis_court,tennis_court,1.0,rgb,0.779
clean:nwpu_positive_216_007,train,accept,clean,nwpu_positive_216,baseball_diamond,baseball_diamond,1.0,rgb,0.585
clean:nwpu_positive_216_008,train,accept,clean,nwpu_positive_216,basketball_court,basketball_court,1.0,rgb,0.496
clean:nwpu_positive_217_000,train,accept,clean,nwpu_positive_217,ground_track_field,ground_track_field,1.0,rgb,0.618
clean:nwpu_positive_219_000,train,accept,clean,nwpu_positive_219,ground_track_field,ground_track_field,1.0,rgb,0.428
clean:nwpu_positive_220_000,val,accept,clean,nwpu_positive_220,ground_track_field,ground_track_field,1.0,rgb,0.826
clean:nwpu_positive_221_000,train,accept,clean,nwpu_positive_221,ground_track_field,ground_track_field,1.0,rgb,0.789
clean:nwpu_positive_222_000,train,accept,clean,nwpu_positive_222,ground_track_field,ground_track_field,1.0,rgb,0.599
clean:nwpu_positive_222_001,train,accept,clean,nwpu_positive_222,tennis_court,tennis_court,1.0,rgb,0.403
clean:nwpu_positive_222_002,train,accept,clean,nwpu_positive_222,tennis_court,tennis_court,1.0,rgb,0.428
clean:nwpu_positive_222_003,train,accept,clean,nwpu_positive_222,tennis_court,tennis_court,1.0,rgb,0.413
clean:nwpu_positive_222_004,train,accept,clean,nwpu_positive_222,tennis_court,tennis_court,1.0,rgb,0.432
clean:nwpu_positive_224_000,train,accept,clean,nwpu_positive_224,ground_track_field,ground_track_field,1.0,rgb,0.382
clean:nwpu_positive_225_000,train,accept,clean,nwpu_positive_225,ground_track_field,ground_track_field,1.0,rgb,0.826
clean:nwpu_positive_227_000,train,accept,clean,nwpu_positive_227,ground_track_field,ground_track_field,1.0,rgb,0.813
clean:nwpu_positive_228_000,train,accept,clean,nwpu_positive_228,ground_track_field,ground_track_field,1.0,rgb,0.634
clean:nwpu_positive_228_001,train,accept,clean,nwpu_positive_228,tennis_court,tennis_court,1.0,rgb,0.462
clean:nwpu_positive_228_002,train,accept,clean,nwpu_positive_228,tennis_court,tennis_court,1.0,rgb,0.523
clean:nwpu_positive_229_000,train,accept,clean,nwpu_positive_229,ground_track_field,ground_track_field,1.0,rgb,0.405
clean:nwpu_positive_230_000,train,accept,clean,nwpu_positive_230,ground_track_field,ground_track_field,1.0,rgb,0.695
clean:nwpu_positive_231_000,train,accept,clean,nwpu_positive_231,ground_track_field,ground_track_field,1.0,rgb,0.507
clean:nwpu_positive_231_001,train,accept,clean,nwpu_positive_231,basketball_court,basketball_court,1.0,rgb,0.752
clean:nwpu_positive_231_002,train,accept,clean,nwpu_positive_231,tennis_court,tennis_court,1.0,rgb,0.621
clean:nwpu_positive_232_000,train,accept,clean,nwpu_positive_232,ground_track_field,ground_track_field,1.0,rgb,0.65
clean:nwpu_positive_233_000,train,accept,clean,nwpu_positive_233,ground_track_field,ground_track_field,1.0,rgb,0.597
clean:nwpu_positive_233_001,train,accept,clean,nwpu_positive_233,baseball_diamond,baseball_diamond,1.0,rgb,0.651
clean:nwpu_positive_233_002,train,accept,clean,nwpu_positive_233,baseball_diamond,baseball_diamond,1.0,rgb,0.579
clean:nwpu_positive_233_003,train,accept,clean,nwpu_positive_233,baseball_diamond,baseball_diamond,1.0,rgb,0.68
clean:nwpu_positive_233_004,train,accept,clean,nwpu_positive_233,baseball_diamond,baseball_diamond,1.0,rgb,0.647
clean:nwpu_positive_234_000,val,accept,clean,nwpu_positive_234,ground_track_field,ground_track_field,1.0,rgb,0.76
clean:nwpu_positive_234_001,val,accept,clean,nwpu_positive_234,baseball_diamond,baseball_diamond,1.0,rgb,0.604
clean:nwpu_positive_234_002,val,accept,clean,nwpu_positive_234,baseball_diamond,baseball_diamond,1.0,rgb,0.611
clean:nwpu_positive_234_003,val,accept,clean,nwpu_positive_234,baseball_diamond,baseball_diamond,1.0,rgb,0.537
clean:nwpu_positive_235_000,train,accept,clean,nwpu_positive_235,ground_track_field,ground_track_field,1.0,rgb,0.656
clean:nwpu_positive_236_000,train,accept,clean,nwpu_positive_236,ground_track_field,ground_track_field,1.0,rgb,0.415
clean:nwpu_positive_236_001,train,accept,clean,nwpu_positive_236,baseball_diamond,baseball_diamond,1.0,rgb,0.503
clean:nwpu_positive_236_002,train,accept,clean,nwpu_positive_236,baseball_diamond,baseball_diamond,1.0,rgb,0.562
clean:nwpu_positive_237_000,val,accept,clean,nwpu_positive_237,ground_track_field,ground_track_field,1.0,rgb,0.794
clean:nwpu_positive_238_000,train,accept,clean,nwpu_positive_238,ground_track_field,ground_track_field,1.0,rgb,0.743
clean:nwpu_positive_238_001,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.739
clean:nwpu_positive_238_002,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.79
clean:nwpu_positive_238_003,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.606
clean:nwpu_positive_238_004,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.675
clean:nwpu_positive_238_005,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.642
clean:nwpu_positive_238_006,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.618
clean:nwpu_positive_238_007,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.694
clean:nwpu_positive_238_008,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.576
clean:nwpu_positive_238_009,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.637
clean:nwpu_positive_238_010,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.656
clean:nwpu_positive_238_011,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.665
clean:nwpu_positive_238_012,train,accept,clean,nwpu_positive_238,tennis_court,tennis_court,1.0,rgb,0.636
clean:nwpu_positive_238_013,train,accept,clean,nwpu_positive_238,baseball_diamond,baseball_diamond,1.0,rgb,0.507
clean:nwpu_positive_240_000,train,accept,clean,nwpu_positive_240,ground_track_field,ground_track_field,1.0,rgb,0.711
clean:nwpu_positive_241_000,val,accept,clean,nwpu_positive_241,ground_track_field,ground_track_field,1.0,rgb,0.774
clean:nwpu_positive_243_000,train,accept,clean,nwpu_positive_243,ground_track_field,ground_track_field,1.0,rgb,0.636
clean:nwpu_positive_244_000,train,accept,clean,nwpu_positive_244,ground_track_field,ground_track_field,1.0,rgb,0.625
clean:nwpu_positive_245_000,train,accept,clean,nwpu_positive_245,ground_track_field,ground_track_field,1.0,rgb,0.644
clean:nwpu_positive_245_001,train,accept,clean,nwpu_positive_245,tennis_court,tennis_court,1.0,rgb,0.574
clean:nwpu_positive_245_002,train,accept,clean,nwpu_positive_245,tennis_court,tennis_court,1.0,rgb,0.692
clean:nwpu_positive_245_003,train,accept,clean,nwpu_positive_245,tennis_court,tennis_court,1.0,rgb,0.527
clean:nwpu_positive_245_004,train,accept,clean,nwpu_positive_245,baseball_diamond,baseball_diamond,1.0,rgb,0.585
clean:nwpu_positive_245_005,train,accept,clean,nwpu_positive_245,baseball_diamond,baseball_diamond,1.0,rgb,0.586
clean:nwpu_positive_246_000,train,accept,clean,nwpu_positive_246,ground_track_field,ground_track_field,1.0,rgb,0.737
clean:nwpu_positive_246_001,train,accept,clean,nwpu_positive_246,tennis_court,tennis_court,1.0,rgb,0.701
clean:nwpu_positive_246_002,train,accept,clean,nwpu_positive_246,tennis_court,tennis_court,1.0,rgb,0.689
clean:nwpu_positive_246_003,train,accept,clean,nwpu_positive_246,tennis_court,tennis_court,1.0,rgb,0.787
clean:nwpu_positive_246_004,train,accept,clean,nwpu_positive_246,tennis_court,tennis_court,1.0,rgb,0.816
clean:nwpu_positive_246_005,train,accept,clean,nwpu_positive_246,basketball_court,basketball_court,1.0,rgb,0.58
clean:nwpu_positive_246_006,train,accept,clean,nwpu_positive_246,basketball_court,basketball_court,1.0,rgb,0.505
clean:nwpu_positive_247_000,val,accept,clean,nwpu_positive_247,ground_track_field,ground_track_field,1.0,rgb,0.561
clean:nwpu_positive_247_001,val,accept,clean,nwpu_positive_247,tennis_court,tennis_court,1.0,rgb,0.754
clean:nwpu_positive_247_002,val,accept,clean,nwpu_positive_247,tennis_court,tennis_court,1.0,rgb,0.768
clean:nwpu_positive_247_003,val,accept,clean,nwpu_positive_247,tennis_court,tennis_court,1.0,rgb,0.803
clean:nwpu_positive_247_004,val,accept,clean,nwpu_positive_247,tennis_court,tennis_court,1.0,rgb,0.769
clean:nwpu_positive_247_005,val,accept,clean,nwpu_positive_247,baseball_diamond,baseball_diamond,1.0,rgb,0.472
clean:nwpu_positive_247_006,val,accept,clean,nwpu_positive_247,baseball_diamond,baseball_diamond,1.0,rgb,0.621
clean:nwpu_positive_247_007,val,accept,clean,nwpu_positive_247,baseball_diamond,baseball_diamond,1.0,rgb,0.714
clean:nwpu_positive_248_000,train,accept,clean,nwpu_positive_248,ground_track_field,ground_track_field,1.0,rgb,0.661
clean:nwpu_positive_249_000,train,accept,clean,nwpu_positive_249,ground_track_field,ground_track_field,1.0,rgb,0.643
clean:nwpu_positive_249_001,train,accept,clean,nwpu_positive_249,baseball_diamond,baseball_diamond,1.0,rgb,0.523
clean:nwpu_positive_250_000,train,accept,clean,nwpu_positive_250,ground_track_field,ground_track_field,1.0,rgb,0.516
clean:nwpu_positive_250_001,train,accept,clean,nwpu_positive_250,tennis_court,tennis_court,1.0,rgb,0.429
clean:nwpu_positive_250_002,train,accept,clean,nwpu_positive_250,tennis_court,tennis_court,1.0,rgb,0.427
clean:nwpu_positive_250_003,train,accept,clean,nwpu_positive_250,tennis_court,tennis_court,1.0,rgb,0.432
clean:nwpu_positive_250_004,train,accept,clean,nwpu_positive_250,tennis_court,tennis_court,1.0,rgb,0.45
clean:nwpu_positive_250_005,train,accept,clean,nwpu_positive_250,baseball_diamond,baseball_diamond,1.0,rgb,0.697
clean:nwpu_positive_250_006,train,accept,clean,nwpu_positive_250,baseball_diamond,baseball_diamond,1.0,rgb,0.759
clean:nwpu_positive_250_007,train,accept,clean,nwpu_positive_250,baseball_diamond,baseball_diamond,1.0,rgb,0.702
clean:nwpu_positive_251_000,train,accept,clean,nwpu_positive_251,ground_track_field,ground_track_field,1.0,rgb,0.728
clean:nwpu_positive_251_001,train,accept,clean,nwpu_positive_251,baseball_diamond,baseball_diamond,1.0,rgb,0.554
clean:nwpu_positive_251_002,train,accept,clean,nwpu_positive_251,baseball_diamond,baseball_diamond,1.0,rgb,0.586
clean:nwpu_positive_252_000,val,accept,clean,nwpu_positive_252,ground_track_field,ground_track_field,1.0,rgb,0.474
clean:nwpu_positive_252_001,val,accept,clean,nwpu_positive_252,tennis_court,tennis_court,1.0,rgb,0.641
clean:nwpu_positive_252_002,val,accept,clean,nwpu_positive_252,tennis_court,tennis_court,1.0,rgb,0.67
clean:nwpu_positive_252_003,val,accept,clean,nwpu_positive_252,tennis_court,tennis_court,1.0,rgb,0.606
clean:nwpu_positive_252_004,val,accept,clean,nwpu_positive_252,tennis_court,tennis_court,1.0,rgb,0.576
clean:nwpu_positive_252_005,val,accept,clean,nwpu_positive_252,tennis_court,tennis_court,1.0,rgb,0.618
clean:nwpu_positive_252_006,val,accept,clean,nwpu_positive_252,tennis_court,tennis_court,1.0,rgb,0.661
clean:nwpu_positive_252_007,val,accept,clean,nwpu_positive_252,tennis_court,tennis_court,1.0,rgb,0.678
clean:nwpu_positive_252_008,val,accept,clean,nwpu_positive_252,tennis_court,tennis_court,1.0,rgb,0.701
clean:nwpu_positive_252_009,val,accept,clean,nwpu_positive_252,baseball_diamond,baseball_diamond,1.0,rgb,0.587
clean:nwpu_positive_253_000,train,accept,clean,nwpu_positive_253,ground_track_field,ground_track_field,1.0,rgb,0.551
