proposal_id,verdict,predicted_class,verified_class,b2_score,vlm_p_yes
jitter:nwpu_positive_316_011,relabel,vehicle,storage_tank,0.000237,0.076251
jitter_low:nwpu_positive_500_004,reject_localisation,ship,ship,0.000226,0.967678
jitter:nwpu_positive_081_006,relabel,basketball_court,tennis_court,0.000223,0.133692
jitter:nwpu_positive_114_001,relabel,ground_track_field,baseball_diamond,0.00022,0.560575
jitter_low:nwpu_positive_309_008,reject_localisation,storage_tank,storage_tank,0.000219,0.854904
jitter_low:nwpu_positive_544_001,reject_localisation,bridge,bridge,0.000217,0.54767
background:bg_positive_free_nwpu_positive_390_000,reject_background,ship,,0.000213,0.18326
jitter:nwpu_positive_142_001,relabel,baseball_diamond,basketball_court,0.000202,0.023666
background:bg_positive_free_nwpu_positive_163_000,reject_background,basketball_court,,0.000201,0.053976
jitter:nwpu_positive_038_004,relabel,storage_tank,airplane,0.000198,0.042459
background:bg_negative_image_nwpu_background_114_002,reject_background,baseball_diamond,,0.000185,0.377541
jitter:nwpu_positive_035_016,relabel,storage_tank,airplane,0.000184,0.095349
jitter_low:nwpu_positive_208_001,reject_localisation,tennis_court,tennis_court,0.000171,0.354088
background:bg_negative_image_nwpu_background_053_003,reject_background,ship,,0.000165,0.338554
background:bg_positive_free_nwpu_positive_489_000,reject_background,vehicle,,0.000156,0.054169
jitter_low:nwpu_positive_309_000,reject_localisation,ship,ship,0.000146,0.883252
jitter:nwpu_positive_038_009,relabel,storage_tank,airplane,0.000143,0.047426
jitter_low:nwpu_positive_038_008,reject_localisation,airplane,airplane,0.000128,0.674516
jitter:nwpu_positive_350_004,relabel,baseball_diamond,basketball_court,0.000126,0.047681
background:bg_negative_image_nwpu_background_030_001,reject_background,vehicle,,0.000118,0.377541
background:bg_positive_free_nwpu_positive_504_000,reject_background,ship,,0.000116,0.933438
jitter:nwpu_positive_400_002,relabel,storage_tank,vehicle,0.000114,0.095583
background:bg_positive_free_nwpu_positive_268_000,reject_background,ship,,0.000112,0.276563
jitter_low:nwpu_positive_009_005,reject_localisation,airplane,airplane,0.00011,0.789927
background:bg_positive_free_nwpu_positive_453_000,reject_background,airplane,,0.000108,0.320821
background:bg_negative_image_nwpu_background_120_001,reject_background,ship,,0.000102,0.067944
jitter_low:nwpu_positive_259_000,reject_localisation,ground_track_field,ground_track_field,0.000101,0.739864
jitter_low:nwpu_positive_112_001,reject_localisation,baseball_diamond,baseball_diamond,9.9e-05,0.491973
background:bg_negative_image_nwpu_background_116_003,reject_background,storage_tank,,9.6e-05,0.077553
jitter:nwpu_positive_309_005,relabel,basketball_court,storage_tank,8.7e-05,0.033585
background:bg_positive_free_nwpu_positive_220_000,reject_background,vehicle,,7.8e-05,0.64165
background:bg_negative_image_nwpu_background_125_002,reject_background,ship,,6.8e-05,0.272694
background:bg_positive_free_nwpu_positive_114_000,reject_background,storage_tank,,6.7e-05,0.060753
background:bg_positive_free_nwpu_positive_060_000,reject_background,vehicle,,6.3e-05,0.492695
background:bg_positive_free_nwpu_positive_584_000,reject_background,ship,,6.1e-05,0.026647
jitter_low:nwpu_positive_559_001,reject_localisation,bridge,bridge,5.4e-05,0.882806
jitter_low:nwpu_positive_171_000,reject_localisation,bridge,bridge,5e-05,0.468803
jitter:nwpu_positive_081_005,relabel,basketball_court,tennis_court,4.4e-05,0.120615
jitter_low:nwpu_positive_615_003,reject_localisation,tennis_court,tennis_court,4.4e-05,0.269309
background:bg_negative_image_nwpu_background_053_002,reject_background,baseball_diamond,,4.3e-05,0.029998
background:bg_positive_free_nwpu_positive_270_000,reject_background,airplane,,4.1e-05,0.076516
background:bg_positive_free_nwpu_positive_038_000,reject_background,vehicle,,4e-05,0.442148
jitter_low:nwpu_positive_256_001,reject_localisation,baseball_diamond,baseball_diamond,4e-05,0.497927
background:bg_positive_free_nwpu_positive_414_000,reject_background,storage_tank,,3.4e-05,0.168661
background:bg_positive_free_nwpu_positive_075_000,reject_background,tennis_court,,2.8e-05,0.077771
background:bg_positive_free_nwpu_positive_563_000,reject_background,baseball_diamond,,2.7e-05,0.149956
background:bg_negative_image_nwpu_background_114_000,reject_background,vehicle,,2.7e-05,0.108134
background:bg_negative_image_nwpu_background_053_001,reject_background,vehicle,,1.8e-05,0.618326
jitter:nwpu_positive_318_014,relabel,ship,storage_tank,1.8e-05,0.076601
background:bg_positive_free_nwpu_positive_234_000,reject_background,vehicle,,1.6e-05,0.048394
background:bg_positive_free_nwpu_positive_117_000,reject_background,vehicle,,1.4e-05,0.060761
jitter:nwpu_positive_316_004,relabel,vehicle,storage_tank,1.2e-05,0.085722
background:bg_negative_image_nwpu_background_125_001,reject_background,airplane,,1.2e-05,0.053403
background:bg_negative_image_nwpu_background_036_003,reject_background,basketball_court,,1.1e-05,0.060538
background:bg_positive_free_nwpu_positive_058_000,reject_background,storage_tank,,1.1e-05,0.149055
background:bg_positive_free_nwpu_positive_171_000,reject_background,vehicle,,1.1e-05,0.412054
background:bg_positive_free_nwpu_positive_580_000,reject_background,vehicle,,1e-05,0.09651
background:bg_negative_image_nwpu_background_030_003,reject_background,vehicle,,1e-05,0.20547
background:bg_positive_free_nwpu_positive_503_000,reject_background,storage_tank,,6e-06,0.124861
background:bg_positive_free_nwpu_positive_380_000,reject_background,storage_tank,,6e-06,0.108314
background:bg_negative_image_nwpu_background_088_003,reject_background,ship,,5e-06,0.061167
background:bg_positive_free_nwpu_positive_009_000,reject_background,storage_tank,,5e-06,0.077771
background:bg_positive_free_nwpu_positive_188_000,reject_background,basketball_court,,5e-06,0.02224
background:bg_negative_image_nwpu_background_022_002,reject_background,airplane,,4e-06,0.095778
background:bg_negative_image_nwpu_background_125_000,reject_background,ground_track_field,,4e-06,0.091511
background:bg_positive_free_nwpu_positive_103_000,reject_background,baseball_diamond,,4e-06,0.498426
background:bg_positive_free_nwpu_positive_519_000,reject_background,harbor,,4e-06,0.088361
background:bg_negative_image_nwpu_background_123_002,reject_background,bridge,,3e-06,0.086147
background:bg_positive_free_nwpu_positive_387_000,reject_background,storage_tank,,3e-06,0.226098
background:bg_negative_image_nwpu_background_130_003,reject_background,storage_tank,,3e-06,0.149319
background:bg_positive_free_nwpu_positive_468_000,reject_background,tennis_court,,3e-06,0.439786
background:bg_positive_free_nwpu_positive_010_000,reject_background,tennis_court,,3e-06,0.048105
background:bg_negative_image_nwpu_background_088_001,reject_background,tennis_court,,3e-06,0.18443
background:bg_positive_free_nwpu_positive_566_000,reject_background,vehicle,,3e-06,0.806474
background:bg_negative_image_nwpu_background_116_000,reject_background,vehicle,,2e-06,0.054368
background:bg_positive_free_nwpu_positive_377_000,reject_background,ship,,2e-06,0.034053
background:bg_negative_image_nwpu_background_082_002,reject_background,ship,,2e-06,0.271912
jitter:nwpu_positive_316_012,relabel,ship,storage_tank,2e-06,0.03767
jitter_low:nwpu_positive_234_001,reject_localisation,baseball_diamond,baseball_diamond,2e-06,0.82305
background:bg_negative_image_nwpu_background_107_002,reject_background,bridge,,2e-06,0.2227
background:bg_negative_image_nwpu_background_130_000,reject_background,ground_track_field,,2e-06,0.183485
background:bg_positive_free_nwpu_positive_500_000,reject_background,ship,,2e-06,0.336749
background:bg_negative_image_nwpu_background_036_002,reject_background,bridge,,2e-06,0.32178
background:bg_positive_free_nwpu_positive_486_000,reject_background,baseball_diamond,,1e-06,0.135445
background:bg_positive_free_nwpu_positive_299_000,reject_background,storage_tank,,1e-06,0.088715
background:bg_positive_free_nwpu_positive_309_000,reject_background,storage_tank,,1e-06,0.128739
background:bg_negative_image_nwpu_background_022_000,reject_background,baseball_diamond,,1e-06,0.221734
background:bg_positive_free_nwpu_positive_048_000,reject_background,bridge,,1e-06,0.119203
background:bg_positive_free_nwpu_positive_308_000,reject_background,ship,,1e-06,0.262446
jitter_low:nwpu_positive_557_000,reject_localisation,bridge,bridge,1e-06,0.907484
background:bg_positive_free_nwpu_positive_162_000,reject_background,vehicle,,1e-06,0.151101
background:bg_positive_free_nwpu_positive_247_000,reject_background,harbor,,1e-06,0.043472
background:bg_positive_free_nwpu_positive_280_000,reject_background,tennis_court,,1e-06,0.043189
background:bg_positive_free_nwpu_positive_118_000,reject_background,storage_tank,,1e-06,0.149743
background:bg_positive_free_nwpu_positive_167_000,reject_background,basketball_court,,1e-06,0.016334
background:bg_positive_free_nwpu_positive_035_000,reject_background,basketball_court,,1e-06,0.05463
background:bg_negative_image_nwpu_background_052_000,reject_background,airplane,,1e-06,0.275538
background:bg_positive_free_nwpu_positive_401_000,reject_background,baseball_diamond,,1e-06,0.061457
background:bg_positive_free_nwpu_positive_259_000,reject_background,vehicle,,1e-06,0.096443
background:bg_positive_free_nwpu_positive_302_000,reject_background,vehicle,,1e-06,0.323278
background:bg_positive_free_nwpu_positive_408_000,reject_background,airplane,,1e-06,0.111122
background:bg_negative_image_nwpu_background_123_003,reject_background,storage_tank,,0.0,0.060761
background:bg_positive_free_nwpu_positive_208_000,reject_background,ground_track_field,,0.0,0.148753
background:bg_positive_free_nwpu_positive_170_000,reject_background,harbor,,0.0,0.121459
background:bg_positive_free_nwpu_positive_022_000,reject_background,tennis_court,,0.0,0.048658
background:bg_negative_image_nwpu_background_125_003,reject_background,airplane,,0.0,0.087778
background:bg_positive_free_nwpu_positive_279_000,reject_background,harbor,,0.0,0.140195
background:bg_positive_free_nwpu_positive_161_000,reject_background,baseball_diamond,,0.0,0.120615
background:bg_positive_free_nwpu_positive_456_000,reject_background,tennis_court,,0.0,0.068904
background:bg_positive_free_nwpu_positive_100_000,reject_background,vehicle,,0.0,0.169805
background:bg_positive_free_nwpu_positive_557_000,reject_background,airplane,,0.0,0.042775
background:bg_negative_image_nwpu_background_088_002,reject_background,ship,,0.0,0.148047
background:bg_positive_free_nwpu_positive_471_000,reject_background,ship,,0.0,0.020598
background:bg_positive_free_nwpu_positive_006_000,reject_background,tennis_court,,0.0,0.096367
background:bg_negative_image_nwpu_background_082_000,reject_background,tennis_court,,0.0,0.268941
background:bg_positive_free_nwpu_positive_374_000,reject_background,ship,,0.0,0.268941
background:bg_positive_free_nwpu_positive_316_000,reject_background,baseball_diamond,,0.0,0.064429
background:bg_positive_free_nwpu_positive_493_000,reject_background,tennis_court,,0.0,0.122418
background:bg_positive_free_nwpu_positive_559_000,reject_background,storage_tank,,0.0,0.223462
background:bg_negative_image_nwpu_background_036_000,reject_background,baseball_diamond,,0.0,0.203853
background:bg_positive_free_nwpu_positive_160_000,reject_background,ground_track_field,,0.0,0.350681
background:bg_negative_image_nwpu_background_030_002,reject_background,baseball_diamond,,0.0,0.039269
background:bg_negative_image_nwpu_background_107_003,reject_background,storage_tank,,0.0,0.076601
background:bg_negative_image_nwpu_background_088_000,reject_background,vehicle,,0.0,0.295524
background:bg_negative_image_nwpu_background_032_001,reject_background,airplane,,0.0,0.135742
background:bg_negative_image_nwpu_background_052_002,reject_background,ground_track_field,,0.0,0.166596
background:bg_positive_free_nwpu_positive_524_000,reject_background,airplane,,0.0,0.020543
background:bg_positive_free_nwpu_positive_142_000,reject_background,storage_tank,,0.0,0.2227
background:bg_negative_image_nwpu_background_136_000,reject_background,baseball_diamond,,0.0,0.348645
background:bg_positive_free_nwpu_positive_475_000,reject_background,ground_track_field,,0.0,0.201813
background:bg_negative_image_nwpu_background_107_000,reject_background,storage_tank,,0.0,0.148047
background:bg_negative_image_nwpu_background_035_002,reject_background,storage_tank,,0.0,0.061167
background:bg_negative_image_nwpu_background_030_000,reject_background,airplane,,0.0,0.018236
background:bg_negative_image_nwpu_background_096_002,reject_background,harbor,,0.0,0.060557
background:bg_negative_image_nwpu_background_032_003,reject_background,basketball_court,,0.0,0.077201
background:bg_negative_image_nwpu_background_114_001,reject_background,harbor,,0.0,0.030504
background:bg_negative_image_nwpu_background_130_002,reject_background,bridge,,0.0,0.087203
background:bg_negative_image_nwpu_background_096_000,reject_background,basketball_court,,0.0,0.076802
background:bg_positive_free_nwpu_positive_575_000,reject_background,harbor,,0.0,0.076695
background:bg_negative_image_nwpu_background_048_001,reject_background,vehicle,,0.0,0.28004
background:bg_negative_image_nwpu_background_116_002,reject_background,airplane,,0.0,0.323015
background:bg_negative_image_nwpu_background_022_001,reject_background,baseball_diamond,,0.0,0.29656
background:bg_negative_image_nwpu_background_123_001,reject_background,vehicle,,0.0,0.033423
background:bg_negative_image_nwpu_background_142_002,reject_background,ship,,0.0,0.27158
background:bg_negative_image_nwpu_background_096_003,reject_background,storage_tank,,0.0,0.07697
background:bg_negative_image_nwpu_background_091_002,reject_background,airplane,,0.0,0.03857
background:bg_positive_free_nwpu_positive_180_000,reject_background,airplane,,0.0,0.029691
background:bg_positive_free_nwpu_positive_241_000,reject_background,vehicle,,0.0,0.096379
background:bg_positive_free_nwpu_positive_015_000,reject_background,ship,,0.0,0.153318
background:bg_positive_free_nwpu_positive_350_000,reject_background,storage_tank,,0.0,0.099076
background:bg_positive_free_nwpu_positive_375_000,reject_background,storage_tank,,0.0,0.150456
background:bg_positive_free_nwpu_positive_237_000,reject_background,tennis_court,,0.0,0.374897
background:bg_negative_image_nwpu_background_032_000,reject_background,storage_tank,,0.0,0.053824
background:bg_positive_free_nwpu_positive_549_000,reject_background,baseball_diamond,,0.0,0.048398
background:bg_negative_image_nwpu_background_107_001,reject_background,basketball_court,,0.0,0.106691
background:bg_negative_image_nwpu_background_035_003,reject_background,baseball_diamond,,0.0,0.319605
background:bg_negative_image_nwpu_background_123_000,reject_background,vehicle,,0.0,0.107292
background:bg_negative_image_nwpu_background_113_000,reject_background,storage_tank,,0.0,0.076566
background:bg_positive_free_nwpu_positive_112_000,reject_background,baseball_diamond,,0.0,0.060557
background:bg_negative_image_nwpu_background_120_002,reject_background,airplane,,0.0,0.498761
background:bg_positive_free_nwpu_positive_145_000,reject_background,airplane,,0.0,0.053939
background:bg_negative_image_nwpu_background_082_003,reject_background,basketball_court,,0.0,0.060617
background:bg_negative_image_nwpu_background_036_001,reject_background,airplane,,0.0,0.097679
background:bg_negative_image_nwpu_background_136_003,reject_background,storage_tank,,0.0,0.067547
background:bg_negative_image_nwpu_background_136_001,reject_background,tennis_court,,0.0,0.2227
background:bg_positive_free_nwpu_positive_400_000,reject_background,storage_tank,,0.0,0.149319
background:bg_negative_image_nwpu_background_120_000,reject_background,baseball_diamond,,0.0,0.047721
background:bg_negative_image_nwpu_background_082_001,reject_background,ship,,0.0,0.01607
background:bg_negative_image_nwpu_background_096_001,reject_background,airplane,,0.0,0.029612
background:bg_negative_image_nwpu_background_120_003,reject_background,storage_tank,,0.0,0.135441
background:bg_positive_free_nwpu_positive_005_000,reject_background,vehicle,,0.0,0.646499
background:bg_negative_image_nwpu_background_114_003,reject_background,airplane,,0.0,0.047721
background:bg_negative_image_nwpu_background_048_000,reject_background,basketball_court,,0.0,0.044308
background:bg_negative_image_nwpu_background_052_003,reject_background,airplane,,0.0,0.185277
background:bg_negative_image_nwpu_background_130_001,reject_background,vehicle,,0.0,0.204655
background:bg_positive_free_nwpu_positive_318_000,reject_background,vehicle,,0.0,0.095349
background:bg_negative_image_nwpu_background_032_002,reject_background,vehicle,,0.0,0.037582
background:bg_negative_image_nwpu_background_113_001,reject_background,baseball_diamond,,0.0,0.24905
background:bg_negative_image_nwpu_background_035_000,reject_background,storage_tank,,0.0,0.122812
background:bg_negative_image_nwpu_background_091_000,reject_background,vehicle,,0.0,0.205385
background:bg_positive_free_nwpu_positive_252_000,reject_background,storage_tank,,0.0,0.086204
background:bg_positive_free_nwpu_positive_561_000,reject_background,ground_track_field,,0.0,0.148047
background:bg_negative_image_nwpu_background_048_003,reject_background,airplane,,0.0,0.029997
background:bg_negative_image_nwpu_background_113_002,reject_background,storage_tank,,0.0,0.095962
background:bg_negative_image_nwpu_background_113_003,reject_background,storage_tank,,0.0,0.107368
background:bg_negative_image_nwpu_background_136_002,reject_background,tennis_court,,0.0,0.047582
background:bg_negative_image_nwpu_background_022_003,reject_background,storage_tank,,0.0,0.085722
background:bg_negative_image_nwpu_background_052_001,reject_background,vehicle,,0.0,0.375182
background:bg_negative_image_nwpu_background_091_003,reject_background,airplane,,0.0,0.115357
background:bg_negative_image_nwpu_background_035_001,reject_background,airplane,,0.0,0.060488
background:bg_negative_image_nwpu_background_116_001,reject_background,airplane,,0.0,0.070636
background:bg_negative_image_nwpu_background_142_001,reject_background,baseball_diamond,,0.0,0.085099
background:bg_negative_image_nwpu_background_142_000,reject_background,tennis_court,,0.0,0.042515
background:bg_negative_image_nwpu_background_048_002,reject_background,vehicle,,0.0,0.166943
background:bg_negative_image_nwpu_background_091_001,reject_background,tennis_court,,0.0,0.050151
