crop_id,image_uid,split,class_id,class_name,xmin,ymin,xmax,ymax,area_px,image_width,image_height,sensor,skipped_reason,local_window_px,upsample_factor,high_upsample,box_fill
hrrsd_01043_002,hrrsd_01043,train,5,storage_tank,30,513,336,824,95166,955,1252,,,342,0.655,False,0.814
hrrsd_01043_003,hrrsd_01043,train,5,storage_tank,218,892,528,1200,95480,955,1252,,,341,0.657,False,0.821
hrrsd_01044_000,hrrsd_01044,train,5,storage_tank,14,109,185,279,29070,648,450,,,188,1.191,False,0.822
hrrsd_01044_001,hrrsd_01044,train,5,storage_tank,150,256,325,426,29750,648,450,,,193,1.161,False,0.799
hrrsd_01044_002,hrrsd_01044,train,5,storage_tank,365,46,640,320,75350,648,450,,,302,0.742,False,0.826
hrrsd_01047_000,hrrsd_01047,train,5,storage_tank,30,69,306,348,77004,748,588,,,307,0.73,False,0.817
hrrsd_01054_000,hrrsd_01054,train,5,storage_tank,352,76,509,225,23393,540,454,,,173,1.295,False,0.782
hrrsd_01054_001,hrrsd_01054,train,5,storage_tank,24,119,176,260,21432,540,454,,,167,1.341,False,0.768
hrrsd_01056_000,hrrsd_01056,train,5,storage_tank,511,141,825,451,97340,967,852,,,345,0.649,False,0.818
hrrsd_01056_001,hrrsd_01056,train,5,storage_tank,27,101,335,397,91168,967,852,,,339,0.661,False,0.793
hrrsd_01056_002,hrrsd_01056,train,5,storage_tank,242,393,554,694,93912,967,852,,,343,0.653,False,0.798
hrrsd_01056_003,hrrsd_01056,train,5,storage_tank,617,502,928,798,92056,967,852,,,342,0.655,False,0.787
hrrsd_01059_000,hrrsd_01059,train,5,storage_tank,598,50,777,226,31504,823,738,,,197,1.137,False,0.812
hrrsd_01059_001,hrrsd_01059,train,5,storage_tank,502,497,682,674,31860,823,738,,,198,1.131,False,0.813
hrrsd_01059_002,hrrsd_01059,train,5,storage_tank,44,317,219,492,30625,823,738,,,193,1.161,False,0.822
hrrsd_01072_000,hrrsd_01072,train,2,bridge,151,501,1034,755,224282,1189,997,,,971,0.231,False,0.238
hrrsd_01090_000,hrrsd_01090,train,1,baseball_diamond,619,48,1161,600,299184,1201,927,,,607,0.369,False,0.812
hrrsd_01090_001,hrrsd_01090,train,1,baseball_diamond,25,364,393,699,123280,1201,927,,,405,0.553,False,0.752
hrrsd_01097_000,hrrsd_01097,train,8,tennis_court,309,175,411,293,12036,618,468,,,130,1.723,False,0.712
hrrsd_01097_001,hrrsd_01097,train,8,tennis_court,355,210,458,325,11845,618,468,,,127,1.764,False,0.734
hrrsd_01097_002,hrrsd_01097,train,8,tennis_court,406,245,508,361,11832,618,468,,,128,1.75,False,0.722
hrrsd_01097_003,hrrsd_01097,train,8,tennis_court,454,278,557,392,11742,618,468,,,125,1.792,False,0.751
hrrsd_01100_000,hrrsd_01100,train,1,baseball_diamond,253,41,557,351,94240,637,492,,,341,0.657,False,0.81
hrrsd_01104_000,hrrsd_01104,train,5,storage_tank,18,15,194,185,29920,522,772,,,194,1.155,False,0.795
hrrsd_01104_001,hrrsd_01104,train,5,storage_tank,226,107,501,378,74525,522,772,,,302,0.742,False,0.817
hrrsd_01104_002,hrrsd_01104,train,5,storage_tank,334,420,512,597,31506,522,772,,,196,1.143,False,0.82
hrrsd_01104_003,hrrsd_01104,train,5,storage_tank,23,320,198,494,30450,522,772,,,193,1.161,False,0.817
hrrsd_01104_004,hrrsd_01104,train,5,storage_tank,24,592,200,766,30624,522,772,,,194,1.155,False,0.814
hrrsd_01109_000,hrrsd_01109,train,5,storage_tank,21,144,232,357,44943,721,853,,,234,0.957,False,0.821
hrrsd_01109_001,hrrsd_01109,train,5,storage_tank,129,340,343,547,44298,721,853,,,235,0.953,False,0.802
hrrsd_01109_002,hrrsd_01109,train,5,storage_tank,376,277,587,487,44310,721,853,,,232,0.966,False,0.823
hrrsd_01109_003,hrrsd_01109,train,5,storage_tank,235,527,446,734,43677,721,853,,,232,0.966,False,0.811
hrrsd_01109_004,hrrsd_01109,train,5,storage_tank,478,470,695,676,44702,721,853,,,239,0.937,False,0.783
hrrsd_01119_000,hrrsd_01119,train,8,tennis_court,107,269,174,334,4355,546,387,,,74,3.027,False,0.795
hrrsd_01119_001,hrrsd_01119,train,12,ground_track_field,286,16,504,230,46652,546,387,,,240,0.933,False,0.81
hrrsd_01120_000,hrrsd_01120,train,8,tennis_court,440,392,540,510,11800,742,633,,,130,1.723,False,0.698
hrrsd_01120_001,hrrsd_01120,train,8,tennis_court,495,428,595,547,11900,742,633,,,131,1.71,False,0.693
hrrsd_01120_002,hrrsd_01120,train,8,tennis_court,37,43,115,161,9204,742,633,,,130,1.723,False,0.545
hrrsd_01120_003,hrrsd_01120,train,8,tennis_court,548,462,647,579,11583,742,633,,,129,1.736,False,0.696
hrrsd_01120_004,hrrsd_01120,train,1,baseball_diamond,395,61,664,326,71285,742,633,,,296,0.757,False,0.814
hrrsd_01122_000,hrrsd_01122,train,1,baseball_diamond,270,220,681,601,156591,1339,979,,,452,0.496,False,0.766
hrrsd_01122_001,hrrsd_01122,train,1,baseball_diamond,358,575,803,910,149075,1339,979,,,490,0.457,False,0.621
hrrsd_01134_000,hrrsd_01134,train,1,baseball_diamond,774,434,1322,1044,334280,1502,1129,,,671,0.334,False,0.742
hrrsd_01135_000,hrrsd_01135,train,0,basketball_court,221,558,341,634,9120,438,660,,,132,1.697,False,0.523
hrrsd_01138_000,hrrsd_01138,train,5,storage_tank,543,41,675,176,17820,720,547,,,148,1.514,False,0.814
hrrsd_01138_001,hrrsd_01138,train,5,storage_tank,452,216,661,441,47025,720,547,,,248,0.903,False,0.765
hrrsd_01138_002,hrrsd_01138,train,5,storage_tank,201,119,422,339,48620,720,547,,,243,0.922,False,0.823
hrrsd_01145_000,hrrsd_01145,train,5,storage_tank,278,80,457,251,30609,691,616,,,197,1.137,False,0.789
hrrsd_01145_001,hrrsd_01145,train,5,storage_tank,529,370,670,516,20586,691,616,,,161,1.391,False,0.794
hrrsd_01145_002,hrrsd_01145,train,5,storage_tank,269,345,415,492,21462,691,616,,,162,1.383,False,0.818
hrrsd_01156_000,hrrsd_01156,train,5,storage_tank,32,61,225,252,36863,736,586,,,212,1.057,False,0.82
hrrsd_01156_001,hrrsd_01156,train,5,storage_tank,90,375,280,563,35720,736,586,,,209,1.072,False,0.818
hrrsd_01157_000,hrrsd_01157,train,5,storage_tank,94,14,273,186,30788,381,586,,,197,1.137,False,0.793
hrrsd_01157_001,hrrsd_01157,train,5,storage_tank,141,184,323,355,31122,381,586,,,200,1.12,False,0.778
hrrsd_01157_002,hrrsd_01157,train,5,storage_tank,195,358,376,530,31132,381,586,,,199,1.126,False,0.786
hrrsd_01159_000,hrrsd_01159,train,5,storage_tank,4,328,166,479,24462,354,486,,,178,1.258,False,0.772
hrrsd_01169_000,hrrsd_01169,train,0,basketball_court,291,117,395,241,12896,795,559,,,136,1.647,False,0.697
hrrsd_01169_001,hrrsd_01169,train,0,basketball_court,362,87,469,214,13589,795,559,,,140,1.6,False,0.693
hrrsd_01180_000,hrrsd_01180,train,1,baseball_diamond,303,193,555,464,68292,655,529,,,298,0.752,False,0.769
hrrsd_01182_000,hrrsd_01182,train,8,tennis_court,812,433,924,540,11984,1429,1057,,,123,1.821,False,0.792
hrrsd_01182_001,hrrsd_01182,train,8,tennis_court,776,483,889,589,11978,1429,1057,,,124,1.806,False,0.779
hrrsd_01182_002,hrrsd_01182,train,8,tennis_court,939,535,1050,641,11766,1429,1057,,,122,1.836,False,0.791
hrrsd_01182_003,hrrsd_01182,train,8,tennis_court,902,584,1015,688,11752,1429,1057,,,124,1.806,False,0.764
hrrsd_01182_004,hrrsd_01182,train,8,tennis_court,709,582,814,696,11970,1429,1057,,,125,1.792,False,0.766
hrrsd_01182_005,hrrsd_01182,train,8,tennis_court,754,619,861,734,12305,1429,1057,,,127,1.764,False,0.763
hrrsd_01182_006,hrrsd_01182,train,8,tennis_court,802,658,906,771,11752,1429,1057,,,124,1.806,False,0.764
hrrsd_01182_007,hrrsd_01182,train,8,tennis_court,851,694,957,805,11766,1429,1057,,,122,1.836,False,0.791
hrrsd_01187_000,hrrsd_01187,train,5,storage_tank,297,30,396,112,8118,518,390,,,109,2.055,False,0.683
hrrsd_01187_001,hrrsd_01187,train,5,storage_tank,352,147,455,232,8755,518,390,,,113,1.982,False,0.686
hrrsd_01187_002,hrrsd_01187,train,5,storage_tank,180,86,282,171,8670,518,390,,,112,2.0,False,0.691
hrrsd_01187_003,hrrsd_01187,train,5,storage_tank,237,206,338,286,8080,518,390,,,111,2.018,False,0.656
hrrsd_01187_004,hrrsd_01187,train,5,storage_tank,67,144,166,226,8118,518,390,,,109,2.055,False,0.683
hrrsd_01187_005,hrrsd_01187,train,5,storage_tank,122,261,218,340,7584,518,390,,,106,2.113,False,0.675
hrrsd_01190_000,hrrsd_01190,train,1,baseball_diamond,114,250,448,519,89846,821,600,,,367,0.61,False,0.667
hrrsd_01200_000,hrrsd_01200,train,9,airplane,312,335,437,440,13125,627,465,,,138,1.623,False,0.689
hrrsd_01208_000,hrrsd_01208,train,9,airplane,279,256,438,452,31164,1079,713,,,216,1.037,False,0.668
hrrsd_01209_000,hrrsd_01209,train,9,airplane,915,425,1204,690,76585,1265,1043,,,318,0.704,False,0.757
hrrsd_01209_001,hrrsd_01209,train,9,airplane,321,549,489,698,25032,1265,1043,,,185,1.211,False,0.731
hrrsd_01209_002,hrrsd_01209,train,9,airplane,447,729,597,864,20250,1265,1043,,,165,1.358,False,0.744
hrrsd_01211_000,hrrsd_01211,train,9,airplane,458,384,628,582,33660,912,1254,,,218,1.028,False,0.708
hrrsd_01215_000,hrrsd_01215,train,9,airplane,572,205,716,337,19008,833,647,,,158,1.418,False,0.761
hrrsd_01215_001,hrrsd_01215,train,9,airplane,80,259,248,456,33096,833,647,,,217,1.032,False,0.703
hrrsd_01218_000,hrrsd_01218,train,9,airplane,153,34,391,331,70686,939,743,,,327,0.685,False,0.661
hrrsd_01218_001,hrrsd_01218,train,9,airplane,775,255,914,405,20850,939,743,,,165,1.358,False,0.766
hrrsd_01218_002,hrrsd_01218,train,9,airplane,675,426,802,564,17526,939,743,,,152,1.474,False,0.759
hrrsd_01218_003,hrrsd_01218,train,9,airplane,535,558,678,683,17875,939,743,,,157,1.427,False,0.725
hrrsd_01219_000,hrrsd_01219,train,9,airplane,197,161,330,289,17024,750,576,,,146,1.534,False,0.799
hrrsd_01219_001,hrrsd_01219,train,9,airplane,56,295,254,449,30492,750,576,,,218,1.028,False,0.642
hrrsd_01221_000,hrrsd_01221,train,9,airplane,424,90,716,411,93732,1127,1331,,,353,0.635,False,0.752
hrrsd_01221_001,hrrsd_01221,train,9,airplane,443,633,675,837,47328,1127,1331,,,255,0.878,False,0.728
hrrsd_01221_002,hrrsd_01221,train,9,airplane,426,841,658,1048,48024,1127,1331,,,255,0.878,False,0.739
hrrsd_01221_003,hrrsd_01221,train,9,airplane,410,1042,645,1246,47940,1127,1331,,,258,0.868,False,0.72
hrrsd_01224_000,hrrsd_01224,train,9,airplane,157,106,376,293,40953,935,720,,,241,0.929,False,0.705
hrrsd_01224_001,hrrsd_01224,train,9,airplane,306,302,446,416,15960,935,720,,,154,1.455,False,0.673
hrrsd_01224_002,hrrsd_01224,train,9,airplane,181,450,363,606,28392,935,720,,,200,1.12,False,0.71
hrrsd_01231_000,hrrsd_01231,train,8,tennis_court,416,90,518,207,11934,704,588,,,129,1.736,False,0.717
hrrsd_01231_001,hrrsd_01231,train,8,tennis_court,476,128,576,245,11700,704,588,,,129,1.736,False,0.703
hrrsd_01231_002,hrrsd_01231,train,8,tennis_court,239,371,337,487,11368,704,588,,,128,1.75,False,0.694
hrrsd_01231_003,hrrsd_01231,train,8,tennis_court,298,409,398,525,11600,704,588,,,128,1.75,False,0.708
hrrsd_01234_000,hrrsd_01234,train,5,storage_tank,433,162,610,342,31860,978,1301,,,198,1.131,False,0.813
hrrsd_01234_001,hrrsd_01234,train,5,storage_tank,325,506,500,690,32200,978,1301,,,202,1.109,False,0.789
hrrsd_01234_002,hrrsd_01234,train,5,storage_tank,217,844,397,1028,33120,978,1301,,,202,1.109,False,0.812
hrrsd_01237_000,hrrsd_01237,train,5,storage_tank,112,33,280,206,29064,777,774,,,190,1.179,False,0.805
hrrsd_01237_001,hrrsd_01237,train,5,storage_tank,5,218,148,363,20735,777,774,,,160,1.4,False,0.81
hrrsd_01237_002,hrrsd_01237,train,5,storage_tank,300,55,476,226,30096,777,774,,,194,1.155,False,0.8
hrrsd_01237_003,hrrsd_01237,train,5,storage_tank,260,241,409,394,22797,777,774,,,168,1.333,False,0.808
hrrsd_01237_004,hrrsd_01237,train,5,storage_tank,493,106,636,246,20020,777,774,,,157,1.427,False,0.812
hrrsd_01237_005,hrrsd_01237,train,5,storage_tank,440,263,616,443,31680,777,774,,,198,1.131,False,0.808
hrrsd_01237_006,hrrsd_01237,train,5,storage_tank,98,466,237,607,19599,777,774,,,155,1.445,False,0.816
hrrsd_01237_007,hrrsd_01237,train,5,storage_tank,354,488,493,632,20016,777,774,,,158,1.418,False,0.802
hrrsd_01237_008,hrrsd_01237,train,5,storage_tank,610,451,759,607,23244,777,774,,,172,1.302,False,0.786
hrrsd_01237_009,hrrsd_01237,train,5,storage_tank,199,593,365,765,28552,777,774,,,189,1.185,False,0.799
hrrsd_01261_000,hrrsd_01261,train,5,storage_tank,19,276,195,424,26048,683,894,,,194,1.155,False,0.692
hrrsd_01261_001,hrrsd_01261,train,5,storage_tank,217,342,356,463,16819,683,894,,,153,1.464,False,0.718
hrrsd_01261_002,hrrsd_01261,train,5,storage_tank,353,444,540,631,34969,683,894,,,206,1.087,False,0.824
hrrsd_01261_003,hrrsd_01261,train,5,storage_tank,52,481,292,700,52560,683,894,,,264,0.848,False,0.754
hrrsd_01261_004,hrrsd_01261,train,5,storage_tank,362,709,530,861,25536,683,894,,,185,1.211,False,0.746
hrrsd_01266_000,hrrsd_01266,train,5,storage_tank,88,256,220,379,16236,584,471,,,145,1.545,False,0.772
hrrsd_01266_001,hrrsd_01266,train,5,storage_tank,316,322,449,451,17157,584,471,,,146,1.534,False,0.805
hrrsd_01266_002,hrrsd_01266,train,5,storage_tank,410,114,495,188,6290,584,471,,,94,2.383,False,0.712
hrrsd_01266_003,hrrsd_01266,train,5,storage_tank,298,66,382,134,5712,584,471,,,92,2.435,False,0.675
hrrsd_01266_004,hrrsd_01266,train,5,storage_tank,187,9,273,83,6364,584,471,,,95,2.358,False,0.705
hrrsd_01267_000,hrrsd_01267,train,1,baseball_diamond,190,495,548,768,97734,707,917,,,394,0.569,False,0.63
hrrsd_01275_000,hrrsd_01275,train,1,baseball_diamond,283,294,629,612,110028,983,857,,,381,0.588,False,0.758
hrrsd_01285_000,hrrsd_01285,train,8,tennis_court,343,234,433,352,10620,756,600,,,130,1.723,False,0.628
hrrsd_01285_001,hrrsd_01285,train,8,tennis_court,401,259,490,378,10591,756,600,,,131,1.71,False,0.617
hrrsd_01285_002,hrrsd_01285,train,8,tennis_court,459,283,544,401,10030,756,600,,,130,1.723,False,0.593
hrrsd_01288_000,hrrsd_01288,train,1,baseball_diamond,361,288,759,629,135718,1187,935,,,438,0.511,False,0.707
hrrsd_01288_001,hrrsd_01288,train,1,baseball_diamond,69,501,382,893,122696,1187,935,,,431,0.52,False,0.661
hrrsd_01299_000,hrrsd_01299,train,1,baseball_diamond,144,156,569,568,175100,1115,780,,,468,0.479,False,0.799
hrrsd_01299_001,hrrsd_01299,train,1,baseball_diamond,630,319,930,724,121500,1115,780,,,446,0.502,False,0.611
hrrsd_01305_000,hrrsd_01305,train,12,ground_track_field,514,369,1257,957,436884,1397,1013,,,817,0.274,False,0.655
hrrsd_01305_001,hrrsd_01305,train,1,baseball_diamond,118,22,607,421,195111,1397,1013,,,538,0.416,False,0.674
hrrsd_01305_002,hrrsd_01305,train,1,baseball_diamond,777,87,1262,471,186240,1397,1013,,,534,0.419,False,0.653
hrrsd_01311_000,hrrsd_01311,train,12,ground_track_field,789,147,1361,903,432432,1391,977,,,832,0.269,False,0.625
hrrsd_01315_000,hrrsd_01315,train,1,baseball_diamond,611,322,881,587,71550,983,761,,,297,0.754,False,0.811
hrrsd_01315_001,hrrsd_01315,train,1,baseball_diamond,312,372,594,635,74166,983,761,,,310,0.723,False,0.772
hrrsd_01316_000,hrrsd_01316,train,0,basketball_court,319,130,407,259,11352,812,666,,,142,1.577,False,0.563
hrrsd_01316_001,hrrsd_01316,train,1,baseball_diamond,219,294,475,551,65792,812,666,,,283,0.792,False,0.821
hrrsd_01322_000,hrrsd_01322,train,8,tennis_court,156,155,260,273,12272,683,510,,,130,1.723,False,0.726
hrrsd_01322_001,hrrsd_01322,train,8,tennis_court,99,120,208,237,12753,683,510,,,129,1.736,False,0.766
hrrsd_01322_002,hrrsd_01322,train,8,tennis_court,207,194,309,309,11730,683,510,,,127,1.764,False,0.727
hrrsd_01324_000,hrrsd_01324,train,1,baseball_diamond,205,127,830,569,276250,1205,821,,,688,0.326,False,0.584
hrrsd_01326_000,hrrsd_01326,train,0,basketball_court,415,371,548,525,20482,617,789,,,169,1.325,False,0.717
hrrsd_01326_001,hrrsd_01326,train,0,basketball_court,331,510,458,651,17907,617,789,,,155,1.445,False,0.745
hrrsd_01331_000,hrrsd_01331,train,1,baseball_diamond,649,304,1076,645,145607,1139,912,,,470,0.477,False,0.659
hrrsd_01333_000,hrrsd_01333,train,1,baseball_diamond,113,347,746,964,390561,1769,1373,,,696,0.322,False,0.806
hrrsd_01333_001,hrrsd_01333,train,1,baseball_diamond,503,898,916,1243,142485,1769,1373,,,454,0.493,False,0.691
hrrsd_01333_002,hrrsd_01333,train,12,ground_track_field,716,140,1402,877,505582,1769,1373,,,811,0.276,False,0.769
hrrsd_01333_003,hrrsd_01333,train,8,tennis_court,702,105,809,223,12626,1769,1373,,,130,1.723,False,0.747
hrrsd_01333_004,hrrsd_01333,train,8,tennis_court,753,144,856,260,11948,1769,1373,,,128,1.75,False,0.729
hrrsd_01333_005,hrrsd_01333,train,8,tennis_court,802,182,906,298,12064,1769,1373,,,128,1.75,False,0.736
hrrsd_01333_006,hrrsd_01333,train,8,tennis_court,606,235,709,351,11948,1769,1373,,,128,1.75,False,0.729
hrrsd_01333_007,hrrsd_01333,train,8,tennis_court,654,276,761,389,12091,1769,1373,,,124,1.806,False,0.786
hrrsd_01333_008,hrrsd_01333,train,8,tennis_court,705,310,812,426,12412,1769,1373,,,128,1.75,False,0.758
hrrsd_01335_000,hrrsd_01335,train,0,basketball_court,315,369,386,493,8804,846,599,,,136,1.647,False,0.476
hrrsd_01335_001,hrrsd_01335,train,1,baseball_diamond,388,109,756,512,148304,846,599,,,443,0.506,False,0.756
hrrsd_01355_000,hrrsd_01355,train,1,baseball_diamond,330,234,669,525,98649,897,685,,,373,0.601,False,0.709
hrrsd_01359_000,hrrsd_01359,train,1,baseball_diamond,93,148,616,715,296541,1081,849,,,624,0.359,False,0.762
hrrsd_01363_000,hrrsd_01363,train,12,ground_track_field,439,43,877,829,344268,904,864,,,864,0.259,False,0.461
hrrsd_01368_000,hrrsd_01368,train,8,tennis_court,494,213,608,323,12540,1015,670,,,125,1.792,False,0.803
hrrsd_01368_001,hrrsd_01368,train,8,tennis_court,452,263,566,370,12198,1015,670,,,125,1.792,False,0.781
hrrsd_01368_002,hrrsd_01368,train,8,tennis_court,412,313,525,420,12091,1015,670,,,124,1.806,False,0.786
hrrsd_01368_003,hrrsd_01368,train,8,tennis_court,380,371,483,471,10300,1015,670,,,113,1.982,False,0.807
hrrsd_01375_000,hrrsd_01375,train,1,baseball_diamond,124,432,580,825,179208,588,873,,,502,0.446,False,0.711
hrrsd_01385_000,hrrsd_01385,train,1,baseball_diamond,6,168,538,861,368676,1285,957,,,762,0.294,False,0.635
hrrsd_01386_000,hrrsd_01386,train,1,baseball_diamond,449,60,754,423,110715,915,543,,,399,0.561,False,0.695
hrrsd_01386_001,hrrsd_01386,train,1,baseball_diamond,158,86,480,410,104328,915,543,,,356,0.629,False,0.823
hrrsd_01402_000,hrrsd_01402,train,1,baseball_diamond,549,327,1068,774,231993,1078,858,,,571,0.392,False,0.712
hrrsd_01402_001,hrrsd_01402,train,1,baseball_diamond,184,22,469,406,109440,1078,858,,,422,0.531,False,0.615
hrrsd_01403_000,hrrsd_01403,train,1,baseball_diamond,255,155,561,487,101592,651,490,,,365,0.614,False,0.763
hrrsd_01406_000,hrrsd_01406,train,1,baseball_diamond,395,252,740,528,95220,862,636,,,380,0.589,False,0.659
hrrsd_01409_000,hrrsd_01409,train,1,baseball_diamond,187,6,587,327,128400,955,658,,,440,0.509,False,0.663
hrrsd_01409_001,hrrsd_01409,train,1,baseball_diamond,105,238,425,643,129600,955,658,,,446,0.502,False,0.652
hrrsd_01423_000,hrrsd_01423,train,1,baseball_diamond,590,280,1050,734,208840,1087,1303,,,506,0.443,False,0.816
hrrsd_01423_001,hrrsd_01423,train,1,baseball_diamond,532,652,994,1106,209748,1087,1303,,,508,0.441,False,0.813
hrrsd_01427_000,hrrsd_01427,train,1,baseball_diamond,145,132,741,706,342104,1231,1008,,,656,0.341,False,0.795
hrrsd_01431_000,hrrsd_01431,train,12,ground_track_field,80,101,659,897,460884,990,1603,,,876,0.256,False,0.601
hrrsd_01431_001,hrrsd_01431,train,1,baseball_diamond,150,1022,534,1497,182400,990,1603,,,522,0.429,False,0.669
hrrsd_01432_000,hrrsd_01432,train,1,baseball_diamond,361,222,672,523,93611,972,699,,,342,0.655,False,0.8
hrrsd_01436_000,hrrsd_01436,train,1,baseball_diamond,369,459,741,871,153264,1184,960,,,453,0.494,False,0.747
hrrsd_01442_000,hrrsd_01442,train,2,bridge,452,323,1409,653,315810,1848,1480,,,1053,0.213,False,0.285
hrrsd_01442_001,hrrsd_01442,train,5,storage_tank,386,184,485,274,8910,1848,1480,,,109,2.055,False,0.75
hrrsd_01442_002,hrrsd_01442,train,5,storage_tank,494,180,570,245,4940,1848,1480,,,84,2.667,False,0.7
hrrsd_01444_000,hrrsd_01444,train,1,baseball_diamond,853,404,1405,889,267720,1640,1400,,,607,0.369,False,0.727
hrrsd_01445_000,hrrsd_01445,train,1,baseball_diamond,394,21,810,447,177216,948,664,,,469,0.478,False,0.806
hrrsd_01460_000,hrrsd_01460,train,1,baseball_diamond,41,105,374,466,120213,596,468,,,397,0.564,False,0.763
hrrsd_01462_000,hrrsd_01462,train,1,baseball_diamond,444,49,739,395,102070,800,586,,,381,0.588,False,0.703
hrrsd_01469_000,hrrsd_01469,train,12,ground_track_field,312,276,1056,892,458304,1408,1048,,,818,0.274,False,0.685
hrrsd_01470_000,hrrsd_01470,train,1,baseball_diamond,60,132,489,477,148005,900,768,,,472,0.475,False,0.664
hrrsd_01471_000,hrrsd_01471,train,1,baseball_diamond,119,35,444,452,135525,640,470,,,459,0.488,False,0.643
hrrsd_01481_000,hrrsd_01481,train,12,ground_track_field,112,183,616,948,385560,1284,1012,,,842,0.266,False,0.544
hrrsd_01485_000,hrrsd_01485,train,5,storage_tank,870,354,1088,580,49268,1584,1096,,,249,0.9,False,0.795
hrrsd_01485_001,hrrsd_01485,train,5,storage_tank,398,512,618,738,49720,1584,1096,,,249,0.9,False,0.802
hrrsd_01488_000,hrrsd_01488,train,9,airplane,190,108,290,212,10400,636,488,,,114,1.965,False,0.8
hrrsd_01489_000,hrrsd_01489,train,9,airplane,199,82,288,177,8455,646,568,,,105,2.133,False,0.767
hrrsd_01498_000,hrrsd_01498,train,9,airplane,130,19,218,105,7568,526,380,,,97,2.309,False,0.804
hrrsd_01498_001,hrrsd_01498,train,9,airplane,123,158,188,226,4420,526,380,,,75,2.987,False,0.786
hrrsd_01509_000,hrrsd_01509,train,9,airplane,163,109,299,242,18088,476,389,,,150,1.493,False,0.804
hrrsd_01509_001,hrrsd_01509,train,9,airplane,108,120,181,197,5621,476,389,,,85,2.635,False,0.778
hrrsd_01518_000,hrrsd_01518,train,8,tennis_court,523,396,614,514,10738,1247,941,,,130,1.723,False,0.635
hrrsd_01518_001,hrrsd_01518,train,8,tennis_court,594,436,686,553,10764,1247,941,,,129,1.736,False,0.647
hrrsd_01518_002,hrrsd_01518,train,8,tennis_court,664,478,755,594,10556,1247,941,,,128,1.75,False,0.644
hrrsd_01518_003,hrrsd_01518,train,0,basketball_court,722,510,807,630,10200,1247,941,,,132,1.697,False,0.585
hrrsd_01520_000,hrrsd_01520,train,1,baseball_diamond,135,117,540,417,121500,1097,809,,,446,0.502,False,0.611
hrrsd_01520_001,hrrsd_01520,train,0,basketball_court,99,391,215,538,17052,1097,809,,,162,1.383,False,0.65
hrrsd_01520_002,hrrsd_01520,train,0,basketball_court,165,424,285,571,17640,1097,809,,,162,1.383,False,0.672
hrrsd_01524_000,hrrsd_01524,train,8,tennis_court,798,223,858,339,6960,959,785,,,128,1.75,False,0.425
hrrsd_01524_001,hrrsd_01524,train,8,tennis_court,817,413,880,528,7245,959,785,,,127,1.764,False,0.449
hrrsd_01535_000,hrrsd_01535,train,8,tennis_court,29,223,138,337,12426,851,683,,,125,1.792,False,0.795
hrrsd_01535_001,hrrsd_01535,train,8,tennis_court,72,266,183,376,12210,851,683,,,122,1.836,False,0.82
hrrsd_01535_002,hrrsd_01535,train,8,tennis_court,116,308,225,419,12099,851,683,,,122,1.836,False,0.813
hrrsd_01535_003,hrrsd_01535,train,8,tennis_court,161,349,270,460,12099,851,683,,,122,1.836,False,0.813
hrrsd_01535_004,hrrsd_01535,train,8,tennis_court,206,389,316,502,12430,851,683,,,124,1.806,False,0.808
hrrsd_01535_005,hrrsd_01535,train,8,tennis_court,251,430,359,542,12096,851,683,,,123,1.821,False,0.8
hrrsd_01535_006,hrrsd_01535,train,8,tennis_court,298,471,406,585,12312,851,683,,,125,1.792,False,0.788
hrrsd_01535_007,hrrsd_01535,train,8,tennis_court,341,512,453,628,12992,851,683,,,128,1.75,False,0.793
hrrsd_01540_000,hrrsd_01540,train,2,bridge,186,189,944,976,596546,1221,1100,,,866,0.259,False,0.795
hrrsd_01543_000,hrrsd_01543,train,1,baseball_diamond,318,307,731,651,142072,1037,708,,,454,0.493,False,0.689
hrrsd_01543_001,hrrsd_01543,train,0,basketball_court,533,19,656,127,13284,1037,708,,,135,1.659,False,0.729
hrrsd_01545_000,hrrsd_01545,train,12,ground_track_field,542,317,813,541,60704,1026,774,,,298,0.752,False,0.684
hrrsd_01552_000,hrrsd_01552,train,1,baseball_diamond,149,152,634,780,304580,1403,1043,,,691,0.324,False,0.638
hrrsd_01552_001,hrrsd_01552,train,1,baseball_diamond,482,428,964,810,184124,1403,1043,,,530,0.423,False,0.655
hrrsd_01552_002,hrrsd_01552,train,1,baseball_diamond,632,44,1012,424,144400,1403,1043,,,418,0.536,False,0.826
hrrsd_01553_000,hrrsd_01553,train,1,baseball_diamond,76,295,307,540,56595,759,584,,,270,0.83,False,0.776
hrrsd_01553_001,hrrsd_01553,train,8,tennis_court,439,194,555,267,8468,759,584,,,128,1.75,False,0.517
hrrsd_01553_002,hrrsd_01553,train,8,tennis_court,425,264,539,334,7980,759,584,,,125,1.792,False,0.511
hrrsd_01553_003,hrrsd_01553,train,8,tennis_court,413,328,526,394,7458,759,584,,,124,1.806,False,0.485
hrrsd_01553_004,hrrsd_01553,train,0,basketball_court,449,26,542,154,11904,759,584,,,141,1.589,False,0.599
hrrsd_01556_000,hrrsd_01556,train,2,bridge,259,445,999,676,170940,1259,888,,,814,0.275,False,0.258
hrrsd_01557_000,hrrsd_01557,train,2,bridge,550,227,1370,822,487900,1619,1128,,,902,0.248,False,0.6
hrrsd_01563_000,hrrsd_01563,train,1,baseball_diamond,492,37,840,339,105096,912,966,,,383,0.585,False,0.716
