proposal_id,image_uid,predicted_class,verified_class,detector_confidence,verdict,iou,xmin,ymin,xmax,ymax
detector:nwpu_positive_170_det004,nwpu_positive_170,basketball_court,,0.0845968946814537,reject_background,0.0,130,18,179,45
detector:nwpu_positive_171_det000,nwpu_positive_171,bridge,bridge,0.9464541673660278,accept,0.8431,302,238,593,435
detector:nwpu_positive_180_det000,nwpu_positive_180,bridge,bridge,0.9695614576339722,accept,0.8118,323,163,538,396
detector:nwpu_positive_180_det001,nwpu_positive_180,bridge,bridge,0.9607856273651123,accept,0.723,209,191,324,370
detector:nwpu_positive_188_det000,nwpu_positive_188,bridge,bridge,0.9509654641151428,accept,0.7169,355,167,499,469
detector:nwpu_positive_188_det001,nwpu_positive_188,bridge,bridge,0.4779655635356903,reject_localisation,0.0118,479,160,527,238
detector:nwpu_positive_188_det002,nwpu_positive_188,bridge,bridge,0.08738520741462708,reject_localisation,0.3454,362,170,459,303
detector:nwpu_positive_208_det000,nwpu_positive_208,ground_track_field,ground_track_field,0.9246608018875122,accept,0.7919,293,57,667,214
detector:nwpu_positive_208_det001,nwpu_positive_208,tennis_court,tennis_court,0.7755669355392456,accept,0.7737,434,327,492,385
detector:nwpu_positive_220_det000,nwpu_positive_220,ground_track_field,ground_track_field,0.976585328578949,accept,0.9243,282,146,574,429
detector:nwpu_positive_234_det000,nwpu_positive_234,ground_track_field,ground_track_field,0.9524255394935608,accept,0.9089,97,66,350,324
detector:nwpu_positive_234_det001,nwpu_positive_234,baseball_diamond,baseball_diamond,0.9321047067642212,accept,0.8154,256,257,351,335
detector:nwpu_positive_234_det002,nwpu_positive_234,baseball_diamond,baseball_diamond,0.9092533588409424,accept,0.8466,407,234,499,314
detector:nwpu_positive_234_det003,nwpu_positive_234,baseball_diamond,baseball_diamond,0.8693349957466125,accept,0.8225,370,73,466,141
detector:nwpu_positive_234_det004,nwpu_positive_234,bridge,,0.11326303333044052,reject_background,0.0,724,232,853,382
detector:nwpu_positive_237_det000,nwpu_positive_237,ground_track_field,ground_track_field,0.9894647598266602,accept,0.9277,217,135,518,433
detector:nwpu_positive_237_det001,nwpu_positive_237,tennis_court,ground_track_field,0.10890866816043854,reject_localisation,0.0028,490,427,524,460
detector:nwpu_positive_237_det002,nwpu_positive_237,basketball_court,ground_track_field,0.0962401032447815,reject_localisation,0.0028,490,427,524,461
detector:nwpu_positive_237_det003,nwpu_positive_237,tennis_court,,0.05172860249876976,reject_background,0.0,511,436,555,475
detector:nwpu_positive_241_det000,nwpu_positive_241,ground_track_field,ground_track_field,0.9404464364051819,accept,0.845,274,96,496,327
detector:nwpu_positive_247_det000,nwpu_positive_247,ground_track_field,ground_track_field,0.9440003633499146,accept,0.9433,498,130,750,511
detector:nwpu_positive_247_det001,nwpu_positive_247,baseball_diamond,baseball_diamond,0.9235723614692688,adjust,0.6692,233,389,332,479
detector:nwpu_positive_247_det002,nwpu_positive_247,baseball_diamond,baseball_diamond,0.8901873230934143,accept,0.7932,337,20,459,105
detector:nwpu_positive_247_det003,nwpu_positive_247,baseball_diamond,baseball_diamond,0.7790389657020569,accept,0.7299,795,299,888,375
detector:nwpu_positive_247_det004,nwpu_positive_247,tennis_court,tennis_court,0.7454589605331421,adjust,0.5557,202,233,272,291
detector:nwpu_positive_247_det005,nwpu_positive_247,tennis_court,tennis_court,0.5290543437004089,accept,0.8763,157,192,220,253
detector:nwpu_positive_247_det006,nwpu_positive_247,tennis_court,tennis_court,0.4728001654148102,accept,0.7312,181,214,241,269
detector:nwpu_positive_247_det007,nwpu_positive_247,tennis_court,tennis_court,0.4544835388660431,adjust,0.5718,224,252,306,313
detector:nwpu_positive_247_det008,nwpu_positive_247,tennis_court,tennis_court,0.25511178374290466,adjust,0.5513,201,222,267,284
detector:nwpu_positive_247_det009,nwpu_positive_247,tennis_court,tennis_court,0.2456979602575302,adjust,0.6136,167,196,222,260
detector:nwpu_positive_247_det010,nwpu_positive_247,tennis_court,tennis_court,0.09935743361711502,adjust,0.5304,172,201,237,267
detector:nwpu_positive_247_det011,nwpu_positive_247,tennis_court,tennis_court,0.0604456327855587,adjust,0.4016,186,219,270,291
detector:nwpu_positive_247_det012,nwpu_positive_247,tennis_court,tennis_court,0.05839086323976517,reject_localisation,0.0941,130,181,173,217
detector:nwpu_positive_247_det013,nwpu_positive_247,tennis_court,tennis_court,0.05403514206409454,adjust,0.5458,217,244,283,310
detector:nwpu_positive_252_det000,nwpu_positive_252,ground_track_field,ground_track_field,0.979191243648529,accept,0.908,195,150,548,361
detector:nwpu_positive_252_det001,nwpu_positive_252,baseball_diamond,baseball_diamond,0.9209791421890259,accept,0.8584,357,21,440,89
detector:nwpu_positive_252_det002,nwpu_positive_252,tennis_court,tennis_court,0.916211724281311,adjust,0.6402,542,75,572,117
detector:nwpu_positive_252_det003,nwpu_positive_252,tennis_court,tennis_court,0.8847195506095886,adjust,0.6295,563,192,596,239
detector:nwpu_positive_252_det004,nwpu_positive_252,tennis_court,tennis_court,0.8420552015304565,accept,0.704,576,129,608,173
detector:nwpu_positive_252_det005,nwpu_positive_252,tennis_court,tennis_court,0.8324350118637085,adjust,0.5714,591,189,623,235
detector:nwpu_positive_252_det006,nwpu_positive_252,tennis_court,tennis_court,0.8156220316886902,adjust,0.6359,522,135,553,179
detector:nwpu_positive_252_det007,nwpu_positive_252,tennis_court,tennis_court,0.809679388999939,adjust,0.6935,549,133,581,175
detector:nwpu_positive_252_det008,nwpu_positive_252,tennis_court,tennis_court,0.5829418897628784,adjust,0.4917,521,77,545,119
detector:nwpu_positive_252_det009,nwpu_positive_252,tennis_court,tennis_court,0.2531373202800751,adjust,0.5215,497,139,525,181
detector:nwpu_positive_256_det000,nwpu_positive_256,ground_track_field,ground_track_field,0.9469801783561707,accept,0.8472,432,155,683,316
detector:nwpu_positive_256_det001,nwpu_positive_256,baseball_diamond,baseball_diamond,0.9458338618278503,accept,0.8711,339,269,425,340
detector:nwpu_positive_256_det002,nwpu_positive_256,baseball_diamond,baseball_diamond,0.9379183650016785,accept,0.7975,198,347,260,406
detector:nwpu_positive_256_det003,nwpu_positive_256,tennis_court,,0.052834585309028625,reject_background,0.0,787,411,810,470
detector:nwpu_positive_259_det000,nwpu_positive_259,ground_track_field,ground_track_field,0.9723973274230957,accept,0.9509,53,165,323,448
detector:nwpu_positive_259_det001,nwpu_positive_259,baseball_diamond,baseball_diamond,0.9416629076004028,accept,0.7508,215,69,301,144
detector:nwpu_positive_259_det002,nwpu_positive_259,ground_track_field,baseball_diamond,0.11103776097297668,reject_localisation,0.1011,206,30,436,247
detector:nwpu_positive_268_det000,nwpu_positive_268,harbor,harbor,0.9311257600784302,accept,0.8858,415,130,494,256
detector:nwpu_positive_268_det001,nwpu_positive_268,harbor,harbor,0.8531360626220703,accept,0.8714,328,99,422,243
detector:nwpu_positive_268_det002,nwpu_positive_268,harbor,harbor,0.769105851650238,accept,0.7192,260,77,349,219
detector:nwpu_positive_270_det000,nwpu_positive_270,harbor,harbor,0.9510447978973389,accept,0.7696,281,130,387,259
detector:nwpu_positive_270_det001,nwpu_positive_270,harbor,harbor,0.9324888586997986,accept,0.7066,547,20,655,135
detector:nwpu_positive_270_det002,nwpu_positive_270,harbor,harbor,0.8974648714065552,accept,0.7441,370,90,482,217
detector:nwpu_positive_270_det003,nwpu_positive_270,harbor,harbor,0.8630715012550354,adjust,0.6665,463,52,574,175
detector:nwpu_positive_270_det004,nwpu_positive_270,harbor,harbor,0.7030453681945801,accept,0.8175,231,167,308,271
detector:nwpu_positive_270_det005,nwpu_positive_270,harbor,,0.6460531949996948,reject_background,0.0,399,492,491,514
detector:nwpu_positive_279_det000,nwpu_positive_279,harbor,harbor,0.9226189851760864,accept,0.8753,358,190,416,284
detector:nwpu_positive_279_det001,nwpu_positive_279,harbor,harbor,0.9170443415641785,accept,0.7204,293,202,338,286
detector:nwpu_positive_279_det002,nwpu_positive_279,harbor,harbor,0.9012550711631775,accept,0.8229,433,181,481,280
detector:nwpu_positive_279_det003,nwpu_positive_279,harbor,harbor,0.8942068219184875,accept,0.9035,232,221,280,293
detector:nwpu_positive_279_det004,nwpu_positive_279,ship,,0.5476379990577698,reject_background,0.0,705,395,720,410
detector:nwpu_positive_279_det005,nwpu_positive_279,ship,,0.38081562519073486,reject_background,0.0,497,472,512,487
detector:nwpu_positive_279_det006,nwpu_positive_279,ship,,0.2601775527000427,reject_background,0.0,658,480,672,496
detector:nwpu_positive_279_det007,nwpu_positive_279,ship,,0.21559062600135803,reject_background,0.0,731,478,746,498
detector:nwpu_positive_279_det008,nwpu_positive_279,ship,,0.19925840198993683,reject_background,0.0,524,469,537,484
detector:nwpu_positive_279_det009,nwpu_positive_279,ship,,0.18538372218608856,reject_background,0.0,614,35,631,54
detector:nwpu_positive_279_det010,nwpu_positive_279,ship,,0.17606593668460846,reject_background,0.0,576,463,587,483
detector:nwpu_positive_279_det011,nwpu_positive_279,ship,,0.1429070085287094,reject_background,0.0,535,497,547,513
detector:nwpu_positive_279_det012,nwpu_positive_279,ship,,0.13899369537830353,reject_background,0.0,566,493,577,510
detector:nwpu_positive_279_det013,nwpu_positive_279,ship,,0.12724702060222626,reject_background,0.0,528,517,541,534
detector:nwpu_positive_279_det014,nwpu_positive_279,ship,,0.08569575101137161,reject_background,0.0,710,428,725,441
detector:nwpu_positive_280_det000,nwpu_positive_280,harbor,harbor,0.9378038644790649,accept,0.7856,298,202,416,265
detector:nwpu_positive_280_det001,nwpu_positive_280,harbor,harbor,0.930332362651825,accept,0.9174,266,146,387,213
detector:nwpu_positive_280_det002,nwpu_positive_280,harbor,harbor,0.861582338809967,accept,0.7776,311,255,432,317
detector:nwpu_positive_280_det003,nwpu_positive_280,harbor,harbor,0.7794204354286194,accept,0.7592,333,297,441,359
detector:nwpu_positive_280_det004,nwpu_positive_280,harbor,harbor,0.6071298718452454,accept,0.7235,346,351,436,402
detector:nwpu_positive_280_det005,nwpu_positive_280,ship,,0.28875845670700073,reject_background,0.0,108,63,125,86
detector:nwpu_positive_280_det006,nwpu_positive_280,harbor,harbor,0.17757746577262878,adjust,0.5787,358,296,446,354
detector:nwpu_positive_280_det007,nwpu_positive_280,ship,,0.05020640417933464,reject_background,0.0,98,120,112,143
detector:nwpu_positive_299_det000,nwpu_positive_299,ship,ship,0.9662615060806274,accept,0.8969,98,94,143,186
detector:nwpu_positive_299_det001,nwpu_positive_299,ship,ship,0.9623222351074219,accept,0.9062,496,541,550,607
detector:nwpu_positive_299_det002,nwpu_positive_299,ship,ship,0.9419537782669067,accept,0.864,325,189,358,251
detector:nwpu_positive_299_det003,nwpu_positive_299,ship,ship,0.9261559247970581,accept,0.836,536,636,581,703
detector:nwpu_positive_299_det004,nwpu_positive_299,ship,ship,0.23467972874641418,adjust,0.6429,101,105,133,186
detector:nwpu_positive_299_det005,nwpu_positive_299,ship,,0.07616320252418518,reject_background,0.0,0,668,9,734
detector:nwpu_positive_299_det006,nwpu_positive_299,vehicle,,0.06381870061159134,reject_background,0.0,732,584,759,620
detector:nwpu_positive_299_det007,nwpu_positive_299,ship,ship,0.06290856748819351,reject_localisation,0.3413,101,143,133,186
detector:nwpu_positive_299_det008,nwpu_positive_299,airplane,,0.06041322275996208,reject_background,0.0,504,0,537,48
detector:nwpu_positive_302_det000,nwpu_positive_302,ship,ship,0.9688229560852051,accept,0.9342,447,401,541,445
detector:nwpu_positive_302_det001,nwpu_positive_302,ship,ship,0.9001129269599915,accept,0.8222,794,468,892,503
detector:nwpu_positive_302_det002,nwpu_positive_302,ship,,0.6263023018836975,reject_background,0.0,715,207,820,329
detector:nwpu_positive_302_det003,nwpu_positive_302,ship,,0.40593206882476807,reject_background,0.0,193,130,218,207
detector:nwpu_positive_302_det004,nwpu_positive_302,bridge,,0.23225249350070953,reject_background,0.0,76,256,200,323
detector:nwpu_positive_302_det005,nwpu_positive_302,ship,,0.10587117075920105,reject_background,0.0,714,206,789,332
detector:nwpu_positive_302_det006,nwpu_positive_302,ship,,0.08636458963155746,reject_background,0.0,757,232,820,328
detector:nwpu_positive_302_det007,nwpu_positive_302,ship,,0.06409071385860443,reject_background,0.0,160,254,201,320
detector:nwpu_positive_302_det008,nwpu_positive_302,ship,,0.052745554596185684,reject_background,0.0,730,208,774,265
detector:nwpu_positive_308_det000,nwpu_positive_308,storage_tank,storage_tank,0.9603986740112305,accept,0.798,157,485,190,519
detector:nwpu_positive_308_det001,nwpu_positive_308,storage_tank,storage_tank,0.9597370028495789,adjust,0.6877,235,571,269,605
detector:nwpu_positive_308_det002,nwpu_positive_308,ship,ship,0.9571748971939087,accept,0.9306,460,227,527,295
detector:nwpu_positive_308_det003,nwpu_positive_308,storage_tank,storage_tank,0.9555147290229797,accept,0.8684,193,569,226,603
detector:nwpu_positive_308_det004,nwpu_positive_308,storage_tank,storage_tank,0.9552733898162842,accept,0.8027,193,604,226,640
detector:nwpu_positive_308_det005,nwpu_positive_308,storage_tank,storage_tank,0.9512249231338501,accept,0.8222,207,529,241,563
detector:nwpu_positive_308_det006,nwpu_positive_308,storage_tank,storage_tank,0.9489051103591919,accept,0.7543,135,529,168,561
detector:nwpu_positive_308_det007,nwpu_positive_308,storage_tank,storage_tank,0.9373946785926819,accept,0.7485,245,529,277,561
detector:nwpu_positive_308_det008,nwpu_positive_308,storage_tank,storage_tank,0.9249857664108276,accept,0.8657,121,485,155,518
detector:nwpu_positive_308_det009,nwpu_positive_308,storage_tank,storage_tank,0.9244983792304993,accept,0.8926,234,609,270,643
detector:nwpu_positive_308_det010,nwpu_positive_308,storage_tank,storage_tank,0.9183288216590881,accept,0.7154,172,529,206,561
detector:nwpu_positive_308_det011,nwpu_positive_308,storage_tank,storage_tank,0.9151095747947693,accept,0.7218,233,68,281,116
detector:nwpu_positive_308_det012,nwpu_positive_308,storage_tank,storage_tank,0.9125707149505615,accept,0.892,192,485,226,519
detector:nwpu_positive_308_det013,nwpu_positive_308,ship,ship,0.9082844257354736,accept,0.8696,768,176,834,206
detector:nwpu_positive_308_det014,nwpu_positive_308,storage_tank,storage_tank,0.8953598141670227,accept,0.8051,56,644,91,679
detector:nwpu_positive_308_det015,nwpu_positive_308,ship,,0.8887903094291687,reject_background,0.0,114,147,273,237
detector:nwpu_positive_308_det016,nwpu_positive_308,storage_tank,storage_tank,0.8406972885131836,accept,0.7773,228,486,262,519
detector:nwpu_positive_308_det017,nwpu_positive_308,ship,ship,0.8270191550254822,accept,0.8641,25,528,88,551
detector:nwpu_positive_308_det018,nwpu_positive_308,storage_tank,,0.8025679588317871,reject_background,0.0,234,650,269,684
detector:nwpu_positive_308_det019,nwpu_positive_308,ship,ship,0.6431156992912292,accept,0.8107,131,265,203,319
detector:nwpu_positive_308_det020,nwpu_positive_308,storage_tank,storage_tank,0.6347420811653137,adjust,0.4974,284,93,324,132
detector:nwpu_positive_308_det021,nwpu_positive_308,ship,ship,0.6304308176040649,reject_localisation,0.0125,200,287,248,321
detector:nwpu_positive_308_det022,nwpu_positive_308,storage_tank,,0.5708645582199097,reject_background,0.0,155,568,189,601
detector:nwpu_positive_308_det023,nwpu_positive_308,ship,,0.5694689750671387,reject_background,0.0,46,368,86,438
detector:nwpu_positive_308_det024,nwpu_positive_308,storage_tank,storage_tank,0.48917409777641296,reject_localisation,0.3788,290,106,326,139
detector:nwpu_positive_308_det025,nwpu_positive_308,ship,,0.48793336749076843,reject_background,0.0,176,174,273,235
detector:nwpu_positive_308_det026,nwpu_positive_308,ship,,0.41814136505126953,reject_background,0.0,775,4,823,50
detector:nwpu_positive_308_det027,nwpu_positive_308,ship,,0.40394750237464905,reject_background,0.0,271,223,321,256
detector:nwpu_positive_308_det028,nwpu_positive_308,ship,,0.37887218594551086,reject_background,0.0,60,552,107,604
detector:nwpu_positive_308_det029,nwpu_positive_308,ship,,0.28422820568084717,reject_background,0.0,959,681,989,694
detector:nwpu_positive_308_det030,nwpu_positive_308,storage_tank,storage_tank,0.27439141273498535,adjust,0.5612,288,96,328,140
detector:nwpu_positive_308_det031,nwpu_positive_308,storage_tank,storage_tank,0.12266945093870163,adjust,0.6754,240,529,268,562
detector:nwpu_positive_308_det032,nwpu_positive_308,bridge,,0.10961434990167618,reject_background,0.0,114,147,274,238
detector:nwpu_positive_308_det033,nwpu_positive_308,storage_tank,storage_tank,0.10554822534322739,adjust,0.4303,228,605,255,641
detector:nwpu_positive_308_det034,nwpu_positive_308,storage_tank,storage_tank,0.09400693327188492,reject_localisation,0.3102,191,590,226,608
detector:nwpu_positive_308_det035,nwpu_positive_308,ship,,0.08845493197441101,reject_background,0.0,0,342,28,369
detector:nwpu_positive_308_det036,nwpu_positive_308,storage_tank,storage_tank,0.07257349044084549,reject_localisation,0.2094,221,568,243,605
detector:nwpu_positive_308_det037,nwpu_positive_308,storage_tank,storage_tank,0.07028960436582565,reject_localisation,0.3396,214,568,253,605
detector:nwpu_positive_308_det038,nwpu_positive_308,ship,,0.07015153765678406,reject_background,0.0,290,163,352,202
detector:nwpu_positive_308_det039,nwpu_positive_308,storage_tank,storage_tank,0.05795808881521225,adjust,0.5132,190,563,227,590
detector:nwpu_positive_309_det000,nwpu_positive_309,storage_tank,storage_tank,0.98501056432724,accept,0.8473,181,257,235,314
detector:nwpu_positive_309_det001,nwpu_positive_309,storage_tank,storage_tank,0.9502183198928833,accept,0.8451,186,207,240,262
detector:nwpu_positive_309_det002,nwpu_positive_309,storage_tank,storage_tank,0.9489918947219849,accept,0.9123,232,262,286,316
detector:nwpu_positive_309_det003,nwpu_positive_309,storage_tank,storage_tank,0.9410760402679443,accept,0.7815,215,324,242,356
detector:nwpu_positive_309_det004,nwpu_positive_309,storage_tank,storage_tank,0.903473436832428,accept,0.8944,235,209,288,262
detector:nwpu_positive_309_det005,nwpu_positive_309,storage_tank,storage_tank,0.8946980834007263,adjust,0.6767,147,254,185,289
detector:nwpu_positive_309_det006,nwpu_positive_309,storage_tank,storage_tank,0.8940691947937012,accept,0.8185,191,323,218,354
detector:nwpu_positive_309_det007,nwpu_positive_309,ship,ship,0.8897110819816589,accept,0.8204,781,294,873,333
detector:nwpu_positive_309_det008,nwpu_positive_309,storage_tank,storage_tank,0.886610746383667,accept,0.8397,143,321,172,350
detector:nwpu_positive_309_det009,nwpu_positive_309,storage_tank,storage_tank,0.8393990993499756,accept,0.7962,168,322,195,351
detector:nwpu_positive_309_det010,nwpu_positive_309,storage_tank,storage_tank,0.8265170454978943,accept,0.7896,149,184,194,225
detector:nwpu_positive_309_det011,nwpu_positive_309,storage_tank,storage_tank,0.821067750453949,adjust,0.6579,150,221,188,257
detector:nwpu_positive_309_det012,nwpu_positive_309,storage_tank,storage_tank,0.8183242678642273,accept,0.7735,239,327,264,357
detector:nwpu_positive_309_det013,nwpu_positive_309,storage_tank,storage_tank,0.7399395704269409,accept,0.8312,260,327,289,358
detector:nwpu_positive_309_det014,nwpu_positive_309,storage_tank,storage_tank,0.3084021508693695,adjust,0.4095,150,201,192,246
detector:nwpu_positive_309_det015,nwpu_positive_309,ground_track_field,ship,0.20403701066970825,reject_localisation,0.0041,78,433,350,572
detector:nwpu_positive_309_det016,nwpu_positive_309,baseball_diamond,,0.12094313651323318,reject_background,0.0,139,623,185,687
detector:nwpu_positive_309_det017,nwpu_positive_309,storage_tank,storage_tank,0.06671716272830963,reject_localisation,0.339,176,317,199,342
detector:nwpu_positive_316_det000,nwpu_positive_316,storage_tank,storage_tank,0.9598828554153442,adjust,0.5881,962,315,1016,369
detector:nwpu_positive_316_det001,nwpu_positive_316,storage_tank,storage_tank,0.9438110589981079,adjust,0.5433,1028,503,1082,555
detector:nwpu_positive_316_det002,nwpu_positive_316,storage_tank,storage_tank,0.9435297846794128,adjust,0.6121,985,606,1041,661
detector:nwpu_positive_316_det003,nwpu_positive_316,storage_tank,storage_tank,0.9407488107681274,adjust,0.6377,886,284,938,339
detector:nwpu_positive_316_det004,nwpu_positive_316,storage_tank,storage_tank,0.9343796372413635,adjust,0.6704,1049,452,1102,503
detector:nwpu_positive_316_det005,nwpu_positive_316,storage_tank,storage_tank,0.9320938587188721,adjust,0.6171,1007,555,1061,609
detector:nwpu_positive_316_det006,nwpu_positive_316,storage_tank,storage_tank,0.9205408692359924,accept,0.7061,855,361,910,416
detector:nwpu_positive_316_det007,nwpu_positive_316,storage_tank,storage_tank,0.9187003374099731,adjust,0.5989,746,407,799,460
detector:nwpu_positive_316_det008,nwpu_positive_316,storage_tank,storage_tank,0.9180067777633667,accept,0.7046,776,328,833,386
detector:nwpu_positive_316_det009,nwpu_positive_316,storage_tank,storage_tank,0.9101337194442749,adjust,0.6373,933,396,985,446
detector:nwpu_positive_316_det010,nwpu_positive_316,storage_tank,storage_tank,0.9093211889266968,adjust,0.608,896,468,952,525
detector:nwpu_positive_316_det011,nwpu_positive_316,storage_tank,storage_tank,0.8937716484069824,adjust,0.6074,824,441,876,495
detector:nwpu_positive_316_det012,nwpu_positive_316,storage_tank,storage_tank,0.89121013879776,adjust,0.6804,809,253,864,306
detector:nwpu_positive_316_det013,nwpu_positive_316,storage_tank,,0.5662921071052551,reject_background,0.0,1113,246,1143,275
detector:nwpu_positive_316_det014,nwpu_positive_316,storage_tank,,0.4025017321109772,reject_background,0.0,1141,270,1165,299
detector:nwpu_positive_316_det015,nwpu_positive_316,storage_tank,,0.2753886580467224,reject_background,0.0,1102,272,1129,299
detector:nwpu_positive_316_det016,nwpu_positive_316,storage_tank,,0.1562892198562622,reject_background,0.0,1156,246,1166,273
detector:nwpu_positive_316_det017,nwpu_positive_316,storage_tank,,0.10171790421009064,reject_background,0.0,1089,296,1115,323
detector:nwpu_positive_316_det018,nwpu_positive_316,storage_tank,,0.0629265084862709,reject_background,0.0,1148,268,1166,309
detector:nwpu_positive_318_det000,nwpu_positive_318,storage_tank,storage_tank,0.9753367304801941,accept,0.8323,360,435,415,489
detector:nwpu_positive_318_det001,nwpu_positive_318,storage_tank,storage_tank,0.9620862603187561,accept,0.8757,654,342,710,394
detector:nwpu_positive_318_det002,nwpu_positive_318,storage_tank,storage_tank,0.9603710770606995,accept,0.8484,541,385,598,441
detector:nwpu_positive_318_det003,nwpu_positive_318,storage_tank,storage_tank,0.9596515893936157,accept,0.851,374,377,433,435
detector:nwpu_positive_318_det004,nwpu_positive_318,storage_tank,storage_tank,0.9580124616622925,accept,0.9405,391,313,456,378
detector:nwpu_positive_318_det005,nwpu_positive_318,storage_tank,storage_tank,0.957683801651001,accept,0.8714,322,353,375,403
detector:nwpu_positive_318_det006,nwpu_positive_318,storage_tank,storage_tank,0.9506040215492249,accept,0.859,381,231,449,296
detector:nwpu_positive_318_det007,nwpu_positive_318,storage_tank,storage_tank,0.9496050477027893,accept,0.8125,515,457,571,513
detector:nwpu_positive_318_det008,nwpu_positive_318,storage_tank,storage_tank,0.9455505013465881,accept,0.8283,497,283,552,335
detector:nwpu_positive_318_det009,nwpu_positive_318,storage_tank,storage_tank,0.9446708559989929,accept,0.8159,441,429,499,485
detector:nwpu_positive_318_det010,nwpu_positive_318,storage_tank,storage_tank,0.9395716786384583,accept,0.831,570,308,627,365
detector:nwpu_positive_318_det011,nwpu_positive_318,storage_tank,storage_tank,0.9347226023674011,accept,0.7564,466,357,525,413
detector:nwpu_positive_318_det012,nwpu_positive_318,storage_tank,storage_tank,0.9334220290184021,accept,0.7797,668,450,721,499
detector:nwpu_positive_318_det013,nwpu_positive_318,storage_tank,storage_tank,0.9332987666130066,accept,0.8475,339,303,395,356
detector:nwpu_positive_318_det014,nwpu_positive_318,storage_tank,storage_tank,0.9325441122055054,accept,0.787,679,267,739,321
detector:nwpu_positive_318_det015,nwpu_positive_318,storage_tank,storage_tank,0.9317617416381836,accept,0.8136,443,264,498,316
detector:nwpu_positive_318_det016,nwpu_positive_318,storage_tank,storage_tank,0.9171531200408936,accept,0.8517,595,235,653,292
detector:nwpu_positive_318_det017,nwpu_positive_318,storage_tank,storage_tank,0.8869534730911255,accept,0.7808,694,317,738,359
detector:nwpu_positive_318_det018,nwpu_positive_318,storage_tank,,0.7949587106704712,reject_background,0.0,628,429,665,459
detector:nwpu_positive_318_det019,nwpu_positive_318,storage_tank,storage_tank,0.5957537293434143,accept,0.8611,596,509,631,544
detector:nwpu_positive_346_det000,nwpu_positive_346,tennis_court,tennis_court,0.9609044194221497,accept,0.795,384,204,458,320
detector:nwpu_positive_346_det001,nwpu_positive_346,tennis_court,tennis_court,0.9522342085838318,accept,0.844,452,197,529,312
detector:nwpu_positive_350_det000,nwpu_positive_350,tennis_court,tennis_court,0.9614914655685425,accept,0.8754,462,255,527,328
detector:nwpu_positive_350_det001,nwpu_positive_350,tennis_court,tennis_court,0.9522358179092407,accept,0.8948,372,283,434,359
detector:nwpu_positive_350_det002,nwpu_positive_350,tennis_court,tennis_court,0.9513369798660278,accept,0.9065,324,297,386,374
detector:nwpu_positive_350_det003,nwpu_positive_350,basketball_court,basketball_court,0.9400219321250916,accept,0.8633,444,173,538,234
detector:nwpu_positive_350_det004,nwpu_positive_350,tennis_court,tennis_court,0.9376236200332642,accept,0.8614,417,269,481,343
detector:nwpu_positive_350_det005,nwpu_positive_350,basketball_court,basketball_court,0.930532693862915,accept,0.7774,318,215,409,271
detector:nwpu_positive_374_det000,nwpu_positive_374,vehicle,vehicle,0.856471836566925,accept,0.8581,99,255,162,291
detector:nwpu_positive_374_det001,nwpu_positive_374,vehicle,vehicle,0.46844911575317383,accept,0.8518,820,355,902,417
detector:nwpu_positive_374_det002,nwpu_positive_374,vehicle,,0.06824474781751633,reject_background,0.0,506,334,553,372
detector:nwpu_positive_375_det000,nwpu_positive_375,vehicle,vehicle,0.8116459846496582,accept,0.9235,112,570,206,633
detector:nwpu_positive_375_det001,nwpu_positive_375,vehicle,vehicle,0.5342378616333008,accept,0.8493,197,84,247,170
detector:nwpu_positive_377_det000,nwpu_positive_377,vehicle,vehicle,0.8979652523994446,accept,0.8442,163,181,232,219
detector:nwpu_positive_377_det001,nwpu_positive_377,vehicle,vehicle,0.8633423447608948,accept,0.9411,618,109,694,155
detector:nwpu_positive_377_det002,nwpu_positive_377,vehicle,vehicle,0.691274106502533,accept,0.8416,521,120,600,162
detector:nwpu_positive_377_det003,nwpu_positive_377,vehicle,,0.27008673548698425,reject_background,0.0,0,513,16,569
detector:nwpu_positive_377_det004,nwpu_positive_377,vehicle,,0.16921567916870117,reject_background,0.0,11,501,49,569
detector:nwpu_positive_377_det005,nwpu_positive_377,vehicle,vehicle,0.06152087077498436,adjust,0.4456,170,181,231,203
detector:nwpu_positive_380_det000,nwpu_positive_380,vehicle,vehicle,0.9381937384605408,adjust,0.6109,382,217,423,267
detector:nwpu_positive_380_det001,nwpu_positive_380,vehicle,vehicle,0.9100736975669861,accept,0.8942,101,98,137,160
detector:nwpu_positive_387_det000,nwpu_positive_387,vehicle,vehicle,0.9356554746627808,accept,0.8127,98,164,139,214
detector:nwpu_positive_387_det001,nwpu_positive_387,vehicle,vehicle,0.9194260835647583,accept,0.8693,560,31,607,60
detector:nwpu_positive_387_det002,nwpu_positive_387,vehicle,vehicle,0.9154836535453796,accept,0.9552,641,33,697,68
detector:nwpu_positive_387_det003,nwpu_positive_387,vehicle,vehicle,0.8691056966781616,accept,0.7137,82,118,136,155
detector:nwpu_positive_387_det004,nwpu_positive_387,vehicle,vehicle,0.8680172562599182,accept,0.8884,274,125,324,158
detector:nwpu_positive_387_det005,nwpu_positive_387,ship,,0.32306089997291565,reject_background,0.0,193,368,227,418
detector:nwpu_positive_390_det000,nwpu_positive_390,vehicle,vehicle,0.9839513301849365,accept,0.862,495,387,534,450
detector:nwpu_positive_390_det001,nwpu_positive_390,vehicle,vehicle,0.9334931969642639,accept,0.8851,518,475,555,544
