image_uid,image_id,image_path,annotation_path,is_background,split,seed,train_ratio,val_ratio,test_ratio
nwpu_background_057,057,NWPU VHR-10 dataset/negative image set/057.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_058,058,NWPU VHR-10 dataset/negative image set/058.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_059,059,NWPU VHR-10 dataset/positive image set/059.jpg,NWPU VHR-10 dataset/ground truth/059.txt,False,train,42,0.7,0.15,0.15
nwpu_background_059,059,NWPU VHR-10 dataset/negative image set/059.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_060,060,NWPU VHR-10 dataset/negative image set/060.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_061,061,NWPU VHR-10 dataset/positive image set/061.jpg,NWPU VHR-10 dataset/ground truth/061.txt,False,train,42,0.7,0.15,0.15
nwpu_background_061,061,NWPU VHR-10 dataset/negative image set/061.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_062,062,NWPU VHR-10 dataset/positive image set/062.jpg,NWPU VHR-10 dataset/ground truth/062.txt,False,train,42,0.7,0.15,0.15
nwpu_background_062,062,NWPU VHR-10 dataset/negative image set/062.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_063,063,NWPU VHR-10 dataset/positive image set/063.jpg,NWPU VHR-10 dataset/ground truth/063.txt,False,train,42,0.7,0.15,0.15
nwpu_background_063,063,NWPU VHR-10 dataset/negative image set/063.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_064,064,NWPU VHR-10 dataset/positive image set/064.jpg,NWPU VHR-10 dataset/ground truth/064.txt,False,train,42,0.7,0.15,0.15
nwpu_background_064,064,NWPU VHR-10 dataset/negative image set/064.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_065,065,NWPU VHR-10 dataset/positive image set/065.jpg,NWPU VHR-10 dataset/ground truth/065.txt,False,train,42,0.7,0.15,0.15
nwpu_background_065,065,NWPU VHR-10 dataset/negative image set/065.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_066,066,NWPU VHR-10 dataset/positive image set/066.jpg,NWPU VHR-10 dataset/ground truth/066.txt,False,train,42,0.7,0.15,0.15
nwpu_background_066,066,NWPU VHR-10 dataset/negative image set/066.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_067,067,NWPU VHR-10 dataset/positive image set/067.jpg,NWPU VHR-10 dataset/ground truth/067.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_068,068,NWPU VHR-10 dataset/positive image set/068.jpg,NWPU VHR-10 dataset/ground truth/068.txt,False,train,42,0.7,0.15,0.15
nwpu_background_069,069,NWPU VHR-10 dataset/negative image set/069.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_070,070,NWPU VHR-10 dataset/positive image set/070.jpg,NWPU VHR-10 dataset/ground truth/070.txt,False,train,42,0.7,0.15,0.15
nwpu_background_070,070,NWPU VHR-10 dataset/negative image set/070.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_071,071,NWPU VHR-10 dataset/positive image set/071.jpg,NWPU VHR-10 dataset/ground truth/071.txt,False,train,42,0.7,0.15,0.15
nwpu_background_071,071,NWPU VHR-10 dataset/negative image set/071.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_072,072,NWPU VHR-10 dataset/positive image set/072.jpg,NWPU VHR-10 dataset/ground truth/072.txt,False,train,42,0.7,0.15,0.15
nwpu_background_072,072,NWPU VHR-10 dataset/negative image set/072.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_073,073,NWPU VHR-10 dataset/positive image set/073.jpg,NWPU VHR-10 dataset/ground truth/073.txt,False,train,42,0.7,0.15,0.15
nwpu_background_073,073,NWPU VHR-10 dataset/negative image set/073.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_074,074,NWPU VHR-10 dataset/positive image set/074.jpg,NWPU VHR-10 dataset/ground truth/074.txt,False,train,42,0.7,0.15,0.15
nwpu_background_074,074,NWPU VHR-10 dataset/negative image set/074.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_075,075,NWPU VHR-10 dataset/negative image set/075.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_076,076,NWPU VHR-10 dataset/negative image set/076.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_077,077,NWPU VHR-10 dataset/positive image set/077.jpg,NWPU VHR-10 dataset/ground truth/077.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_078,078,NWPU VHR-10 dataset/positive image set/078.jpg,NWPU VHR-10 dataset/ground truth/078.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_079,079,NWPU VHR-10 dataset/positive image set/079.jpg,NWPU VHR-10 dataset/ground truth/079.txt,False,train,42,0.7,0.15,0.15
nwpu_background_079,079,NWPU VHR-10 dataset/negative image set/079.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_080,080,NWPU VHR-10 dataset/positive image set/080.jpg,NWPU VHR-10 dataset/ground truth/080.txt,False,train,42,0.7,0.15,0.15
nwpu_background_080,080,NWPU VHR-10 dataset/negative image set/080.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_081,081,NWPU VHR-10 dataset/negative image set/081.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_082,082,NWPU VHR-10 dataset/positive image set/082.jpg,NWPU VHR-10 dataset/ground truth/082.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_083,083,NWPU VHR-10 dataset/positive image set/083.jpg,NWPU VHR-10 dataset/ground truth/083.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_084,084,NWPU VHR-10 dataset/positive image set/084.jpg,NWPU VHR-10 dataset/ground truth/084.txt,False,train,42,0.7,0.15,0.15
nwpu_background_084,084,NWPU VHR-10 dataset/negative image set/084.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_085,085,NWPU VHR-10 dataset/positive image set/085.jpg,NWPU VHR-10 dataset/ground truth/085.txt,False,train,42,0.7,0.15,0.15
nwpu_background_085,085,NWPU VHR-10 dataset/negative image set/085.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_086,086,NWPU VHR-10 dataset/negative image set/086.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_087,087,NWPU VHR-10 dataset/positive image set/087.jpg,NWPU VHR-10 dataset/ground truth/087.txt,False,train,42,0.7,0.15,0.15
nwpu_background_087,087,NWPU VHR-10 dataset/negative image set/087.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_088,088,NWPU VHR-10 dataset/positive image set/088.jpg,NWPU VHR-10 dataset/ground truth/088.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_089,089,NWPU VHR-10 dataset/positive image set/089.jpg,NWPU VHR-10 dataset/ground truth/089.txt,False,train,42,0.7,0.15,0.15
nwpu_background_089,089,NWPU VHR-10 dataset/negative image set/089.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_090,090,NWPU VHR-10 dataset/positive image set/090.jpg,NWPU VHR-10 dataset/ground truth/090.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_091,091,NWPU VHR-10 dataset/positive image set/091.jpg,NWPU VHR-10 dataset/ground truth/091.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_092,092,NWPU VHR-10 dataset/positive image set/092.jpg,NWPU VHR-10 dataset/ground truth/092.txt,False,train,42,0.7,0.15,0.15
nwpu_background_092,092,NWPU VHR-10 dataset/negative image set/092.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_093,093,NWPU VHR-10 dataset/positive image set/093.jpg,NWPU VHR-10 dataset/ground truth/093.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_094,094,NWPU VHR-10 dataset/positive image set/094.jpg,NWPU VHR-10 dataset/ground truth/094.txt,False,train,42,0.7,0.15,0.15
nwpu_background_094,094,NWPU VHR-10 dataset/negative image set/094.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_095,095,NWPU VHR-10 dataset/negative image set/095.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_096,096,NWPU VHR-10 dataset/positive image set/096.jpg,NWPU VHR-10 dataset/ground truth/096.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_097,097,NWPU VHR-10 dataset/positive image set/097.jpg,NWPU VHR-10 dataset/ground truth/097.txt,False,train,42,0.7,0.15,0.15
nwpu_background_097,097,NWPU VHR-10 dataset/negative image set/097.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_098,098,NWPU VHR-10 dataset/positive image set/098.jpg,NWPU VHR-10 dataset/ground truth/098.txt,False,train,42,0.7,0.15,0.15
nwpu_background_098,098,NWPU VHR-10 dataset/negative image set/098.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_099,099,NWPU VHR-10 dataset/positive image set/099.jpg,NWPU VHR-10 dataset/ground truth/099.txt,False,train,42,0.7,0.15,0.15
nwpu_background_099,099,NWPU VHR-10 dataset/negative image set/099.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_100,100,NWPU VHR-10 dataset/negative image set/100.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_101,101,NWPU VHR-10 dataset/negative image set/101.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_102,102,NWPU VHR-10 dataset/positive image set/102.jpg,NWPU VHR-10 dataset/ground truth/102.txt,False,train,42,0.7,0.15,0.15
nwpu_background_102,102,NWPU VHR-10 dataset/negative image set/102.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_103,103,NWPU VHR-10 dataset/negative image set/103.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_104,104,NWPU VHR-10 dataset/positive image set/104.jpg,NWPU VHR-10 dataset/ground truth/104.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_105,105,NWPU VHR-10 dataset/positive image set/105.jpg,NWPU VHR-10 dataset/ground truth/105.txt,False,train,42,0.7,0.15,0.15
nwpu_background_105,105,NWPU VHR-10 dataset/negative image set/105.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_106,106,NWPU VHR-10 dataset/positive image set/106.jpg,NWPU VHR-10 dataset/ground truth/106.txt,False,train,42,0.7,0.15,0.15
nwpu_background_106,106,NWPU VHR-10 dataset/negative image set/106.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_107,107,NWPU VHR-10 dataset/positive image set/107.jpg,NWPU VHR-10 dataset/ground truth/107.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_108,108,NWPU VHR-10 dataset/positive image set/108.jpg,NWPU VHR-10 dataset/ground truth/108.txt,False,train,42,0.7,0.15,0.15
nwpu_background_108,108,NWPU VHR-10 dataset/negative image set/108.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_109,109,NWPU VHR-10 dataset/positive image set/109.jpg,NWPU VHR-10 dataset/ground truth/109.txt,False,train,42,0.7,0.15,0.15
nwpu_background_109,109,NWPU VHR-10 dataset/negative image set/109.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_110,110,NWPU VHR-10 dataset/positive image set/110.jpg,NWPU VHR-10 dataset/ground truth/110.txt,False,train,42,0.7,0.15,0.15
nwpu_background_110,110,NWPU VHR-10 dataset/negative image set/110.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_111,111,NWPU VHR-10 dataset/positive image set/111.jpg,NWPU VHR-10 dataset/ground truth/111.txt,False,train,42,0.7,0.15,0.15
nwpu_background_111,111,NWPU VHR-10 dataset/negative image set/111.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_112,112,NWPU VHR-10 dataset/negative image set/112.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_115,115,NWPU VHR-10 dataset/positive image set/115.jpg,NWPU VHR-10 dataset/ground truth/115.txt,False,train,42,0.7,0.15,0.15
nwpu_background_115,115,NWPU VHR-10 dataset/negative image set/115.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_116,116,NWPU VHR-10 dataset/positive image set/116.jpg,NWPU VHR-10 dataset/ground truth/116.txt,False,train,42,0.7,0.15,0.15
nwpu_background_117,117,NWPU VHR-10 dataset/negative image set/117.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_118,118,NWPU VHR-10 dataset/negative image set/118.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_119,119,NWPU VHR-10 dataset/positive image set/119.jpg,NWPU VHR-10 dataset/ground truth/119.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_121,121,NWPU VHR-10 dataset/positive image set/121.jpg,NWPU VHR-10 dataset/ground truth/121.txt,False,train,42,0.7,0.15,0.15
nwpu_background_121,121,NWPU VHR-10 dataset/negative image set/121.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_122,122,NWPU VHR-10 dataset/negative image set/122.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_123,123,NWPU VHR-10 dataset/positive image set/123.jpg,NWPU VHR-10 dataset/ground truth/123.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_125,125,NWPU VHR-10 dataset/positive image set/125.jpg,NWPU VHR-10 dataset/ground truth/125.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_126,126,NWPU VHR-10 dataset/positive image set/126.jpg,NWPU VHR-10 dataset/ground truth/126.txt,False,train,42,0.7,0.15,0.15
nwpu_background_126,126,NWPU VHR-10 dataset/negative image set/126.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_127,127,NWPU VHR-10 dataset/negative image set/127.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_128,128,NWPU VHR-10 dataset/positive image set/128.jpg,NWPU VHR-10 dataset/ground truth/128.txt,False,train,42,0.7,0.15,0.15
nwpu_background_128,128,NWPU VHR-10 dataset/negative image set/128.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_129,129,NWPU VHR-10 dataset/positive image set/129.jpg,NWPU VHR-10 dataset/ground truth/129.txt,False,train,42,0.7,0.15,0.15
nwpu_background_129,129,NWPU VHR-10 dataset/negative image set/129.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_130,130,NWPU VHR-10 dataset/positive image set/130.jpg,NWPU VHR-10 dataset/ground truth/130.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_131,131,NWPU VHR-10 dataset/positive image set/131.jpg,NWPU VHR-10 dataset/ground truth/131.txt,False,train,42,0.7,0.15,0.15
nwpu_background_131,131,NWPU VHR-10 dataset/negative image set/131.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_132,132,NWPU VHR-10 dataset/positive image set/132.jpg,NWPU VHR-10 dataset/ground truth/132.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_133,133,NWPU VHR-10 dataset/positive image set/133.jpg,NWPU VHR-10 dataset/ground truth/133.txt,False,train,42,0.7,0.15,0.15
nwpu_background_133,133,NWPU VHR-10 dataset/negative image set/133.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_134,134,NWPU VHR-10 dataset/positive image set/134.jpg,NWPU VHR-10 dataset/ground truth/134.txt,False,train,42,0.7,0.15,0.15
nwpu_background_134,134,NWPU VHR-10 dataset/negative image set/134.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_135,135,NWPU VHR-10 dataset/negative image set/135.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_136,136,NWPU VHR-10 dataset/positive image set/136.jpg,NWPU VHR-10 dataset/ground truth/136.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_137,137,NWPU VHR-10 dataset/positive image set/137.jpg,NWPU VHR-10 dataset/ground truth/137.txt,False,train,42,0.7,0.15,0.15
nwpu_background_137,137,NWPU VHR-10 dataset/negative image set/137.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_138,138,NWPU VHR-10 dataset/positive image set/138.jpg,NWPU VHR-10 dataset/ground truth/138.txt,False,train,42,0.7,0.15,0.15
nwpu_background_138,138,NWPU VHR-10 dataset/negative image set/138.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_139,139,NWPU VHR-10 dataset/negative image set/139.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_140,140,NWPU VHR-10 dataset/positive image set/140.jpg,NWPU VHR-10 dataset/ground truth/140.txt,False,train,42,0.7,0.15,0.15
nwpu_background_140,140,NWPU VHR-10 dataset/negative image set/140.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_141,141,NWPU VHR-10 dataset/positive image set/141.jpg,NWPU VHR-10 dataset/ground truth/141.txt,False,train,42,0.7,0.15,0.15
nwpu_background_141,141,NWPU VHR-10 dataset/negative image set/141.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_143,143,NWPU VHR-10 dataset/positive image set/143.jpg,NWPU VHR-10 dataset/ground truth/143.txt,False,train,42,0.7,0.15,0.15
nwpu_background_143,143,NWPU VHR-10 dataset/negative image set/143.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_144,144,NWPU VHR-10 dataset/positive image set/144.jpg,NWPU VHR-10 dataset/ground truth/144.txt,False,train,42,0.7,0.15,0.15
nwpu_background_145,145,NWPU VHR-10 dataset/negative image set/145.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_146,146,NWPU VHR-10 dataset/positive image set/146.jpg,NWPU VHR-10 dataset/ground truth/146.txt,False,train,42,0.7,0.15,0.15
nwpu_background_146,146,NWPU VHR-10 dataset/negative image set/146.jpg,,True,train,42,0.7,0.15,0.15
nwpu_background_147,147,NWPU VHR-10 dataset/negative image set/147.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_148,148,NWPU VHR-10 dataset/positive image set/148.jpg,NWPU VHR-10 dataset/ground truth/148.txt,False,train,42,0.7,0.15,0.15
nwpu_background_148,148,NWPU VHR-10 dataset/negative image set/148.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_149,149,NWPU VHR-10 dataset/positive image set/149.jpg,NWPU VHR-10 dataset/ground truth/149.txt,False,train,42,0.7,0.15,0.15
nwpu_background_149,149,NWPU VHR-10 dataset/negative image set/149.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_150,150,NWPU VHR-10 dataset/positive image set/150.jpg,NWPU VHR-10 dataset/ground truth/150.txt,False,train,42,0.7,0.15,0.15
nwpu_background_150,150,NWPU VHR-10 dataset/negative image set/150.jpg,,True,train,42,0.7,0.15,0.15
nwpu_positive_151,151,NWPU VHR-10 dataset/positive image set/151.jpg,NWPU VHR-10 dataset/ground truth/151.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_153,153,NWPU VHR-10 dataset/positive image set/153.jpg,NWPU VHR-10 dataset/ground truth/153.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_154,154,NWPU VHR-10 dataset/positive image set/154.jpg,NWPU VHR-10 dataset/ground truth/154.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_155,155,NWPU VHR-10 dataset/positive image set/155.jpg,NWPU VHR-10 dataset/ground truth/155.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_156,156,NWPU VHR-10 dataset/positive image set/156.jpg,NWPU VHR-10 dataset/ground truth/156.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_157,157,NWPU VHR-10 dataset/positive image set/157.jpg,NWPU VHR-10 dataset/ground truth/157.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_159,159,NWPU VHR-10 dataset/positive image set/159.jpg,NWPU VHR-10 dataset/ground truth/159.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_164,164,NWPU VHR-10 dataset/positive image set/164.jpg,NWPU VHR-10 dataset/ground truth/164.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_165,165,NWPU VHR-10 dataset/positive image set/165.jpg,NWPU VHR-10 dataset/ground truth/165.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_166,166,NWPU VHR-10 dataset/positive image set/166.jpg,NWPU VHR-10 dataset/ground truth/166.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_168,168,NWPU VHR-10 dataset/positive image set/168.jpg,NWPU VHR-10 dataset/ground truth/168.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_169,169,NWPU VHR-10 dataset/positive image set/169.jpg,NWPU VHR-10 dataset/ground truth/169.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_172,172,NWPU VHR-10 dataset/positive image set/172.jpg,NWPU VHR-10 dataset/ground truth/172.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_173,173,NWPU VHR-10 dataset/positive image set/173.jpg,NWPU VHR-10 dataset/ground truth/173.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_174,174,NWPU VHR-10 dataset/positive image set/174.jpg,NWPU VHR-10 dataset/ground truth/174.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_175,175,NWPU VHR-10 dataset/positive image set/175.jpg,NWPU VHR-10 dataset/ground truth/175.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_176,176,NWPU VHR-10 dataset/positive image set/176.jpg,NWPU VHR-10 dataset/ground truth/176.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_177,177,NWPU VHR-10 dataset/positive image set/177.jpg,NWPU VHR-10 dataset/ground truth/177.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_178,178,NWPU VHR-10 dataset/positive image set/178.jpg,NWPU VHR-10 dataset/ground truth/178.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_179,179,NWPU VHR-10 dataset/positive image set/179.jpg,NWPU VHR-10 dataset/ground truth/179.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_182,182,NWPU VHR-10 dataset/positive image set/182.jpg,NWPU VHR-10 dataset/ground truth/182.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_183,183,NWPU VHR-10 dataset/positive image set/183.jpg,NWPU VHR-10 dataset/ground truth/183.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_186,186,NWPU VHR-10 dataset/positive image set/186.jpg,NWPU VHR-10 dataset/ground truth/186.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_187,187,NWPU VHR-10 dataset/positive image set/187.jpg,NWPU VHR-10 dataset/ground truth/187.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_189,189,NWPU VHR-10 dataset/positive image set/189.jpg,NWPU VHR-10 dataset/ground truth/189.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_190,190,NWPU VHR-10 dataset/positive image set/190.jpg,NWPU VHR-10 dataset/ground truth/190.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_191,191,NWPU VHR-10 dataset/positive image set/191.jpg,NWPU VHR-10 dataset/ground truth/191.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_192,192,NWPU VHR-10 dataset/positive image set/192.jpg,NWPU VHR-10 dataset/ground truth/192.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_193,193,NWPU VHR-10 dataset/positive image set/193.jpg,NWPU VHR-10 dataset/ground truth/193.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_194,194,NWPU VHR-10 dataset/positive image set/194.jpg,NWPU VHR-10 dataset/ground truth/194.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_196,196,NWPU VHR-10 dataset/positive image set/196.jpg,NWPU VHR-10 dataset/ground truth/196.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_197,197,NWPU VHR-10 dataset/positive image set/197.jpg,NWPU VHR-10 dataset/ground truth/197.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_198,198,NWPU VHR-10 dataset/positive image set/198.jpg,NWPU VHR-10 dataset/ground truth/198.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_199,199,NWPU VHR-10 dataset/positive image set/199.jpg,NWPU VHR-10 dataset/ground truth/199.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_200,200,NWPU VHR-10 dataset/positive image set/200.jpg,NWPU VHR-10 dataset/ground truth/200.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_201,201,NWPU VHR-10 dataset/positive image set/201.jpg,NWPU VHR-10 dataset/ground truth/201.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_202,202,NWPU VHR-10 dataset/positive image set/202.jpg,NWPU VHR-10 dataset/ground truth/202.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_204,204,NWPU VHR-10 dataset/positive image set/204.jpg,NWPU VHR-10 dataset/ground truth/204.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_205,205,NWPU VHR-10 dataset/positive image set/205.jpg,NWPU VHR-10 dataset/ground truth/205.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_206,206,NWPU VHR-10 dataset/positive image set/206.jpg,NWPU VHR-10 dataset/ground truth/206.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_209,209,NWPU VHR-10 dataset/positive image set/209.jpg,NWPU VHR-10 dataset/ground truth/209.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_210,210,NWPU VHR-10 dataset/positive image set/210.jpg,NWPU VHR-10 dataset/ground truth/210.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_211,211,NWPU VHR-10 dataset/positive image set/211.jpg,NWPU VHR-10 dataset/ground truth/211.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_212,212,NWPU VHR-10 dataset/positive image set/212.jpg,NWPU VHR-10 dataset/ground truth/212.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_213,213,NWPU VHR-10 dataset/positive image set/213.jpg,NWPU VHR-10 dataset/ground truth/213.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_214,214,NWPU VHR-10 dataset/positive image set/214.jpg,NWPU VHR-10 dataset/ground truth/214.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_215,215,NWPU VHR-10 dataset/positive image set/215.jpg,NWPU VHR-10 dataset/ground truth/215.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_216,216,NWPU VHR-10 dataset/positive image set/216.jpg,NWPU VHR-10 dataset/ground truth/216.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_217,217,NWPU VHR-10 dataset/positive image set/217.jpg,NWPU VHR-10 dataset/ground truth/217.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_219,219,NWPU VHR-10 dataset/positive image set/219.jpg,NWPU VHR-10 dataset/ground truth/219.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_221,221,NWPU VHR-10 dataset/positive image set/221.jpg,NWPU VHR-10 dataset/ground truth/221.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_222,222,NWPU VHR-10 dataset/positive image set/222.jpg,NWPU VHR-10 dataset/ground truth/222.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_224,224,NWPU VHR-10 dataset/positive image set/224.jpg,NWPU VHR-10 dataset/ground truth/224.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_225,225,NWPU VHR-10 dataset/positive image set/225.jpg,NWPU VHR-10 dataset/ground truth/225.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_227,227,NWPU VHR-10 dataset/positive image set/227.jpg,NWPU VHR-10 dataset/ground truth/227.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_228,228,NWPU VHR-10 dataset/positive image set/228.jpg,NWPU VHR-10 dataset/ground truth/228.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_229,229,NWPU VHR-10 dataset/positive image set/229.jpg,NWPU VHR-10 dataset/ground truth/229.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_230,230,NWPU VHR-10 dataset/positive image set/230.jpg,NWPU VHR-10 dataset/ground truth/230.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_231,231,NWPU VHR-10 dataset/positive image set/231.jpg,NWPU VHR-10 dataset/ground truth/231.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_232,232,NWPU VHR-10 dataset/positive image set/232.jpg,NWPU VHR-10 dataset/ground truth/232.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_233,233,NWPU VHR-10 dataset/positive image set/233.jpg,NWPU VHR-10 dataset/ground truth/233.txt,False,train,42,0.7,0.15,0.15
