image_id,image_path,annotation_path,is_background,split,seed,train_ratio,val_ratio,test_ratio
074,NWPU VHR-10 dataset\negative image set\074.jpg,,True,train,42,0.7,0.15,0.15
074,NWPU VHR-10 dataset\positive image set\074.jpg,NWPU VHR-10 dataset\ground truth\074.txt,False,train,42,0.7,0.15,0.15
075,NWPU VHR-10 dataset\positive image set\075.jpg,NWPU VHR-10 dataset\ground truth\075.txt,False,train,42,0.7,0.15,0.15
075,NWPU VHR-10 dataset\negative image set\075.jpg,,True,train,42,0.7,0.15,0.15
076,NWPU VHR-10 dataset\negative image set\076.jpg,,True,train,42,0.7,0.15,0.15
076,NWPU VHR-10 dataset\positive image set\076.jpg,NWPU VHR-10 dataset\ground truth\076.txt,False,train,42,0.7,0.15,0.15
077,NWPU VHR-10 dataset\positive image set\077.jpg,NWPU VHR-10 dataset\ground truth\077.txt,False,train,42,0.7,0.15,0.15
078,NWPU VHR-10 dataset\negative image set\078.jpg,,True,train,42,0.7,0.15,0.15
078,NWPU VHR-10 dataset\positive image set\078.jpg,NWPU VHR-10 dataset\ground truth\078.txt,False,train,42,0.7,0.15,0.15
079,NWPU VHR-10 dataset\negative image set\079.jpg,,True,train,42,0.7,0.15,0.15
079,NWPU VHR-10 dataset\positive image set\079.jpg,NWPU VHR-10 dataset\ground truth\079.txt,False,train,42,0.7,0.15,0.15
080,NWPU VHR-10 dataset\negative image set\080.jpg,,True,train,42,0.7,0.15,0.15
080,NWPU VHR-10 dataset\positive image set\080.jpg,NWPU VHR-10 dataset\ground truth\080.txt,False,train,42,0.7,0.15,0.15
081,NWPU VHR-10 dataset\negative image set\081.jpg,,True,train,42,0.7,0.15,0.15
082,NWPU VHR-10 dataset\positive image set\082.jpg,NWPU VHR-10 dataset\ground truth\082.txt,False,train,42,0.7,0.15,0.15
083,NWPU VHR-10 dataset\positive image set\083.jpg,NWPU VHR-10 dataset\ground truth\083.txt,False,train,42,0.7,0.15,0.15
083,NWPU VHR-10 dataset\negative image set\083.jpg,,True,train,42,0.7,0.15,0.15
084,NWPU VHR-10 dataset\negative image set\084.jpg,,True,train,42,0.7,0.15,0.15
084,NWPU VHR-10 dataset\positive image set\084.jpg,NWPU VHR-10 dataset\ground truth\084.txt,False,train,42,0.7,0.15,0.15
085,NWPU VHR-10 dataset\positive image set\085.jpg,NWPU VHR-10 dataset\ground truth\085.txt,False,train,42,0.7,0.15,0.15
087,NWPU VHR-10 dataset\positive image set\087.jpg,NWPU VHR-10 dataset\ground truth\087.txt,False,train,42,0.7,0.15,0.15
087,NWPU VHR-10 dataset\negative image set\087.jpg,,True,train,42,0.7,0.15,0.15
088,NWPU VHR-10 dataset\negative image set\088.jpg,,True,train,42,0.7,0.15,0.15
089,NWPU VHR-10 dataset\positive image set\089.jpg,NWPU VHR-10 dataset\ground truth\089.txt,False,train,42,0.7,0.15,0.15
090,NWPU VHR-10 dataset\positive image set\090.jpg,NWPU VHR-10 dataset\ground truth\090.txt,False,train,42,0.7,0.15,0.15
091,NWPU VHR-10 dataset\positive image set\091.jpg,NWPU VHR-10 dataset\ground truth\091.txt,False,train,42,0.7,0.15,0.15
091,NWPU VHR-10 dataset\negative image set\091.jpg,,True,train,42,0.7,0.15,0.15
093,NWPU VHR-10 dataset\negative image set\093.jpg,,True,train,42,0.7,0.15,0.15
093,NWPU VHR-10 dataset\positive image set\093.jpg,NWPU VHR-10 dataset\ground truth\093.txt,False,train,42,0.7,0.15,0.15
094,NWPU VHR-10 dataset\positive image set\094.jpg,NWPU VHR-10 dataset\ground truth\094.txt,False,train,42,0.7,0.15,0.15
094,NWPU VHR-10 dataset\negative image set\094.jpg,,True,train,42,0.7,0.15,0.15
095,NWPU VHR-10 dataset\negative image set\095.jpg,,True,train,42,0.7,0.15,0.15
095,NWPU VHR-10 dataset\positive image set\095.jpg,NWPU VHR-10 dataset\ground truth\095.txt,False,train,42,0.7,0.15,0.15
097,NWPU VHR-10 dataset\positive image set\097.jpg,NWPU VHR-10 dataset\ground truth\097.txt,False,train,42,0.7,0.15,0.15
097,NWPU VHR-10 dataset\negative image set\097.jpg,,True,train,42,0.7,0.15,0.15
098,NWPU VHR-10 dataset\positive image set\098.jpg,NWPU VHR-10 dataset\ground truth\098.txt,False,train,42,0.7,0.15,0.15
099,NWPU VHR-10 dataset\negative image set\099.jpg,,True,train,42,0.7,0.15,0.15
100,NWPU VHR-10 dataset\negative image set\100.jpg,,True,train,42,0.7,0.15,0.15
102,NWPU VHR-10 dataset\positive image set\102.jpg,NWPU VHR-10 dataset\ground truth\102.txt,False,train,42,0.7,0.15,0.15
103,NWPU VHR-10 dataset\negative image set\103.jpg,,True,train,42,0.7,0.15,0.15
104,NWPU VHR-10 dataset\positive image set\104.jpg,NWPU VHR-10 dataset\ground truth\104.txt,False,train,42,0.7,0.15,0.15
104,NWPU VHR-10 dataset\negative image set\104.jpg,,True,train,42,0.7,0.15,0.15
105,NWPU VHR-10 dataset\positive image set\105.jpg,NWPU VHR-10 dataset\ground truth\105.txt,False,train,42,0.7,0.15,0.15
106,NWPU VHR-10 dataset\negative image set\106.jpg,,True,train,42,0.7,0.15,0.15
107,NWPU VHR-10 dataset\negative image set\107.jpg,,True,train,42,0.7,0.15,0.15
108,NWPU VHR-10 dataset\negative image set\108.jpg,,True,train,42,0.7,0.15,0.15
108,NWPU VHR-10 dataset\positive image set\108.jpg,NWPU VHR-10 dataset\ground truth\108.txt,False,train,42,0.7,0.15,0.15
109,NWPU VHR-10 dataset\positive image set\109.jpg,NWPU VHR-10 dataset\ground truth\109.txt,False,train,42,0.7,0.15,0.15
110,NWPU VHR-10 dataset\positive image set\110.jpg,NWPU VHR-10 dataset\ground truth\110.txt,False,train,42,0.7,0.15,0.15
110,NWPU VHR-10 dataset\negative image set\110.jpg,,True,train,42,0.7,0.15,0.15
111,NWPU VHR-10 dataset\positive image set\111.jpg,NWPU VHR-10 dataset\ground truth\111.txt,False,train,42,0.7,0.15,0.15
112,NWPU VHR-10 dataset\positive image set\112.jpg,NWPU VHR-10 dataset\ground truth\112.txt,False,train,42,0.7,0.15,0.15
112,NWPU VHR-10 dataset\negative image set\112.jpg,,True,train,42,0.7,0.15,0.15
113,NWPU VHR-10 dataset\negative image set\113.jpg,,True,train,42,0.7,0.15,0.15
114,NWPU VHR-10 dataset\negative image set\114.jpg,,True,train,42,0.7,0.15,0.15
114,NWPU VHR-10 dataset\positive image set\114.jpg,NWPU VHR-10 dataset\ground truth\114.txt,False,train,42,0.7,0.15,0.15
115,NWPU VHR-10 dataset\positive image set\115.jpg,NWPU VHR-10 dataset\ground truth\115.txt,False,train,42,0.7,0.15,0.15
116,NWPU VHR-10 dataset\negative image set\116.jpg,,True,train,42,0.7,0.15,0.15
117,NWPU VHR-10 dataset\positive image set\117.jpg,NWPU VHR-10 dataset\ground truth\117.txt,False,train,42,0.7,0.15,0.15
118,NWPU VHR-10 dataset\positive image set\118.jpg,NWPU VHR-10 dataset\ground truth\118.txt,False,train,42,0.7,0.15,0.15
119,NWPU VHR-10 dataset\positive image set\119.jpg,NWPU VHR-10 dataset\ground truth\119.txt,False,train,42,0.7,0.15,0.15
120,NWPU VHR-10 dataset\positive image set\120.jpg,NWPU VHR-10 dataset\ground truth\120.txt,False,train,42,0.7,0.15,0.15
121,NWPU VHR-10 dataset\negative image set\121.jpg,,True,train,42,0.7,0.15,0.15
123,NWPU VHR-10 dataset\negative image set\123.jpg,,True,train,42,0.7,0.15,0.15
123,NWPU VHR-10 dataset\positive image set\123.jpg,NWPU VHR-10 dataset\ground truth\123.txt,False,train,42,0.7,0.15,0.15
124,NWPU VHR-10 dataset\positive image set\124.jpg,NWPU VHR-10 dataset\ground truth\124.txt,False,train,42,0.7,0.15,0.15
124,NWPU VHR-10 dataset\negative image set\124.jpg,,True,train,42,0.7,0.15,0.15
125,NWPU VHR-10 dataset\positive image set\125.jpg,NWPU VHR-10 dataset\ground truth\125.txt,False,train,42,0.7,0.15,0.15
126,NWPU VHR-10 dataset\negative image set\126.jpg,,True,train,42,0.7,0.15,0.15
127,NWPU VHR-10 dataset\positive image set\127.jpg,NWPU VHR-10 dataset\ground truth\127.txt,False,train,42,0.7,0.15,0.15
128,NWPU VHR-10 dataset\positive image set\128.jpg,NWPU VHR-10 dataset\ground truth\128.txt,False,train,42,0.7,0.15,0.15
128,NWPU VHR-10 dataset\negative image set\128.jpg,,True,train,42,0.7,0.15,0.15
129,NWPU VHR-10 dataset\negative image set\129.jpg,,True,train,42,0.7,0.15,0.15
130,NWPU VHR-10 dataset\negative image set\130.jpg,,True,train,42,0.7,0.15,0.15
131,NWPU VHR-10 dataset\negative image set\131.jpg,,True,train,42,0.7,0.15,0.15
132,NWPU VHR-10 dataset\negative image set\132.jpg,,True,train,42,0.7,0.15,0.15
132,NWPU VHR-10 dataset\positive image set\132.jpg,NWPU VHR-10 dataset\ground truth\132.txt,False,train,42,0.7,0.15,0.15
133,NWPU VHR-10 dataset\negative image set\133.jpg,,True,train,42,0.7,0.15,0.15
133,NWPU VHR-10 dataset\positive image set\133.jpg,NWPU VHR-10 dataset\ground truth\133.txt,False,train,42,0.7,0.15,0.15
134,NWPU VHR-10 dataset\positive image set\134.jpg,NWPU VHR-10 dataset\ground truth\134.txt,False,train,42,0.7,0.15,0.15
135,NWPU VHR-10 dataset\negative image set\135.jpg,,True,train,42,0.7,0.15,0.15
136,NWPU VHR-10 dataset\positive image set\136.jpg,NWPU VHR-10 dataset\ground truth\136.txt,False,train,42,0.7,0.15,0.15
137,NWPU VHR-10 dataset\negative image set\137.jpg,,True,train,42,0.7,0.15,0.15
138,NWPU VHR-10 dataset\positive image set\138.jpg,NWPU VHR-10 dataset\ground truth\138.txt,False,train,42,0.7,0.15,0.15
138,NWPU VHR-10 dataset\negative image set\138.jpg,,True,train,42,0.7,0.15,0.15
139,NWPU VHR-10 dataset\negative image set\139.jpg,,True,train,42,0.7,0.15,0.15
140,NWPU VHR-10 dataset\negative image set\140.jpg,,True,train,42,0.7,0.15,0.15
140,NWPU VHR-10 dataset\positive image set\140.jpg,NWPU VHR-10 dataset\ground truth\140.txt,False,train,42,0.7,0.15,0.15
141,NWPU VHR-10 dataset\positive image set\141.jpg,NWPU VHR-10 dataset\ground truth\141.txt,False,train,42,0.7,0.15,0.15
141,NWPU VHR-10 dataset\negative image set\141.jpg,,True,train,42,0.7,0.15,0.15
142,NWPU VHR-10 dataset\positive image set\142.jpg,NWPU VHR-10 dataset\ground truth\142.txt,False,train,42,0.7,0.15,0.15
142,NWPU VHR-10 dataset\negative image set\142.jpg,,True,train,42,0.7,0.15,0.15
143,NWPU VHR-10 dataset\negative image set\143.jpg,,True,train,42,0.7,0.15,0.15
143,NWPU VHR-10 dataset\positive image set\143.jpg,NWPU VHR-10 dataset\ground truth\143.txt,False,train,42,0.7,0.15,0.15
144,NWPU VHR-10 dataset\negative image set\144.jpg,,True,train,42,0.7,0.15,0.15
144,NWPU VHR-10 dataset\positive image set\144.jpg,NWPU VHR-10 dataset\ground truth\144.txt,False,train,42,0.7,0.15,0.15
145,NWPU VHR-10 dataset\positive image set\145.jpg,NWPU VHR-10 dataset\ground truth\145.txt,False,train,42,0.7,0.15,0.15
145,NWPU VHR-10 dataset\negative image set\145.jpg,,True,train,42,0.7,0.15,0.15
146,NWPU VHR-10 dataset\positive image set\146.jpg,NWPU VHR-10 dataset\ground truth\146.txt,False,train,42,0.7,0.15,0.15
146,NWPU VHR-10 dataset\negative image set\146.jpg,,True,train,42,0.7,0.15,0.15
147,NWPU VHR-10 dataset\positive image set\147.jpg,NWPU VHR-10 dataset\ground truth\147.txt,False,train,42,0.7,0.15,0.15
147,NWPU VHR-10 dataset\negative image set\147.jpg,,True,train,42,0.7,0.15,0.15
148,NWPU VHR-10 dataset\positive image set\148.jpg,NWPU VHR-10 dataset\ground truth\148.txt,False,train,42,0.7,0.15,0.15
148,NWPU VHR-10 dataset\negative image set\148.jpg,,True,train,42,0.7,0.15,0.15
149,NWPU VHR-10 dataset\positive image set\149.jpg,NWPU VHR-10 dataset\ground truth\149.txt,False,train,42,0.7,0.15,0.15
149,NWPU VHR-10 dataset\negative image set\149.jpg,,True,train,42,0.7,0.15,0.15
150,NWPU VHR-10 dataset\negative image set\150.jpg,,True,train,42,0.7,0.15,0.15
150,NWPU VHR-10 dataset\positive image set\150.jpg,NWPU VHR-10 dataset\ground truth\150.txt,False,train,42,0.7,0.15,0.15
151,NWPU VHR-10 dataset\positive image set\151.jpg,NWPU VHR-10 dataset\ground truth\151.txt,False,train,42,0.7,0.15,0.15
153,NWPU VHR-10 dataset\positive image set\153.jpg,NWPU VHR-10 dataset\ground truth\153.txt,False,train,42,0.7,0.15,0.15
154,NWPU VHR-10 dataset\positive image set\154.jpg,NWPU VHR-10 dataset\ground truth\154.txt,False,train,42,0.7,0.15,0.15
155,NWPU VHR-10 dataset\positive image set\155.jpg,NWPU VHR-10 dataset\ground truth\155.txt,False,train,42,0.7,0.15,0.15
156,NWPU VHR-10 dataset\positive image set\156.jpg,NWPU VHR-10 dataset\ground truth\156.txt,False,train,42,0.7,0.15,0.15
158,NWPU VHR-10 dataset\positive image set\158.jpg,NWPU VHR-10 dataset\ground truth\158.txt,False,train,42,0.7,0.15,0.15
159,NWPU VHR-10 dataset\positive image set\159.jpg,NWPU VHR-10 dataset\ground truth\159.txt,False,train,42,0.7,0.15,0.15
163,NWPU VHR-10 dataset\positive image set\163.jpg,NWPU VHR-10 dataset\ground truth\163.txt,False,train,42,0.7,0.15,0.15
164,NWPU VHR-10 dataset\positive image set\164.jpg,NWPU VHR-10 dataset\ground truth\164.txt,False,train,42,0.7,0.15,0.15
166,NWPU VHR-10 dataset\positive image set\166.jpg,NWPU VHR-10 dataset\ground truth\166.txt,False,train,42,0.7,0.15,0.15
168,NWPU VHR-10 dataset\positive image set\168.jpg,NWPU VHR-10 dataset\ground truth\168.txt,False,train,42,0.7,0.15,0.15
169,NWPU VHR-10 dataset\positive image set\169.jpg,NWPU VHR-10 dataset\ground truth\169.txt,False,train,42,0.7,0.15,0.15
170,NWPU VHR-10 dataset\positive image set\170.jpg,NWPU VHR-10 dataset\ground truth\170.txt,False,train,42,0.7,0.15,0.15
173,NWPU VHR-10 dataset\positive image set\173.jpg,NWPU VHR-10 dataset\ground truth\173.txt,False,train,42,0.7,0.15,0.15
174,NWPU VHR-10 dataset\positive image set\174.jpg,NWPU VHR-10 dataset\ground truth\174.txt,False,train,42,0.7,0.15,0.15
175,NWPU VHR-10 dataset\positive image set\175.jpg,NWPU VHR-10 dataset\ground truth\175.txt,False,train,42,0.7,0.15,0.15
176,NWPU VHR-10 dataset\positive image set\176.jpg,NWPU VHR-10 dataset\ground truth\176.txt,False,train,42,0.7,0.15,0.15
177,NWPU VHR-10 dataset\positive image set\177.jpg,NWPU VHR-10 dataset\ground truth\177.txt,False,train,42,0.7,0.15,0.15
178,NWPU VHR-10 dataset\positive image set\178.jpg,NWPU VHR-10 dataset\ground truth\178.txt,False,train,42,0.7,0.15,0.15
179,NWPU VHR-10 dataset\positive image set\179.jpg,NWPU VHR-10 dataset\ground truth\179.txt,False,train,42,0.7,0.15,0.15
181,NWPU VHR-10 dataset\positive image set\181.jpg,NWPU VHR-10 dataset\ground truth\181.txt,False,train,42,0.7,0.15,0.15
182,NWPU VHR-10 dataset\positive image set\182.jpg,NWPU VHR-10 dataset\ground truth\182.txt,False,train,42,0.7,0.15,0.15
183,NWPU VHR-10 dataset\positive image set\183.jpg,NWPU VHR-10 dataset\ground truth\183.txt,False,train,42,0.7,0.15,0.15
184,NWPU VHR-10 dataset\positive image set\184.jpg,NWPU VHR-10 dataset\ground truth\184.txt,False,train,42,0.7,0.15,0.15
185,NWPU VHR-10 dataset\positive image set\185.jpg,NWPU VHR-10 dataset\ground truth\185.txt,False,train,42,0.7,0.15,0.15
186,NWPU VHR-10 dataset\positive image set\186.jpg,NWPU VHR-10 dataset\ground truth\186.txt,False,train,42,0.7,0.15,0.15
189,NWPU VHR-10 dataset\positive image set\189.jpg,NWPU VHR-10 dataset\ground truth\189.txt,False,train,42,0.7,0.15,0.15
191,NWPU VHR-10 dataset\positive image set\191.jpg,NWPU VHR-10 dataset\ground truth\191.txt,False,train,42,0.7,0.15,0.15
193,NWPU VHR-10 dataset\positive image set\193.jpg,NWPU VHR-10 dataset\ground truth\193.txt,False,train,42,0.7,0.15,0.15
194,NWPU VHR-10 dataset\positive image set\194.jpg,NWPU VHR-10 dataset\ground truth\194.txt,False,train,42,0.7,0.15,0.15
195,NWPU VHR-10 dataset\positive image set\195.jpg,NWPU VHR-10 dataset\ground truth\195.txt,False,train,42,0.7,0.15,0.15
196,NWPU VHR-10 dataset\positive image set\196.jpg,NWPU VHR-10 dataset\ground truth\196.txt,False,train,42,0.7,0.15,0.15
197,NWPU VHR-10 dataset\positive image set\197.jpg,NWPU VHR-10 dataset\ground truth\197.txt,False,train,42,0.7,0.15,0.15
199,NWPU VHR-10 dataset\positive image set\199.jpg,NWPU VHR-10 dataset\ground truth\199.txt,False,train,42,0.7,0.15,0.15
200,NWPU VHR-10 dataset\positive image set\200.jpg,NWPU VHR-10 dataset\ground truth\200.txt,False,train,42,0.7,0.15,0.15
203,NWPU VHR-10 dataset\positive image set\203.jpg,NWPU VHR-10 dataset\ground truth\203.txt,False,train,42,0.7,0.15,0.15
204,NWPU VHR-10 dataset\positive image set\204.jpg,NWPU VHR-10 dataset\ground truth\204.txt,False,train,42,0.7,0.15,0.15
205,NWPU VHR-10 dataset\positive image set\205.jpg,NWPU VHR-10 dataset\ground truth\205.txt,False,train,42,0.7,0.15,0.15
208,NWPU VHR-10 dataset\positive image set\208.jpg,NWPU VHR-10 dataset\ground truth\208.txt,False,train,42,0.7,0.15,0.15
209,NWPU VHR-10 dataset\positive image set\209.jpg,NWPU VHR-10 dataset\ground truth\209.txt,False,train,42,0.7,0.15,0.15
210,NWPU VHR-10 dataset\positive image set\210.jpg,NWPU VHR-10 dataset\ground truth\210.txt,False,train,42,0.7,0.15,0.15
211,NWPU VHR-10 dataset\positive image set\211.jpg,NWPU VHR-10 dataset\ground truth\211.txt,False,train,42,0.7,0.15,0.15
212,NWPU VHR-10 dataset\positive image set\212.jpg,NWPU VHR-10 dataset\ground truth\212.txt,False,train,42,0.7,0.15,0.15
213,NWPU VHR-10 dataset\positive image set\213.jpg,NWPU VHR-10 dataset\ground truth\213.txt,False,train,42,0.7,0.15,0.15
214,NWPU VHR-10 dataset\positive image set\214.jpg,NWPU VHR-10 dataset\ground truth\214.txt,False,train,42,0.7,0.15,0.15
216,NWPU VHR-10 dataset\positive image set\216.jpg,NWPU VHR-10 dataset\ground truth\216.txt,False,train,42,0.7,0.15,0.15
219,NWPU VHR-10 dataset\positive image set\219.jpg,NWPU VHR-10 dataset\ground truth\219.txt,False,train,42,0.7,0.15,0.15
221,NWPU VHR-10 dataset\positive image set\221.jpg,NWPU VHR-10 dataset\ground truth\221.txt,False,train,42,0.7,0.15,0.15
222,NWPU VHR-10 dataset\positive image set\222.jpg,NWPU VHR-10 dataset\ground truth\222.txt,False,train,42,0.7,0.15,0.15
223,NWPU VHR-10 dataset\positive image set\223.jpg,NWPU VHR-10 dataset\ground truth\223.txt,False,train,42,0.7,0.15,0.15
226,NWPU VHR-10 dataset\positive image set\226.jpg,NWPU VHR-10 dataset\ground truth\226.txt,False,train,42,0.7,0.15,0.15
227,NWPU VHR-10 dataset\positive image set\227.jpg,NWPU VHR-10 dataset\ground truth\227.txt,False,train,42,0.7,0.15,0.15
228,NWPU VHR-10 dataset\positive image set\228.jpg,NWPU VHR-10 dataset\ground truth\228.txt,False,train,42,0.7,0.15,0.15
229,NWPU VHR-10 dataset\positive image set\229.jpg,NWPU VHR-10 dataset\ground truth\229.txt,False,train,42,0.7,0.15,0.15
230,NWPU VHR-10 dataset\positive image set\230.jpg,NWPU VHR-10 dataset\ground truth\230.txt,False,train,42,0.7,0.15,0.15
232,NWPU VHR-10 dataset\positive image set\232.jpg,NWPU VHR-10 dataset\ground truth\232.txt,False,train,42,0.7,0.15,0.15
235,NWPU VHR-10 dataset\positive image set\235.jpg,NWPU VHR-10 dataset\ground truth\235.txt,False,train,42,0.7,0.15,0.15
236,NWPU VHR-10 dataset\positive image set\236.jpg,NWPU VHR-10 dataset\ground truth\236.txt,False,train,42,0.7,0.15,0.15
237,NWPU VHR-10 dataset\positive image set\237.jpg,NWPU VHR-10 dataset\ground truth\237.txt,False,train,42,0.7,0.15,0.15
238,NWPU VHR-10 dataset\positive image set\238.jpg,NWPU VHR-10 dataset\ground truth\238.txt,False,train,42,0.7,0.15,0.15
239,NWPU VHR-10 dataset\positive image set\239.jpg,NWPU VHR-10 dataset\ground truth\239.txt,False,train,42,0.7,0.15,0.15
240,NWPU VHR-10 dataset\positive image set\240.jpg,NWPU VHR-10 dataset\ground truth\240.txt,False,train,42,0.7,0.15,0.15
245,NWPU VHR-10 dataset\positive image set\245.jpg,NWPU VHR-10 dataset\ground truth\245.txt,False,train,42,0.7,0.15,0.15
246,NWPU VHR-10 dataset\positive image set\246.jpg,NWPU VHR-10 dataset\ground truth\246.txt,False,train,42,0.7,0.15,0.15
247,NWPU VHR-10 dataset\positive image set\247.jpg,NWPU VHR-10 dataset\ground truth\247.txt,False,train,42,0.7,0.15,0.15
248,NWPU VHR-10 dataset\positive image set\248.jpg,NWPU VHR-10 dataset\ground truth\248.txt,False,train,42,0.7,0.15,0.15
249,NWPU VHR-10 dataset\positive image set\249.jpg,NWPU VHR-10 dataset\ground truth\249.txt,False,train,42,0.7,0.15,0.15
250,NWPU VHR-10 dataset\positive image set\250.jpg,NWPU VHR-10 dataset\ground truth\250.txt,False,train,42,0.7,0.15,0.15
251,NWPU VHR-10 dataset\positive image set\251.jpg,NWPU VHR-10 dataset\ground truth\251.txt,False,train,42,0.7,0.15,0.15
254,NWPU VHR-10 dataset\positive image set\254.jpg,NWPU VHR-10 dataset\ground truth\254.txt,False,train,42,0.7,0.15,0.15
255,NWPU VHR-10 dataset\positive image set\255.jpg,NWPU VHR-10 dataset\ground truth\255.txt,False,train,42,0.7,0.15,0.15
256,NWPU VHR-10 dataset\positive image set\256.jpg,NWPU VHR-10 dataset\ground truth\256.txt,False,train,42,0.7,0.15,0.15
257,NWPU VHR-10 dataset\positive image set\257.jpg,NWPU VHR-10 dataset\ground truth\257.txt,False,train,42,0.7,0.15,0.15
258,NWPU VHR-10 dataset\positive image set\258.jpg,NWPU VHR-10 dataset\ground truth\258.txt,False,train,42,0.7,0.15,0.15
260,NWPU VHR-10 dataset\positive image set\260.jpg,NWPU VHR-10 dataset\ground truth\260.txt,False,train,42,0.7,0.15,0.15
261,NWPU VHR-10 dataset\positive image set\261.jpg,NWPU VHR-10 dataset\ground truth\261.txt,False,train,42,0.7,0.15,0.15
262,NWPU VHR-10 dataset\positive image set\262.jpg,NWPU VHR-10 dataset\ground truth\262.txt,False,train,42,0.7,0.15,0.15
263,NWPU VHR-10 dataset\positive image set\263.jpg,NWPU VHR-10 dataset\ground truth\263.txt,False,train,42,0.7,0.15,0.15
264,NWPU VHR-10 dataset\positive image set\264.jpg,NWPU VHR-10 dataset\ground truth\264.txt,False,train,42,0.7,0.15,0.15
265,NWPU VHR-10 dataset\positive image set\265.jpg,NWPU VHR-10 dataset\ground truth\265.txt,False,train,42,0.7,0.15,0.15
266,NWPU VHR-10 dataset\positive image set\266.jpg,NWPU VHR-10 dataset\ground truth\266.txt,False,train,42,0.7,0.15,0.15
267,NWPU VHR-10 dataset\positive image set\267.jpg,NWPU VHR-10 dataset\ground truth\267.txt,False,train,42,0.7,0.15,0.15
269,NWPU VHR-10 dataset\positive image set\269.jpg,NWPU VHR-10 dataset\ground truth\269.txt,False,train,42,0.7,0.15,0.15
272,NWPU VHR-10 dataset\positive image set\272.jpg,NWPU VHR-10 dataset\ground truth\272.txt,False,train,42,0.7,0.15,0.15
273,NWPU VHR-10 dataset\positive image set\273.jpg,NWPU VHR-10 dataset\ground truth\273.txt,False,train,42,0.7,0.15,0.15
275,NWPU VHR-10 dataset\positive image set\275.jpg,NWPU VHR-10 dataset\ground truth\275.txt,False,train,42,0.7,0.15,0.15
276,NWPU VHR-10 dataset\positive image set\276.jpg,NWPU VHR-10 dataset\ground truth\276.txt,False,train,42,0.7,0.15,0.15
278,NWPU VHR-10 dataset\positive image set\278.jpg,NWPU VHR-10 dataset\ground truth\278.txt,False,train,42,0.7,0.15,0.15
279,NWPU VHR-10 dataset\positive image set\279.jpg,NWPU VHR-10 dataset\ground truth\279.txt,False,train,42,0.7,0.15,0.15
280,NWPU VHR-10 dataset\positive image set\280.jpg,NWPU VHR-10 dataset\ground truth\280.txt,False,train,42,0.7,0.15,0.15
281,NWPU VHR-10 dataset\positive image set\281.jpg,NWPU VHR-10 dataset\ground truth\281.txt,False,train,42,0.7,0.15,0.15
282,NWPU VHR-10 dataset\positive image set\282.jpg,NWPU VHR-10 dataset\ground truth\282.txt,False,train,42,0.7,0.15,0.15
284,NWPU VHR-10 dataset\positive image set\284.jpg,NWPU VHR-10 dataset\ground truth\284.txt,False,train,42,0.7,0.15,0.15
285,NWPU VHR-10 dataset\positive image set\285.jpg,NWPU VHR-10 dataset\ground truth\285.txt,False,train,42,0.7,0.15,0.15
286,NWPU VHR-10 dataset\positive image set\286.jpg,NWPU VHR-10 dataset\ground truth\286.txt,False,train,42,0.7,0.15,0.15
287,NWPU VHR-10 dataset\positive image set\287.jpg,NWPU VHR-10 dataset\ground truth\287.txt,False,train,42,0.7,0.15,0.15
288,NWPU VHR-10 dataset\positive image set\288.jpg,NWPU VHR-10 dataset\ground truth\288.txt,False,train,42,0.7,0.15,0.15
290,NWPU VHR-10 dataset\positive image set\290.jpg,NWPU VHR-10 dataset\ground truth\290.txt,False,train,42,0.7,0.15,0.15
291,NWPU VHR-10 dataset\positive image set\291.jpg,NWPU VHR-10 dataset\ground truth\291.txt,False,train,42,0.7,0.15,0.15
292,NWPU VHR-10 dataset\positive image set\292.jpg,NWPU VHR-10 dataset\ground truth\292.txt,False,train,42,0.7,0.15,0.15
293,NWPU VHR-10 dataset\positive image set\293.jpg,NWPU VHR-10 dataset\ground truth\293.txt,False,train,42,0.7,0.15,0.15
294,NWPU VHR-10 dataset\positive image set\294.jpg,NWPU VHR-10 dataset\ground truth\294.txt,False,train,42,0.7,0.15,0.15
297,NWPU VHR-10 dataset\positive image set\297.jpg,NWPU VHR-10 dataset\ground truth\297.txt,False,train,42,0.7,0.15,0.15
298,NWPU VHR-10 dataset\positive image set\298.jpg,NWPU VHR-10 dataset\ground truth\298.txt,False,train,42,0.7,0.15,0.15
299,NWPU VHR-10 dataset\positive image set\299.jpg,NWPU VHR-10 dataset\ground truth\299.txt,False,train,42,0.7,0.15,0.15
300,NWPU VHR-10 dataset\positive image set\300.jpg,NWPU VHR-10 dataset\ground truth\300.txt,False,train,42,0.7,0.15,0.15
301,NWPU VHR-10 dataset\positive image set\301.jpg,NWPU VHR-10 dataset\ground truth\301.txt,False,train,42,0.7,0.15,0.15
302,NWPU VHR-10 dataset\positive image set\302.jpg,NWPU VHR-10 dataset\ground truth\302.txt,False,train,42,0.7,0.15,0.15
303,NWPU VHR-10 dataset\positive image set\303.jpg,NWPU VHR-10 dataset\ground truth\303.txt,False,train,42,0.7,0.15,0.15
304,NWPU VHR-10 dataset\positive image set\304.jpg,NWPU VHR-10 dataset\ground truth\304.txt,False,train,42,0.7,0.15,0.15
305,NWPU VHR-10 dataset\positive image set\305.jpg,NWPU VHR-10 dataset\ground truth\305.txt,False,train,42,0.7,0.15,0.15
